clean_text,stemmed_text,lemmatized_text,sentiment
beijinho,beijinh,beijir,0
foda amiga ta complicado,fod amig ta complic,foda amiga ta complicado,0
melhor sonho voce ja sonho,melhor sonh voc ja sonh,bom sonho voce Ja sonho,0
ah entao paro,ah enta par,ah entao paro,0
anao q saco,ana q sac,anao q saco,0
to decepcionando muita gente,to decepcion muit gent,to decepcionar muito gente,0
migs dodoi menparte coracao,migs dodo menpart coraca,migs Dodoi menparte coracao,0
nao fale amo,nao fal amo,nao falar amo,0
am d criancas comemorando,am d crianc comemor,Am d crianco comemorar,1
tentando convencer irmao nao matar,tent convenc irma nao mat,tentar convencer irmao nao matar,1
obgg nene,obgg nen,obgg nene,1
melhor sonho voce ja lembro sonhos,melhor sonh voc ja lembr sonh,bom sonho Voce Ja lembro sonho,0
,,,1
amanha n vou aulas folga,amanh n vou aul folg,amanho n Vou aula folga,1
n conheco,n conhec,n conheco,0
oi so pra cor diferente tl,oi so pra cor diferent tl,oi so pra cor diferente tl,1
dia pra pro estagio dia folga,dia pra pro estagi dia folg,dia pra pro estagio dia folgar,1
caga guest salvador,cag guest salvador,Caga Guest salvador,1
coza maix quiridaaaa,coz maix quiridaaa,coza Maix quiridaaaa,0
es pessoa caseira gostas sair casulo sair casulo,es pesso caseir gost sair casul sair casul,es Pessoa Caseira gosto sair casulo sair casulo,1
visite perfil flickr produtos feitos ate acesse acessorios decoracao papelaria feitoamao produtosartesanais produtosforadeserie elo,visit perfil flickr produt feit ate acess acessori decoraca papel feitoama produtosartesan produtosforadeseri elo,visitir perfil flickr produto fazer ate acer acessorio decoracao papelario feitoamao produtosartesanal produtosforadeserie elo,1
presa casa banho,pres cas banh,presa casa banho,1
novamente,nov,novamente,0
voltei so pra q luto pq torou alem ja perdido cor,volt so pra q lut pq tor alem ja perd cor,voltar so pra q luto pq torar aler ja perder cor,0
imagino guri sofrendo escolas influencia negativa animal gera bullying sendo proferido gritos mito fundo dor coracao,imagin gur sofr escol influenc negat animal ger bullying send profer grit mit fund dor coraca,imagino guri sofrer escola influencia negativo animal gerar bullying ser proferir grito mito Fundo dor coracao,0
ate tvtime so permitir ate series favoritas pra perfil,ate tvtim so permit ate seri favorit pra perfil,ate tvtime so permitir ate series favorito pra perfil,0
visto projeto musical arte tava ate postando soundcloud ne so n visto pornrelated q n,vist projet musical arte tav ate post soundcloud ne so n vist pornrelated q n,ver projeto musical arte tar ate postar soundcloud ne so n ver pornrelatedr q n,0
abusa,abus,abusa,1
saudade mcfly,saudad mcfly,saudade Mcfly,0
movida plutonio nao gasolina mentira ai voce falou p,mov plutoni nao gasolin ment ai voc fal p,mover plutonio nao gasolinar mentira ai voce falar p,1
nao aguento eleitor bolsonaro falando esquerda brasil vire comunista caralho vc burro nao comunista existiu simples ler capital manifesto marx pra vc entender merda q ta falando,nao aguent eleitor bolsonar fal esquerd brasil vir comun caralh vc burr nao comun exist simpl ler capital manifest marx pra vc entend merd q ta fal,nao aguentar eleitor bolsonaro falar esquerda Brasil virar Comunista caralho vc burro nao Comunista existir simples ler capital manifer marx pra vc entender merdo q ta falar,1
aaaaa desculpa insistir nisso,aaaaa desculp insist niss,aaaaar desculpa insistir em isso,0
porra merda prometi nao ia fala politica so rt,porr merd promet nao ia fal polit so rt,porra merdo prometi nao ir falar politico so rt,1
deu mole veii faltou vc julinho,deu mol vei falt vc julinh,dar mole veii faltar vc Julinho,0
tomaram suquinho,tom suquinh,tomar suquinho,0
assusta frieza irmao jeito olhava daca risada chorava horroroso deprimente pior nao so vou ano entao nao pude pra diferenca,assust friez irma jeit olhav dac ris chor horror depriment pior nao so vou ano enta nao pud pra diferenc,assustar friezar irmao jeito olhar daca risar chorar horroroso deprimente mau nao so ir ano entao nao pude pra diferenca,0
tao fancans fica sorrindo fico tao despreocupada tao feliz parecer tao,tao fancans fic sorr fic tao despreocup tao feliz parec tao,tao fancans ficar sorrir fico tao despreocupar tao feliz parecer tao,0
admiro mt coragem paciencia miga pq to tao desacreditada ja cansei,admir mt corag pacienc mig pq to tao desacredit ja cans,admirar mt coragem paciencio migo pq to tao desacreditar ja cansei,0
perdi,perd,perdi,0
corno nao ninguem,corn nao ningu,corno nao ninguem,0
po manda ai link haddad apologia tortura minorias ai d,po mand ai link haddad apolog tortur minor ai d,po manda ai link haddad apologio torturo minoria ai d,1
nao vejo enquete tl hoje,nao vej enquet tl hoj,nao vejo enqueter tl hoje,0
vestir so dormir,vest so dorm,vestir so dormir,1
materias isentas parabens profissionalismo,mat isent parabens profissional,materia isento parabem profissionalismo,1
hoje aula acabei chegar faculdade liberada,hoj aul acab cheg faculdad liber,hoje aula acabar chegar faculdade liberar,1
imensa roupa,imens roup,imenso roupa,1
namorado admitiu pra mim votar bozo turno sinceramente nao ja usei argumentos pra convencer,namor admit pra mim vot boz turn sincer nao ja use argument pra convenc,namorar admitir pra eu votar bozo turno sinceramente nao ja usei argumento pra convencer,0
ultima voce praia ha anos atras,ultim voc pra ha anos atras,ultima voce praia ha ano atra,0
seguir so mob,segu so mob,seguir so mob,0
face so pt nao haddad,fac so pt nao haddad,face so pt nao haddad,1
acho ate bonitinho acha fralda caro filho p,acho ate bonitinh acha frald car filh p,achar ate bonitinho achar fralda caro Filho p,1
dm n pra salvar,dm n pra salv,dm n pra salvar,0
entendi,entend,entendi,1
baseball van acompanho cubs igual corinthians sendo eliminados casa jogos,baseball van acompanh cubs igual corinthians send elimin cas jog,baseball van acompanho cubs igual corinthian ser eliminar casa jogo,1
pessoas reagiram positiva,pesso reag posit,pessoa reagir positivo,1
ei anjo lindo to apx n judia mim nao pq ja faco sozinha,ei anjo lind to apx n jud mim nao pq ja fac sozinh,ei anjo lir to apx n judia Mim nao pq ja faco sozinha,0
akira ja fila,akir ja fil,akirar Ja filar,1
siiiiim ia falar,siiiiim ia fal,siiiiim ir falar,1
penso so to raiva vejo algum falando merda choro,pens so to raiv vej algum fal merd chor,pensar so to raiva vejo algum falar Merda chorar,0
forca miga,forc mig,forca migo,0
bb r u ok,bb r u ok,bb r u ok,0
nao amigo,nao amig,nao amigo,1
nao vejo hora ficar sorriso,nao vej hor fic sorris,nao vejo hora ficar sorriso,0
q disse q to foto gatinho ig golpe enfim vamo shake it off,q diss q to fot gatinh ig golp enfim vam shak it off,q dizer q to foto gatinho ig golpe enfim vamo shake it off,0
musica,music,musica,1
nao curto traz amigas,nao curt traz amig,nao curto trazer amiga,1
voce forte nao desista nao conheco nao desista vida voce futuro frente otima pessoa,voc fort nao desist nao conhec nao desist vid voc futur frent otim pesso,voce forte nao desista nao conheco nao desista vida voce futuro frente otimo pessoa,1
argumentos ridiculos historia fandom serao jungkook ativo pq musculoso altojimin bottom pq baixinho fofo voce pensa parabens merece socao boca d,argument ridicul histor fandom sera jungkook ativ pq muscul altojimin bottom pq baixinh fof voc pens parabens merec soca boc d,argumento ridiculo historia fandom serao jungkook ativo pq musculoso Altojimin bottom pq baixinho fofo voce pensar parabem merecer socao bocar d,1
remontada is coming go go go,remont is coming go go go,remontar is coming go go go,1
ta brincando pqp merda,ta brinc pqp merd,ta brincar pqp merdar,0
padrinho empurroume rio,padrinh empurroum rio,padrinho empurroume Rio,1
nao aguento sonhar cabeca insiste criar reencontro ta kkk inferno,nao aguent sonh cabec insist cri reencontr ta kkk infern,nao aguentar sonhar cabeca insistir criar reencontro ta kkk inferno,0
amo manu,amo manu,amo manu,0
oi dione continua problemas conta segue pra mandar dm envia email contato,oi dion continu problem cont seg pra mand dm envi email contat,oi dione continuar problema contar seguir pra mandar dm enviar email contato,1
baiqqq,baiqqq,Baiqqq,1
encheu orgulho bozo nao vota,encheu orgulh boz nao vot,encheu orgulho bozo nao voto,1
ta vou parar vacuo nele afinal melhor homem mundo merece atencao,ta vou par vacu nel afinal melhor hom mund merec atenca,ta ir parar vacuo em ele afinal bom homem mundo merecer atencao,0
dia amigos capa hoje,dia amig cap hoj,dia amigo capa hoje,1
comecem nao despreza,comec nao desprez,comecer nao despreza,1
nao ouvir q down amp dirty publico porem vamos oucam down amp dirty by little mix nao vao arrepender d,nao ouv q down amp dirty public por vam ouc down amp dirty by littl mix nao vao arrepend d,nao ouvir q down amp dirty publico por ir oucar down amp dirty by Little mix nao vao arrepender d,1
voce nao pensou artes visuais direto pro design penso mt verdade hahaha belas pra prof artes tbm amo design smp,voc nao pens artes visu diret pro design pens mt verdad hahah bel pra prof artes tbm amo design smp,voce nao pensar arte visual direto pro design pensar mt verdade hahahar belo pra prof arte tbm amo design smp,1
perguntas nao mostrar opiniao precisaria justificar,pergunt nao mostr opinia precis justific,pergunta nao mostrar opiniao precisario justificar,1
diaaaa,diaaa,diaaaa,1
amo taehyung queria soubesse mundinho pessoinha incrivel vida amor pra gente ja gente precisa merece,amo taehyung quer soub mundinh pessoinh incrivel vid amor pra gent ja gent precis merec,amo taehyung querer soubesse mundinho Pessoinha incrivel vida amor pra gente ja gente precisar merecer,0
vantagens mulher husuhshusuh p,vantagens mulh husuhshusuh p,vantagem mulher husuhshusuh p,1
evitem contato cmg hj pq to sensivel dmais acabei chorar escondida banheiro escritorio pq falaram alto cmg kkkjjk,evit contat cmg hj pq to sensivel dma acab chor escond banheir escritori pq fal alto cmg kkkjjk,evitar contato cmg hj pq to sensivel dmal acabar chorar escondida banheiro escritorio pq falar alto cmg kkkjjk,0
linda,lind,linda,1
gebte transformar lagrima resistencia,gebt transform lagrim resistenc,gebte transformar lagrimo resistencia,0
tombado fortaleza nao cinemark,tomb fortal nao cinemark,tombar fortaleza nao cinemark,0
chama suave,cham suav,chamar suave,1
esquerda posicionamento economico nao conceito,esquerd posicion econom nao conceit,esquerdar posicionamento economico nao conceito,1
kkkkkkkkkkkkkkk pior perdi amigos chamaram pra debate,kkkkkkkkkkkkkkk pior perd amig cham pra debat,kkkkkkkkkkkkkkk mau perdi amigo chamar pra debate,0
to so kefera resultado,to so kef result,to so kefera resultar,0
nao notou,nao not,nao notar,0
sinto sdds nao ficava dia receber conselhos puxoes orelha amava falar vc rs ai deusss tambem sinto saudade,sint sdds nao fic dia receb conselh puxo orelh amav fal vc rs ai deusss tamb sint saudad,sinto sdds nao ficar dia receber conselho puxoe orelha amar falar vc rs ai deusss tambem sinto saudade,0
paramore,paramor,paramore,1
fav dou emoji fav icon lindo header linda pack linda lindo amo tweets queria proximo vamo amigar crush stalkeio,fav dou emoj fav icon lind head lind pack lind lind amo tweets quer proxim vam amig crush stalkei,fav dar emoji fav icon lir header linda pack lindo lir amo Tweets querer proximo vamo amigar crush stalkeio,1
canelada corrigido prestar atencao detalhe,canel corrig prest atenca detalh,canelar corriger prestar atencao detalhir,1
acabei dedicar horinha pra escolher candidatos facam tambem pesquisem leiam informem votem errado votem conviccao,acab dedic horinh pra escolh candidat fac tamb pesquis lei inform vot errad vot convicca,acabar dedicar horinho pra escolher candidato facar tambem pesquiser le informem votem errar votem conviccao,1
nao consigo olhar pensar pessoas mesma ba to mto chateada real,nao consig olhar pens pesso mesm ba to mto chat real,nao consigo olhar pensar pessoa mesmo ba to mto chatear real,0
nao matar ninguem tbm nao desemprego aumentar pessoas passando fome pessoas matando pra sobreviver crimes hediondos tds dias enfim anos neh vamos la d,nao mat ningu tbm nao desempreg aument pesso pass fom pesso mat pra sobreviv crim hediond tds dias enfim anos neh vam la d,nao matar ninguem tbm nao desemprego aumentar pessoa passar fome pessoa matar pra sobreviver crime hediondo tds dia enfim ano neh ir la d,1
processo dia,process dia,processo dia,1
frase,fras,frase,1
vo falou salbo melhorar pais,vo fal salb melhor pais,vo falar salbo melhorar pai,0
pronto d,pront d,pronto d,1
bar bebcaa,bar bebca,bar bebcaa,0
calor n querer bazar baixar p semana volta subir,calor n quer baz baix p seman volt sub,calor n querer bazar baixar p semana volto subir,1
milhoes nao compareceram,milho nao comparec,Milhoes nao comparecer,0
caralho razao,caralh raza,caralho razao,1
pera so,per so,perar so,0
demorou,demor,demorar,0
samara nao acredita mim,sam nao acredit mim,samar nao acreditar eu,0
semana junto nao suficiente vou saudade,seman junt nao suficient vou saudad,semana junto nao suficiente vou saudade,0
passo ne,pass ne,passo ne,1
saudades risada nubia,saudad ris nub,saudade risar nuber,0
entao voce deus pra perdao proximo nao cabe voce pro ceu pro inferno verdade pecado nao existe pecadinho pecadao sao pecados voce tao cristao nao deveria pregando ideia,enta voc deus pra perda proxim nao cab voc pro ceu pro infern verdad pec nao exist pecadinh pecada sao pec voc tao crista nao dev preg ide,entao voce Deus pra perdao proximo nao caber voce pro cer pro inferno verdade pecar nao existir pecadinho pecadao sao pecar voce tao cristao nao dever pregar ideia,1
caranguejo namjoon,caranguej namjoon,Caranguejo namjoon,1
ganhei girassol hoje to feliz,ganh girassol hoj to feliz,ganhar girassol hoje to feliz,1
shhshss,shhshss,shhshss,1
pai filha lgbt votou nele hoje apareceu frente vestindo camisa selecao,pai filh lgbt vot nel hoj aparec frent vest camis seleca,pai filha lgbt votar em ele hoje aparecer frente vestir camisa Selecao,1
aor mery k,aor mery k,aor Mery k,0
bue trazelo casa,bue trazel cas,bue trazelo casa,0
participando top comentarista blog sao opcoes livros incriveis,particip top comentar blog sao opco livr incriv,participar top comentarista blog sao opcoe livro incrivel,1
diaa,dia,diaa,1
var,var,var,1
alguem ajuda bolar historinha pro trabalho to perdida,algu ajud bol historinh pro trabalh to perd,alguer ajudar bolar historinha pro trabalho to perder,0
queria river continuado viva,quer riv continu viv,querer river continuar viver,0
aparentemente unica sala nao votou bozo deus ceu gente tao preocupante pessoas estao realmente querendo fascista presidencia,aparent unic sal nao vot boz deus ceu gent tao preocup pesso esta realment quer fascist presidenc,aparentemente unico sala nao votar bozo deus cer gente tao preocupante pessoa estao realmente querer fascista presidencia,0
interpretacao totos,interpretaca tot,interpretacao toto,1
obgquero mto carinha aliviada,obgquer mto carinh alivi,obgquero mto carinha aliviar,1
eleita,eleit,eleita,0
gente serio to muita dor corpo kkk to tensionada causa eleicoes q odio,gent seri to muit dor corp kkk to tension caus eleico q odi,gente serio to muito dor corpo kkk to tensionar causa eleicoe q odio,0
tia infelizmente la,tia infeliz la,tia infelizmente la,0
marcolatra nao,marcolatr nao,marcolatrar nao,0
olha so tela world of warcraft serv stormrage,olha so tel world of warcraft serv stormrag,olhar so tela World of warcraft serv stormrage,1
sinto ficar doente,sint fic doent,sinto ficar doente,1
egua amigo fiquei causa eleicoes,egu amig fiqu caus eleico,eguar amigo fiquei causa eleicoe,0
vergonha,vergonh,vergonha,0
po quiser mandar aceito p,po quis mand aceit p,po querer mandar aceitar p,1
ai jungkookie deixas tao emotiva,ai jungkooki deix tao emot,ai Jungkookie deixa tao emotivo,0
bar abbacbbea,bar abbacbb,bar abbacbbea,0
mira genio acordas,mir geni acord,mira genio acorr,1
excelente bro felicidades,excelent bro felic,excelente bro felicidade,1
terrivel tenta calma mostrar pra falar economia faca eleitores mudar opiniao pq falar moral nao adianta vidas nao importe pra,terrivel tent calm mostr pra fal econom fac eleitor mud opinia pq fal moral nao adiant vid nao import pra,terrivel tentar calmo mostrar pra falar economia facar eleitor mudar opiniao pq falar moral nao adiantar vida nao importar pra,0
ai cara nao esperava,ai car nao esper,ai cara nao esperar,0
programa sextafeira claro cozinhar prato series p boasextafeira bomfimdesemana receitas vidasaudavel bonduelle,program sextafeir clar cozinh prat seri p boasextafeir bomfimdeseman receit vidasaudavel bonduell,programa sextafeira claro cozinhar prato series p boasextafeira bomfimdesemano receitas vidasaudavel bonduelle,1
pra,pra,pra,1
acabei atypical,acab atypical,acabar atypical,0
amo,amo,amo,1
vou decimo pra fechar buracos alargador,vou decim pra fech burac alarg,ir decimo pra fechar buraco alargador,0
d,d,d,1
ja to pronta pra armar barraco projac caso nao ganhe,ja to pront pra armar barrac projac cas nao ganh,ja to pronto pra armar barraco projac caso nao ganhar,1
okay entao riacho,okay enta riach,okay entao riacho,1
vc quiser falar alguem chamar to pq nao pra escola,vc quis fal algu cham to pq nao pra escol,vc querer falar alguir chamar to pq nao pra escola,1
amo,amo,amo,0
serio acabo ingressos fernandinho enrolei pra comprar nao,seri acab ingress fernandinh enrol pra compr nao,serio acabo ingresso fernandinho enrolei pra comprar nao,0
soza min soze heyran li bende be,soz min soz heyran li bend be,sozar min soze heyran li bende be,1
familias brigam assuntos serios aq casa gente briga pq alguem comeu bandeja morango todinha n dividiu,famil brig assunt seri aq cas gent brig pq algu com bandej morang todinh n divid,familia brigar assunto serio aq casa gente briga pq alguir comeu Bandeja morango todir n dividir,1
vtnc app twitter,vtnc app twitt,vtnc app twitter,1
hahahaha pior q d vamos qdo rola imagem,hahahah pior q d vam qdo rol imag,hahahaher mau q d ir qdo rolo imagem,1
falar nana saudades safado p nana,fal nan saudad saf p nan,falar nano saudade safar p nano,1
so queria nenem,so quer nen,so querer nenem,0
surpreende,surpreend,surpreender,0
verdade haddad ciro questao mulher lgbt apresentam mesmos projetos onda anti pt pra recorrer porem vice haddad chapa perfeita ne ja katia interferir,verdad haddad cir questa mulh lgbt apresent mesm projet onda anti pt pra recorr por vic haddad chap perfeit ne ja kat interfer,verdade haddad ciro questao mulher lgbt apresentar mesmo projeto ondar antir pt pra recorrer por vice haddad chapa perfazer ne ja kater interferir,1
doido outro queria cara corresse copersucar outro fala carros pilotos atuais barrichello instituto quase estressou melhor so rir hashiashu independente camisa continua linda,doid outr quer car corr copersuc outr fal carr pilot atu barrichell institut quas estress melhor so rir hashiashu independent camis continu lind,doer outro querer car correr copersucar outro falar carro piloto atual Barrichello instituto quase estressar melhor so rir hashiashu independente camisa continuar linda,1
espero kkkkkkkk,esper kkkkkkkk,esperar kkkkkkkk,0
bar beeaecaacef,bar beeaecaacef,bar beeaecaacefr,0
partiu abrir sensacoes,part abrir sensaco,partir abrir sensacoe,1
feliz dia criancas pra voce minas tendo namorada,feliz dia crianc pra voc min tend namor,feliz dia crianco pra voce mino ter namorar,1
gente coloca cabeca nao preciso certo alguem olho pra pessoa mesma ai pessoa falar cortei vida mesma deu tesoura bebe preciso atencao amor,gent coloc cabec nao precis cert algu olho pra pesso mesm ai pesso fal cort vid mesm deu tesour beb precis atenca amor,gente colocar Cabeca nao preciso certo alguir olho pra pessoa mesmo ai pessoa falar cortar vida mesmo dar tesoura bebe preciso atencao amor,1
amo ta tambem amo,amo ta tamb amo,amo ta tambem amo,0
causa antipetismo forte nao consigo enxergar pesquisa geralmente mostrando q ta acirrado ja aceitei destino tragico,caus antipet fort nao consig enxerg pesquis geral mostr q ta acirr ja aceit destin tragic,causa antipetismo forte nao consigo enxergar pesquisa geralmente mostrar q ta acirrar Ja aceitar destino tragico,0
apartamento gonzaga frente praia santos sp imudou especialista imoveis encontrou oportunidades busca apartamento gonzaga frente praia santos sp ofertas preco,apart gonzag frent pra sant sp imud especial imov encontr oportun busc apart gonzag frent pra sant sp ofert prec,apartamento gonzagar frente praia santo sp imudar especialista imovel encontrar oportunidades busco apartamento gonzagar frente praia santo sp oferta preco,1
ultima coisinha sonho acordo,ultim coisinh sonh acord,ultima coisinha sonho acordo,0
leio coisas so chorar fico indignada pensamento tao egoista surje familias,lei cois so chor fic indign pensament tao egoist surj famil,leio coisa so chorar fico indignar pensamento tao egoista surje familio,0
vou agr estacao alhandra sozinha esperar q venha algum comboio wish luck,vou agr estaca alhandr sozinh esper q venh algum comboi wish luck,ir agr estacao alhandra sozinha esperar q vir algum comboio Wish luck,1
ah qdo vi tava ganhando pena orgulho votar nele,ah qdo vi tav ganh pen orgulh vot nel,ah qdo ver tar ganhar pena orgulho votar em ele,0
problema problemas memoria entao esqueco coisas rapido fico perdida materias,problem problem memor enta esquec cois rap fic perd mat,problema problema memoria entao esqueco coisa rapir fico perder materia,0
so queria ficar,so quer fic,so querer ficar,0
votou,vot,votar,0
vou colocar palavrinhas bloco notas nao deixar dia passar branco,vou coloc palavrinh bloc not nao deix dia pass branc,ir colocar palavrinho bloco nota nao deixar dia passar branco,1
nao condicoes pra pagar meet nao consigo show,nao condico pra pag meet nao consig show,nao condicoe pra pagar meet nao consigo show,0
shadow warrior classic free steam,shadow warrior classic fre ste,shadow Warrior Classic Free steam,1
combater odio odio nao daacho incrivel sao atitudes exclusao certo,combat odi odi nao daach incrivel sao atitud exclusa cert,combater odio odio nao daacho incrivel sao atitude exclusao certo,1
serio aaa nao consegui achar ninguem sla conheca sla pessoalmente aaa espero algum sinal vida,seri aaa nao consegu achar ningu sla conhec sla pessoal aaa esper algum sinal vid,serio aaa nao conseguir achar ninguem sla conheca sla pessoalmente aaa esperar algum sinal vida,0
dia pessoas fazerem anos teste,dia pesso faz anos test,dia pessoa fazer ano teste,1
fiquei tao feliz foto suplicy urna,fiqu tao feliz fot suplicy urna,fiquei tao feliz foto Suplicy urna,0
to saudade calpurnia deixou mt acostumada semana show nao saudade surtar encontrar live,to saudad calpurn deix mt acostum seman show nao saudad surt encontr liv,to saudade calpurnio deixar mt acostumar semana show nao saudade surtar encontrar live,0
voto tb nao haddad apesar rt mto triste bozo levar tambem consequencia partido nao aceita nao protagonista so espero risco empate turno haddad bozo leve gente pro ciro,vot tb nao haddad apes rt mto trist boz lev tamb consequenc part nao aceit nao protagon so esper risc empat turn haddad boz lev gent pro cir,votar tb nao haddad apesar rt mto tristir bozo levar tambem consequencer partir nao aceitar nao protagonista so esperar risco empate turno haddad bozo levar gente pro ciro,0
casa dormir nao,cas dorm nao,casa dormir nao,0
galerinha linda compareceu live lt nao feito live frequentemente computador nao suficiente pra stremar games tentarei puder bjobjo,galerinh lind comparec liv lt nao feit liv frequent comput nao suficient pra strem gam tent pud bjobj,galerer linda comparecer live lt nao fazer live frequentemente computador nao suficiente pra stremar game tentar puder bjobjo,1
voces lembram,voc lembr,voce lembrar,0
q trabalho pequena,q trabalh pequen,q trabalho pequeno,1
so qria alguma companhia p almocar cmg hjj,so qri algum companh p almoc cmg hjj,so qria algum companhia p almocar cmg hjj,0
tag namjoonamacaranguejinho deixa soft possivel namjoon amor vida amo homem fico tristesoft,tag namjoonamacaranguejinh deix soft possivel namjoon amor vid amo hom fic tristesoft,tag namjoonamacaranguejinho deixar soft possivel Namjoon amor vido amo homem fico tristesoft,0
olaaa juju elefanta adoro elefantes comer dormir adoro brighton acima fantastica sorriso mortee chata caracas eheheh,olaa juju elefant ador elef com dorm ador brighton acim fantast sorris morte chat carac eheheh,olaaa juju elefantar adoro elefante comer dormir adoro brighton acima fantastico sorriso mortee chato caraco eheheh,1
q vc fale ep shingeki kyojin pf freeddd,q vc fal ep shingek kyojin pf freeddd,q vc falar ep shingeki Kyojin pf freedddr,1
dou anitos ate aparecer bolsonaro portugal ai vamos racistas homofobicos voces escondidos voces p,dou anit ate aparec bolsonar portugal ai vam racist homofob voc escond voc p,dou anito ate aparecer bolsonaro Portugal ai ir racista homofobico voce escondido voce p,1
tava dormir sesta ate acordarem,tav dorm sest ate acord,tar dormir sesta ate acordar,1
seguidores instagram fiz promocaozinha la vao conferir,seguidor instagr fiz promocaozinh la vao confer,seguidor instagr fiz promocaozinha la vao conferir,1
facebook ta propria tristeza chorar post,facebook ta propr tristez chor post,facebook ta propria tristeza chorar post,0
nao acredito cachorra matou codorninha,nao acredit cachorr mat codorninh,nao acreditar cachorrar matar codorninho,0
foo eefccabbed,foo eefccabbed,foo eefccabbed,1
tbm amo pastel queijo presunto,tbm amo pastel queij presunt,tbm amo pastel queijo presunto,0
putz,putz,putz,0
ola pedro ouvintes jovem nerd desconto planos incluem cursos iniciantes confira,ola pedr ouvint jov nerd descont plan inclu curs inic conf,ola Pedro ouvinte jovem nerd desconto plano incluir curso iniciante confirer,1
nao,nao,nao,0
gaja dom estragar dia comecar,gaj dom estrag dia comec,Gaja dom estragar dia comecar,1
manda fotos,mand fot,mandar foto,1
mamilos estao doendo,mamil esta doend,mamilo estao doer,0
qm hj ja peco perdao to lixo diferente q tava pq hj pentear cabelo vou,qm hj ja pec perda to lix diferent q tav pq hj pent cabel vou,qm hj ja pecar perdao to lixo diferente q tar pq hj pentear cabelo ir,1
deus casa comigo lt d hahahahha,deus cas comig lt d hahahahh,deus casa comigo lt d hahahahha,1
tb,tb,tb,0
rankeds favoraveis vc,rankeds favorav vc,rankeds favoravel vc,1
amor abandonou alguem fala cmg,amor abandon algu fal cmg,amor abandonar algu falar cmg,1
acho q mae nao existencia questao aula,acho q mae nao existenc questa aul,achar q mae nao existencia questao aulo,1
pior fandom verdade mostrado justamente pessoas resolvem abrir fanpage espirito rivalidade posse acho toxico ne,pior fandom verdad mostr just pesso resolv abrir fanpag espirit rival poss acho toxic ne,mau fandom verdade mostrar justamente pessoa resolver abrir Fanpage espirito rivalidade posse achar toxico ne,1
pensa aproveitar feriadao,pens aproveit feriada,pensar aproveitar feriadao,1
mimi,mim,Mimi,1
indice rejeicao bolsonaro haddad juntos,indic rejeica bolsonar haddad junt,indicer rejeicao bolsonaro haddad junto,0
ah disse pra curtir feriado nao pra aproveitar pra artigo hehe,ah diss pra curt feri nao pra aproveit pra artig heh,ah dizer pra curtir feriado nao pra aproveitar pra artigo hehe,0
q pena bolsominion nao merdasssss tocoo medo criticarem nao posto nenhum,q pen bolsominion nao merdasssss toco med critic nao post nenhum,q pena bolsominion nao merdasssss tocoo medo criticar nao posto nenhum,0
nao preparei pro chan,nao prep pro chan,nao prepar pro chan,0
estudar confundir informacoes hora prova acabar saindo lixo,estud confund informaco hor prov acab saind lix,estudar confundir informacoes hora prova acabar sair lixo,1
porra bicho ai ta fazendo inveja colabora nois glauber,porr bich ai ta faz invej colabor nois glaub,porra bicho ai ta fazer inveja colabora nois glauber,0
sp golear porcos vitoria ja,sp gol porc vitor ja,sp golear porco vitoria ja,1
prepare pra sofrer,prepar pra sofr,prepare pra sofrer,0
tomara magnifica experiencia pra voce pais cara,tom magnif experienc pra voc pais car,tomar magnifico experiencia pra voce pal car,1
amizade,amizad,amizade,1
espero verdade aconteceu mt emocao pro coracaozinho kk,esper verdad acontec mt emoca pro coracaozinh kk,esperar verdade acontecer mt emocao pro coracaozinho kk,0
gente absurdo,gent absurd,gente absurdo,0
,,,0
dia,dia,dia,1
melhor jeito acordar,melhor jeit acord,bom jeito acordar,1
nao limpa facebook eleicoes serviu util,nao limp facebook eleico serv util,nao limpa facebook eleicoe servir util,1
infelizmente acontece cmg tb,infeliz acontec cmg tb,infelizmente acontecer cmg tb,0
tedio madrugada passa garanto nao arrepende,tedi madrug pass garant nao arrepend,tedio madrugar passar garanto nao arrepender,1
dias pra virar nao deixar homem acabar vida td mundo nao vamos desistir esperanca entao luta continua elenao haddad,dias pra vir nao deix hom acab vid td mund nao vam desist esperanc enta lut continu elena haddad,dia pra virar nao deixar homem acabar vida td mundo nao ir desistir esperanca entao luta continuar elenao haddad,1
oii voce ja pensou medico checar ta acontecendo excesso cabelos nao diferente olhada gente possa ajudar d,oii voc ja pens medic chec ta acontec excess cabel nao diferent olhad gent poss ajud d,oii voce ja pensar medico checar ta acontecer excesso cabelo nao diferente olhar gente poder ajudar d,1
cheguei cartorio esqueci documento,chegu cartori esquec document,cheguei cartorio esqueci documento,1
kxngherrey so chamar d to mt sv staff desculpe nao,kxngherrey so cham d to mt sv staff desculp nao,Kxngherrey so chamar d to mt sv staff desculpe nao,1
comprei suco verde pronto to pensando tomar vou estragar dieta pq queria entrar cetose to quase la,compr suc verd pront to pens tom vou estrag diet pq quer entrar cetos to quas la,compr suco verde pronto to pensar tomar ir estragar dieta pq querer entrar cetose to quase la,0
nao passou gd mim rosa,nao pass gd mim ros,nao passar gd eu rosar,1
