tweet_text,sentiment
@protectcurlie eu duvido muito :(,0
"Conseguiste concretizar alguns objetivos este ano? — Ainda não, mas estou quase :) https://t.co/Afwq9zsFFF",1
@joaopelinski já comprei :(,0
@pitabelmonte @marialves53 Há muitas fontes a apontarem nesse sentido... deve ser verdade :) https://t.co/ROQsGQzlsT,1
vc não tem noção do medo que eu tenho disso [ :) ] https://t.co/0c7H2OSHzf,1
"@BibiFasDaTatto aaaa n fale isso é a segunda vez q vejo essa imagem, e a primeira vez n tinha prestado a atenção direito ent me buguei Agr eu realmente tentei responder e pensei nisso Ent pode ser o msm p vc, vc n é burra, tenho ctz disso :)",1
@QuimZana Obrigada :),1
@rodrcastro obgd :-),1
"@bobbyindaoye aaaaaaa eu vi q vc tinha desativado, ksksks q bom q ainda continua no tt :))",1
mais um dia com a boca fodida e sem conseguir comer nada :),1
achei :),1
"@598BN No Telegram é sticker de graça e você pode fazer seu próprio pack de memes :D Mas olha, eu também tenho muito sticker no Kakao, foi bastante grana. Amo todos e mantenho lá por amor. :(",1
@gisby_marc @Cleon81 Boris? :),1
4 meses e eu fudi td :),1
Vai pra Venezuela China Cuba aonde seus canditados possuem ideologias semelhantes :) — engraçado que o PT que vcs tanto falam ficou 14 anos no poder e a gente nunca voltou pra ditadura https://t.co/W2VJChG7mM,1
@LAMBARITO Obrigado !!!! :),1
"Menstruei :( Tô aqui fazendo nf, mas não sei se deveria ser minha prioridade agora. Passo muito mal quando fico menstruada. Cólica, enxaqueca, fraqueza.. Metade de mim quer dar prioridade a minha saúde e comer algo, tomar um suco natural... A outra metade quer seguir no NF.",0
Não entendo como o Bruno Deluca tem um programa de viagens e eu não :(,0
"@stonyalive neeeee, mas mano, no final salvou a população inteira :(, eu nem sei o que dizer serio",0
@swiftveneno eu quero esquecer aquela bosta de prova obrigada bb :((((,0
"@gunsfordreams meus sentimentos :( ❤️ se Deus quiser vai ficar tudo bem, anjo",0
não veio pra aula hoje pq ein moça ? — to com um pouquinho de dor... :( https://t.co/EACfg7DCOz,0
"@lucianohda @titannlol1 Mas tá na hora já né de parar de experiência, mas vamo lá né :p",1
"Hoje vou jogar RPG com o @Heavy_777, o @KoiSugahara, o @Gui_Yuki e o Nicko e você pode acompanhar as nossas peripécias e torcer por nós pelo twitch. Cola lá mais tarde! :D https://t.co/5JdhynomoK",1
foo :) : e62d5e14-8529-4c66-b67a-8b24c625aaeb,1
foo :) : 21b2e080-d354-491d-b1ae-5cd175d81a02,1
Sobra :) https://t.co/vwCyjMTxc5,1
@ProHelpFollows eu pfvvv :((,0
"To meio sem esperança sei lá acho que o Bonoro vai ganhar :( A esperança é que todos que votaram no Ciro, Marina, etc, agora votem no Haddady",0
As zebras mais uma vez com cagadas que podem definir o jogo :( #NFLnaESPN #NFLBrasil,0
"Não, mas é o ministro do PT, de acordo com o que dizem aí. :P Teve sua carreira ampliada pelo PT, de fato, mas desde que chegou no STF segue seu próprio rumo, muitas vezes votando contra o partido. E é a independência que deveria ter mesmo. (Mas falar essas besteiras, não) https://t.co/jDtgkITPvh",1
@laisaamoura mds laísa eu to com tanta vontade só q n é época :((((,0
"@clarissaaa :)) eu só quis falar disso porque eu sou eleitora do Ciro e também me incomoda quando ele coloca como culpa única do petismo/lulismo como ascensão do Bolsy (ainda que eu ache mais plausível... porque o antipetismo é resposta, enfim).",1
Como será a sensação de ter um encontro romântico? Só sei pelos livros que já li e me deixavam todo bobo. Na vida real deve ser mais bonitinho... :(,0
"@karaspower @dongpjmin nao. tipo assim, eu fui la naquele negócio do tt p pedir ajuda e ai n tinha falando direito, mas ai no meu caso como é pra enviar o código por msg, eu tinha q tentar e esperar ate 2min p tentar dnv caso n chegasse, só q eu tentei tanto q nao da mais certo :(",0
Tadinho :(,0
@Bibibgrs pq eu sou um amorzinho :),1
@favjiminub Vc é legal : ),1
so o lucas reparou no meu cabelo :(,0
adoro falar sobre roupa e compras juro :),1
tô com uma cólica do caralho mas tenho que trabalhar e esconder que tô com um mau humor enorme :) https://t.co/Y1qqkxT86n,1
"@willianspfc10 @RicaPerrone e ainda torce pro time que mais recebe xingamentos homofóbicos no Brasil, deveria pelo menos ter aprendido algo com isso né? Analfabetismo funcional sempre será pior que analfabetismo por falta de oportunidade, isso você pode nascer até no céu, continuará sendo :)",1
"@tiago_origuella Olha, meu querido amigo @tiago_origuella . Primeiro, saudades de ti :) No mais, não sou petista, mas a esperança, de evitar que o ""coiso"" entre, é a última que morre. Hoje entendo como Hitler chegou ao poder. Um beijo na tua família linda! Abraço.",1
"eu não quero que o copter saia :( é meu ator e personagem favorito, poxa",0
@medusatuga Dalhe prima se poder ajudar algo nas streams e só dizer :),1
"@K94GI Deixa eu dormir no seu ombro, juseyo. :(",0
"e eu que já deixei de ficar com o garoto que gosto pra krl ate hj pq eu me sentia insuficiente? hj ele fala ""tarde demais"" mal sabe ele q eu tenho é medo de fazer tudo errado KKKKKK sou afim dele até hj mas ele não, me perdoa KKK é uma guerra constante comigo mesma KKKKKKKK :(",0
nessas horas que eu sinto saudades do betel :(,0
"Indo dormir um pouco mais em paz e calmo graças ao último vídeo do @taviao, grato :)",1
"eu tô morrendo &gt;literalmente&lt; de saudades do the boyz :( a última postagem (deles) foi do changmin, dia 24 de setembro. eu só espero que os meus bebês estejam bem, se alimentando direitinho e descansando bastante. :(",0
"se eu gritasse isso no meu bairro, tinha tomada um tiro :( https://t.co/fDPRX6s5Hl",0
Amores O bozo vai roubar vcs e não vai fazer nada além de disseminar (mais) odio :) https://t.co/7AVtzJVJSd,1
O paçoca eh muito lindo :(,0
Não sou brasileiro Sou nordestino :),1
"Única coisa que me deixa brava ao ver esse resultado, é que mostra e confirma ainda mais que o Flamengo só não passou na Copa do Brasil por falta de competência e pq foram uns frouxas. :)",1
Conseguiste concretizar alguns objetivos este ano? — ainda não :( https://t.co/jlhgaCKL55,0
"@preghaz o foda é isso :(( ele tem chances de ir pro segundo, mas tbm tem chances de perder pro coiso lá. ISSO NÃO PODE ACONTECER, apresentar melhor as propostas do Ciro pra eles sei lá, em último caso esconde o título de todo mundo https://t.co/mv6P8iuY7w",0
@monarhmyanti Esmosi atuda :(((,0
"@Daniiehll @twintandu @Danicps1977 @anapaularenault Vaoo ver então, quando ela sair Quem vai ser a ""sem noçao"" aqui ne :)",1
@SannJones Eu fiquei triste quando vi uma publicação do seu meu tio preferido. :(,0
O PSOL quase duplicou o número de deputados federais :D,1
"""fica bem :)"" https://t.co/oMxzb8UA6w",1
@JYPETWICE eu te amo muito :(,0
"Sábado fiquei doente, domingo foi Lara e hoje a Tatiana :)",1
Muito triste isso :(((((((( https://t.co/qYvhnXP3vd,0
eu te amo muito :( https://t.co/w4obaoHhmK,0
@strangwx poxa é muito o meu anjinho :(((,0
"@oficialds Olá! Se tiver qualquer problema técnico, pedimos que entre em contato conosco pelo link do suporte: https://t.co/j0XxQeyqSK Ficamos à disposição :)",1
@jubeited eu gosto de abelhas :D obrigada!!,1
ZINA MATA :( https://t.co/w4ozWeowBL,0
E mais tarde chegas a saber que não havia reciprocidade porque em vez de ser carinhoso contigo era com outra :) https://t.co/N4ZkJz5oYO,1
@Enrico_Sep não tomo café :(,0
@lu_baierle Pelo menos ta indo para uma festa :)),1
"@markrjoficial Jean não teve voto suficiente, mas foi puxado pelo partido :(",0
só uma um milkshake de Ovomaltine pra me deixar assim :) agora,1
@clebercrebss o que os meninos da turma fazem :),1
"@ariellalopess nem me fale, muito triste isso :( são poucos os roles que você consegue mesmo sentir a essência do trance. Se eu que colo há 2 anos já senti uma puta diferença :(",0
Quero fazer varias coisinhas gays. :( https://t.co/oag6Z24XRD,0
cinco anos que Louis tomou uma boa decisão :) #Happy28 https://t.co/EUQRzRCUVO,1
@alevinsane Eu tbm :( vamos fugir pra o uruguai hermeson,0
@_jeancaio Eu também to :(,0
Cheia de sorte eu :),1
@zzzzzabella @maykifdp Ainda não temos essa informação. Qualquer novidade avisaremos em nossas redes sociais :),1
Mais um dia ! Novas abordagens que trazem novos desafios :) #xa2018 https://t.co/uGUeeIAhXF,1
@ardalen21_ ev eleziz e gelo :),1
@yutaenvy vc é um anjo :((,0
@silencegirll_ Pois é :(,0
"muito triste. não há caminho :( não consigo ser otimista, pessoal.",0
@burattoramoni Queria muito :(,0
@ballyphepher parabéns bb pelo dia :),1
Aiii que dia lindo e relaxante que este foi :)) https://t.co/Wvb8Ln6ZHK,1
leiam pff queridos :) https://t.co/XLG1p9DzY4,1
bom dia :)) https://t.co/6RQfNFhIT0,1
francis já tá tão grande anem filhos pq crescem tão rápido :(,0
"já caiu a ficha de que não daríamos certo, nem com todas as tentativas do mundo. mas que sejamos felizes, cada uma no seu tempo, cada uma no seu caminho :)",1
"@CarlosBolsonaro Mesmo assim, maravilhosa mudança! Parabéns a todos! :D",1
@_smpss @passadofuturo @yarthox miga vai rolar mesmo em Taboão? :),1
@shinegguo eu sei :( mas vamos ser positivas,0
@mafaldarmorais @CarolinaBuinho Ahhhh a minha parte de baixo linda e maravilhosa (!!!!) quero a de volta :( // barriga lisa where?! Curvas where?!,0
meis bebês ja chegaram em londres e seguro :) https://t.co/S807UiAxJs,1
eu fico mto triste pq até hoje ninguém fez o jingle do ciro versão funk pra eu militar com minhas amiga :(,0
"@xjxju @Alex_Magno36 @Gaaabfagundes @sophia4knowles @Karyn_gOliveira @vineprimocarajo barb anjo eu apoio o ciro tbm, mas infelizmente o reizinho foi injustiçado :( ngm ta te obrigando a votar no bolsonaro, se tu quiser votar em um governante que é a favor do ódio, da violencia etc, a decisao eh sua, mas ninguem ta te obrigando nao😍 vamos parar de se vitimizar?",0
"@httindiaa @ilovefofuras vamo, aí ele te abraça e quebra sua costela melhor plano :)",1
Acho q vou ligar a minha mae para me pagar um taxi :)),1
Parabéns aos jornalistas como @MiriamLeitaoCom que passaram anos promovendo o antipetismo e os abusos do Judiciário. Agora o fascismo bate à porta e o ódio dos bolsonáticos se voltará contra vocês. Talvez seja tarde para a democracia. :(,0
@maiaras_ ai chorei lendo isso :(,0
@bianch3tti Putz :(,0
@FRANCISCORICHI_ ¿Neta! :(,0
"@mareilhas ah menos grave, hoje também tem uma porrada de produto pra esse tipo de cabelo né, facilita... ainda bem que resolveu pq muito bonito :))",1
hoje vai ser um dia daqueles :(,0
"@hemmingroupie Os volumes 2 e 3 da trilogia ""Para Todos Garotos que já Amei"" estão na promoção ""Leve 3, Pague 2"", no qual você leva 3 livros e o de menor valor sai de graça :) Aproveite!",1
"Então tenho que esperar mais duas semanas para meus amigos fazerem as pazes no face,e começarem a treta do #PanetoneComFruta :( — se sentindo engraçado",0
act normal rj :),1
"eu real gritei ""espuma mais, vai que o bozo escuta todo teu amor por ele"" e é isto, mainha mandou ele calar a boca já :)",1
"@gabrielmnery Olá! Vc pode abrir uma conta universitária pelo meu app e pode optar pelos serviços essenciais do Bacen. Lembre-se de que, se aprovado, vc pode ter um cartão de crédito com limite de até 1200 reais, sem precisar comprovar renda. :)",1
"olha que lindo, eu vou chorar porém ja to chorando :(((((((( https://t.co/9U82hcj7CC",0
@flahqueiroz @Kidzastr 👏 pelo menos uma notícia boa :),1
@itmekamila atualmente mal to acompanhando os cantores latinos :( depois q entrei pro kpop só acompanho os RBDs kkkkkkk eu não conhecia mesmo esse,0
"menos pelo resultado da eleição, mais pelo comportamento das pessoas a minha volta :(",0
"Tô fazendo uma playlist só com trilhas sonoras incríveis, se alguém tiver uma sugestão de filme ou série que tem músicas boas podem me falar :)",1
"@_larisssam Ain, sim La, a vida é tão curta, e deixamos tanto as coisas ruins nos afetar, que quando nos vemos, já é tarde né. A vida é um livro que é escrito pelo fim né. :(",0
eu tô bem decepcionada mas nada surpresa :( https://t.co/J7aWDXS0gw,0
Milena me abandonou :(,0
alguém vivo nisso aqui ainda? falem comigoooo :) https://t.co/PLjZ9mCku4,1
@under_less Nâo chega ... :),1
@hilu_hilu Desde que eu ganhe você pode fazer o sorteio da forma que quiser. :P,1
@unimaravilha :D muito mais esta por vir em breve,1
Porq é tão dificil gente? :(,0
"@dessamore É triste viu :( tmb espero que não dessa, espero muito que não",0
"Eu to mtt de cara q acabou a camiseta q eu qria da baw, ai :(",0
90 dias de muito amor :(,0
@baiano715 Felizona kkkkkkk beleza Só falta marcar a coca né :),1
@Carrot1Crazy Ahhh me desculpa :( Tinha muita gente 💔,0
Meu sonho de princesa :( https://t.co/31OT0TKzlv,0
@kaiserefuzz ainda que te deram a opção de trocar a foto a moça nem me pediu nada :(,0
@Purecas @joaomatoso2 @RossalynWarren :) beijo,1
meu deus eu sinto muita falta da minha tia :((,0
@jjkm_Kxxkxx Me quema :(❤😹,0
melhor mensagem que eu recebi kkkk to bobão :D,1
"✨Alerta de Inktober!✨ Acabamos de postar nosso 1º do inktober, a proposta é desenhar 31 carteiras diferentes acompanhadas de um conto curto sobre seu conteúdo! Vou postar todas no insta do Castelo de Cartas e um compilado a cada 5 no blog também. :) https://t.co/R25uDXb46v https://t.co/koS0ppbCgZ",1
"amo tanto essas crianças, esse amor não cabe no meu peito :((((((((( https://t.co/erW27MkbbZ",0
@fuckmihh fica triste não :(,0
"Amo mesmo o que faço e faço mesmo o que amo :-) os atendimentos pessoais são à medida do que é definido por quem me procura. Em contexto de direcção espiritual, almejo sempre a rendição total a Deus e, após as... https://t.co/SWMME3wlqW",1
"@everythingisjao também n sei ícone :((, tô desblock já socorro vo te chamar lá",0
"@lrianem foi a pior parte, tá doendo tanto tudo que eu ouvi, além do fato de tanta gente preconceituosa ter saído do armário... eu tô tão decepcionada e chateada :(",0
@stylecounsel_30 @LouiseMensch @Tex92eye @thespybrief @DrDenaGrayson @JamesFourM @ericgarland As do I :),1
Acelerei ele até o local que comprei o chopp e ele me pagou outro :),1
Apartamento Brooklin Av Padre Antônio José dos Santos O iMudou é especialista em imóveis e encontrou 13 oportunidades para a busca apartamento brooklin av padre antonio jose dos santos. Temos as ofertas com o menor preço! :) https://t.co/xNOurXCf74,1
@fadeluan_ Hoje não tem :(,0
"Vira pra @ e fala ""Nossa... acho que no fim das contas eu gosto de você"" e é assim que você faz uma pessoa desaparecer :)",1
"Video Promocional Lista Alpha 2018/19 Já saiu! Ainda deu algum trabalho apesar de estar algo simples, deixa o teu like como forma de apoio não deixa de ser uma mini ""produção"" minha :) https://t.co/YFVgXYAF4D via @YouTube",1
Mando os q quiser :) https://t.co/GCYo8rijtN,1
Decidi ir dormir as 4:30 e agora tou aqui que quando abrir a loja vão me pedir um 43 de homem e eu vou dar um 21 de criança :)))),1
"ta vcs ficam em rede social brigando por suas causas mas queridos, oq muda a coisa é o ativismo não ficar aí só falando e respondendo :)",1
@Joaosanto123 Isso já é tudo saudades minhas fofinho :)),1
"@PNoviello brigado, paulada :)",1
@piiinkflamingo @attagas Afirmativo amiga :),1
@apodrecendo @jairbolsonaro Salvei o seu tuit aqui :D só pro caso de ser false flag 😉 https://t.co/fWsUgM0Vwi,1
me declarei pra nalu dnv :),1
"tá liberado ignorar convite de amizade em rede social da colega de trabalho que mal fala com você, né? :)",1
@bysnowqueen pra te ajudar amiga pq não é fácil :) https://t.co/Xdt6GMyIbL,1
que dificil :(,0
"eu, até ontem: haha eu to muito preparado pra essa prova de quarta :) eu, hoje: oh boy",1
@LeticiaShirakin aa mas como eu vou me preparar se eu não vou saber &gt;:(,0
@Antoniovitooor @Jordanaameloo @lelesiqueiravr @thaissouza1502 @ahKaralho @lu_silvag entrei pra ver se vc era bolsominion :),1
"@SowiloRunes eu amo esses largatinhos, eles ficam de boa na parede, não fazem mal a ninguém, e ainda acabam com as baratas e aranhas da casa :)",1
@fabio_navarro_ Por que tá te torturando? :(,0
"O nordeste é MARAVILHOSO mas não é pq as pessoas vítimas do nove dedos elegem o PT td eleição, é porque o nordeste sobrevive mesmo sendo vítima da corrupção e alienação. Trabalho duro e esperança por dias melhores... Esperança depositada em pessoas erradas :(",0
não n pera kkkk.... posta essa sua foto do cc no twitter — não :) https://t.co/OM1HII6IFY,1
Pela primeira vez to me tornando uma pessoa mais sensível :),1
MADE AN INSTAGRAM @/ccarllaaa :)),1
@mserare777 @quelsimoess7 @VnPnh Não fortaleça nosso próprio genocidio :(,0
"Olha...ou talvez seja mesmo melhor ouvir ;-) a Glória do Ribatejo na Telefonia Sem Fios :) Quatro minutos de intensa discrição da aldeia e das suas gentes, partilha-se a gosto aqui como por lá. https://t.co/1JUSjBTvA0",1
@violetsurdosage KKKKKKK :( infelizmente eh vdd,0
@breakclubia aimeudeus sodadi :(( vem logo,0
Preciso urgente cortar meu cabelo mas todos os salões que eu vou e gosto acabam fechando. :(( Alguém indica algum?,0
"escreve poemas ou historias? se sim, cite um trecho das suas obras — As duas coisas. :D Mas eu só publico as estorinhas mesmo, porque gosto muito de escrever ficção.... https://t.co/ccp7t50db6",1
"@Imjsecret Você acha ele um gestor inteligente? eu acho que a assessoria dele que esta salvando, pq nem dos próprios negócios ele conseguiu cuidar direito, o pai que sempre o salvou. Pra mim ele não é nem isso kk E nem ele sendo ruim assim, o bozo chega no nível dele, por isso meu medo :(",0
"Mano, é um prazer inacreditável passar o couche fosco na cara! : )",1
Queria viver em um filme do studio ghibli :(,0
"Sou o @MaarioMouraa, sou ganda amigo e mm bacano. Tenho o frigorífico cheio de minis mas nunca dou uma aos meus putos :( sou um perigo na estrada e ontem ía matando o miguel mas ele sobreviveu",0
É minha hora de desativar o tt chegou :(,0
"@fdmz_ minha mae faz capoeira na academia corpo e saúde,na 710norte. liga lá e pede informações :)",1
enchi a bel de coisas do changbin :( td pra deixar ela feliz,0
"quanto mais o show da Camila se aproxima mais eu penso em ter que ir e voltar sozinha e mais apavorada eu fico, to vendo que até chegar o dia minhas crises de ansiedade vão me fazer desistir de ir :(",0
"nao vou ter aula quinta e sexta da semana que vem, mas bem que eu queria estar junto com os meus amigos lá no med. vontade não me falta :(",0
"@honeyohmy Ah, legal, alguém que não se prende, né... Acho importante diversificar, não ignorar o leque de possibilidades. Sabe, sou um apreciador. Adoraria ver o teu trabalho. :)",1
Ptm por que vi eso :(,0
@euamojeongguk n da minha mãe me pegou no pulo naquela vez :(,0
@mahlithium Esse tweet me deixou feliz :),1
"És uma pessoa caseira, ou gostas mais de sair do casulo? — Prefiro ficar em casa dboa, e vc? :) https://t.co/g89ugCKp7H",1
"@brabul Mas nem tou com náusea, amiga, tou achando que é outra coisa :(",0
@mazza_josh 35k mate :),1
@napaulices ela tava tão abatida :(,0
@Mianist sinsjsbsjjssbusbsiss obrigafa por se importar anjo :(((((( eu me sinto pessima agora sabendo que preocupei vcs à toa me desculpem deu tudo errado :(,0
eu sou horrível :),1
"@alascasep Você sempre me fez de trouxa, já tô me preparando :P",1
@horanprazer :(( vc ta no 3º ano?,0
@daegu3009 Meu cabelo :),1
saturada com as piadas que fazem com o meu cabelo mano :( coisa chata velho,0
@desdeomar Tornaches-te patriota? Benvido ao mundo das aldraxes :),1
Eu Sou Uma Merda :))))))))),1
@lsbiancardi Responde o que eu escrevi :),1
Desenho de ontem que só fiz hoje :P 7/31 - Exhausted #Inktober #Inktober2018 https://t.co/KIGfkSV0L9,1
Bom dia Passarinho que acorda cedo Come melhores frutos :),1
será que meu cabelo vai ficar muito feio se eu cortar? :(,0
não eh nem 7:00 horas e eu tô falando de política :) mas foi o último porém depende,1
só quero que o Ciro saiba que ele ainda é meu utt e que em 2022 o meu votinho vai ser dele :( https://t.co/Aj89rtERvt,0
"alguém que tem bicho de estimação me diz, é normal o coitado ficar quieto depois da vacina dela raiva? :( ela tá tão quietinha normalmente ela é encapetada, ou é pq tá trocando os dentinho eu n sei scrr mãe de primeira viagem",0
"Não preciso de finsta porque já me envergonho na minha conta de insta ""normal"" :))",1
"Amanha tem ufes e nenhum candidato eleito vai estudar por mim. Se eu nao tomar conta do meu CR, to ferrada.. boa noite :)",1
@clara_taroni a amizade tem dessas ana clara!!:)),1
"@arrowp Gostei da tua mãe, Arrow! Já posso tomar um chá com ela em Londrina :)",1
@euanygabrielly vc é muito preciosa tô triste :( https://t.co/5HKdKLNHh3,0
@JohnnyZcash $BPT $BPT $BPT $BPT $BPT :),1
@drrtysouls Não Eu vou em SP :( Mas também recebi a notificação hahahaha,0
"Só acho que a gente podia botar avatar de criança que nem nos outros anos, já que estamos perto do dia 12. A picuinha política iria ficar mais engraçada. :)",1
"Sdds da copa do mundo qnd todo mundo era feliz juntos, agr nego se mata por política :( sad",0
"@brbeatriz17 @soobservandowii @johnydmc Qmd lol, a mim nunca me respondem, não entendo :(",0
@lorenagasp1 eu amo meus amiguinhos de borbs :D,1
"eu: caraí vou trabalhar hoje 😎 minha internet: rs não vai não, n to nem com 1GB pra download :) eu: a tá bom vo fica no twt q carrega pelo menos os tweets 😒 minha internet: OI LINDAAA TOMA AÍ TODOS OS MEUS 4GB PRA VC NÃO FAZER NADA DE PRODUTIVOOOO BEIJOOOS TE AMO 💕💓💖💝💞",1
"Bom diiia viajante, mais uma manhã começando! Já conferiu as novidades do blog? Bora lá, compartilhe :) https://t.co/08FbK7Gqx4",1
Bom dia parabéns pra mim 👏 :),1
"Tô Aqui, tenho prova as 10 horas, está chovendo Muito, não tenho guarda chuva.. Torcendo pra que em 20 min a chuva pelo menos amenize :(",0
"Hoje assisti #Venom! Divertido, com alguns deslizes no meio do caminho, mas nada que tire a essência do filme. Tom Hardy é um ótimo Eddie Brock e Venom está bem fiel as outras mídias que conhecemos. Vamos postar uma crítica hoje no nosso outro site o @MegaHeroOficial :D https://t.co/eHUYqswtjF",1
acabei de gravar um vídeo falando muito foda (pela bilionésima vez) mas nunca vou postar :(,0
@gatinhanaweb @poxxahae as consequências... ele explicou como seria? n vi o debate :(,0
@NandaGSoriano Eu sou suspeito pq Alagoas e Pará são meus estados preferidos no Brasil :-),1
@paulumatheuss Volta :(,0
O meu crush é lindo :)),1
"@wadaogiampietro @mafinhaverao Blz, domingo eu volto :)",1
@marianaeziky ..venhais cá que eu dou colo :),1
@henriquebauer_ Tava um tweet acima do seu :(((((,0
ansiosa pra semana que vem :(,0
@elisonps eu to muito triste com isso :(,0
segue o link do perfil dela :)) https://t.co/JF7F4BAFaH,1
"Se você tá em dúvida sobre o segundo turno, no meio dessa polarização, e quiser conversar de boas, pode me chamar. Eu ainda acredito que a gente consiga dialogar. Assim como você eu só quero um futuro melhor para o país :)",1
@lLoriany ainda n vi :(,0
@paferroli deixa ela dormir hahaha pode conversar comigo se quiser :P,1
"@edugguerra simmmmmmmmmm e o cory novinho cantando, ai :(",0
@AmazingErick_ @zitosilva Brigado! :) Manda ~cartinha~ pra gente ler rs,1
"@penedix Já usei e me lasquei. Dessa vez eu descobri que tô com infecção no ouvido, daí tô tomando remédio :))",1
"@jeanwyllys_real @depChicoAlencar @lindberghfarias Não entendo esse pessoal cheio de odio da esquerda seguindo o Jean :( detesto o coiso, não sigo ele e jamais comentaria as atrocidades que ele fala. Nem pra xingar... acho que na real amam a esquerda mas tem medo de admitir",0
acho que meu grau de miopia aumentou :p,1
ainda tem coisa boa acontecendo :) https://t.co/hcr55HkLNu,1
2015/2018 n me aguentei .... :p #desafiodapuberdade https://t.co/AQcCawoDPX,1
@Pirokossauro1 Silência vc &gt;:(,0
quero come bolo vão dormir pessoas que estão na cozinha &gt;:(,0
@aviviu Tá bonito :),1
@7Liquor ai :( mas essa pessoa gosta de voce?,0
@yorangabriel @TSwiftNation10 Desculpa. Mas quem veio espumar no meu post foi você. Poderia simplesmente ter ignorado :),1
Só queria ter tempo pra fazer tudo q quero :(,0
agora foram duas melissas isso mesmo duas duma vez :))))),1
"@LORD_MIAX @elcma18 @CarlinhosConta2 @Maria_M_13 @sweetcapitalism Como esse mesmo grande filósofo diria... ""STFU"" :)",1
@yeridream bom dia anjo :),1
"Chateado, Lucifer é a única série que eu gosto de assistir, e eu já vi as 3 temporadas... :(",0
@ubuntroll É fake mano! :P,1
@HarleyQuinnSV Felicidades. :),1
Partiu stream! Hoje vamos estrear a tablet @HuionTab nova :D https://t.co/AY95NEgWQP,1
@Luisa_Lannes eu tenho facilidade em fazer amizades :),1
@OliveiraRafa @plihalespn Mas ele é grandalhão parece lento ....... : ),1
"Oportunidade de Trabalho, Arte Finalista :) https://t.co/9abCZJJRC4 https://t.co/9abCZJJRC4",1
Confira as nossas vagas disponíveis e se candidate através do link da descrição! :D https://t.co/GGknV2cg8K,1
"Minha irmã é a pessoa q eu odeio na faculdade, ela falava q nao estudava e tirava 9 !! saiu com o maior cr da turma :D",1
@KarennKiowa @psicosisred_ Churrumaiz :P,1
"@marih_molero Sim :( só mostra que a gente vive na bolha mesmo. Pelo menos qm corre com a gente eh minimamente preocupado com os direitos humanos. (No caso, n td mundo ne",0
Eu não consigo dormir com todo esse desespero dentro de mim :(,0
@loonathefairy @lovesjade_ meu celular é velho entao nao posso atualizar :(,0
@gab_tuoto Triste se decepcionar né ?! :(,0
"@casterlyrockbr @7VezesVingado Por enquanto, não tenho planos para novos romances, mas tenho muitas ideias. Quando iniciar um novo projeto, aviso pelas redes sociais. Fique ligado! E muito obrigado por perguntar e por se interessar. Qualquer coisa é só escrever, tô na área :)",1
@kaduvrp I can't explain... Falei de drogas mas to sóbria...kkkk... Pode ser um dos estágios do desespero mas de verdade passei a semana muito bem :),1
@imhellsey :P Todo mundo tirando a bunda,1
curtam :) https://t.co/S4AoN589pA,1
o sorrisinho :(( https://t.co/FE05i13Iij,0
bom dia a todos menos ao horário terrível de hoje :D,1
esse segundo jogo foi muita bad :(,0
To seguindo todo mundo dnv :) #SegundaDetremuraSDV #SabadoDetremuraSDV #DomingoDetremuraSDV,1
"na moral, afinzão de trocar uma ideia com alguém, sem ela pensar maldade. na amizade mesmo :(",0
@jairbolsonaro Bolsonaro Deus te abençoe e o proteja a todo momento. Tmj :),1
@lizzieolsen_ Nada importante. Não se preocupe :),1
ia falar mas sua dm ta fechada :( — aaaah para de me seguir e segue de novo https://t.co/fqJRUCwlUd,0
"mutuals, amo vocês, fiquem bem, por favor :)) amanhã pode ser ruim, mas ficará tudo bem, por mais que esteja tudo parecendo um caos, eu confio nos seus potenciais p lidar com isso !! 💖💖💖",1
Eu bem que tentei... :( https://t.co/mXyFylptFa,0
@quantodrama Muitas sdds :(,0
ninguém agita meu gatinho :(((((((,0
ai mano eu to bem triste não acredito que o bastarz foi cancelado :((,0
@yugyeomfg @rvixenkwne só vc que tem bengala :(,0
@junior4servos @raphaalves98 @gui_p_o @gowonpil @andrizek @CaioNaza A famosa classe média q se acha burguês :D,1
"@santander_br ""o que podemos fazer por você hoje?"" me ajuda aqui! :)",1
A minha stora bazou à toa da sala e ainda não voltou :),1
Acho que perdi meu remedio :(,0
tem horas que eu quero arrancar toda a pele do meu corpo de tanto nervoso :),1
@cixxchi Forças fada vamos conseguir :(,0
@Orbit49465519 Bora :),1
@deltanmd Parabéns por destruir o país :(,0
"@pjkookmin você que é, meu amor :(",0
@marquesdanusa @ivonepita Acabaram de me mandar aqui! Boa! :)),1
fds!!! vou viver por mim :),1
"Aprendi que se não aprendermos por bem a gente acaba aprendendo por mal. Então escolha à aprender por bem, por que a vida ensina :)))))",1
@hdemauleon Felicidades... :),1
@xandriyaah Sobraaa :(((,0
"@moura_101 @filipewifi As mulheres estão do lado que elas quiserem e vai tomar no cu, com todo respeito :)",1
Feliz Dia Das criançaixxx :D Uq vão me dar De presentih,1
"Durmo com o Murilo de sexta a domingo, e a pior parte é quando vou embora aff :(",0
@vitorsiqu @clevercandide @hmcpedro Sou de Pernambuco e confirmo :D,1
eu quero TANTO ir no show do anavitoria que vai ter aqui em sp dia 22 de dezembro mas não queria ir sozinha :(,0
que amor :( https://t.co/AEOHmqlIK1,0
