clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
vc conhece banda thecorrs fikdik runaway frontiers at your side ai vai amomuito,vc conhec band thecorrs fikdik runaway frontiers at your sid ai vai amomuit,vc conhecer banda thecorrs fikdik runaway frontier at Your side ai ir amomuito,0
ain pq toy story mostra capitalismo menino escraviza brinquedos pq sera woody nao negro,ain pq toy story mostr capital menin escraviz brinqued pq ser woody nao negr,ain pq toy story mostrar capitalismo menino escravizar brinquer pq Sera Woody nao negro,1
fora qdo eles fazem favor nao falarem politica surge galera achando alguma msg filme,for qdo eles faz favor nao fal polit surg gal achand algum msg film,fora qdo eles fazer favor nao falar politica surgir galerar achar algum msg filme,0
vc nao consegue mais ver filme sem tenha politica meio,vc nao conseg mais ver film sem tenh polit mei,vc nao conseguir mais ver filme sem ter politico meio,0
glorificar sexo familia resume sexo tao trivial faca sexo c mulher meio rua entao idiota,glorific sex famil resum sex tao trivial fac sex c mulh mei rua enta idiot,glorificar sexo familiar resume sexo tao trivial facar sexo c mulher meio rua entao idiota,1
lutam contra instintos ahahahahahaha muito retardado vaza vai ja teve teus fama,lut contr instint ahahahahahah muit retard vaz vai ja tev teus fam,lutar contra instinto ahahahahahahar muito retardado vaza ir je a ter teus fama,1
algo tao natural vai transar c mulher rua porra leva teus filhos tb nao for hipocrita,algo tao natural vai trans c mulh rua porr lev teus filh tb nao for hipocrit,algo tao natural ir transar c mulher rua porrar levar teu filho tb nao ser hipocritar,0
ue vai la machao leva tua mulher pra galera ver,ue vai la macha lev tua mulh pra gal ver,ue ir la machao levar tua mulher pra galera ver,1
paulo cruz tem razao,paul cruz tem raza,Paulo Cruz ter razao,0
assim tem mais sabor,assim tem mais sabor,assim ter mais sabor,0
ja so falta grimaldo,ja so falt grimald,ja so falta grimaldo,0
pau cu voces tem rostinho maravilhoso corpo lindo ficam dizend eu so mt feia obg bb mas eu so horrivel eu so gorda,pau cu voc tem rostinh maravilh corp lind fic dizend eu so mt fei obg bb mas eu so horrivel eu so gord,pau cu voce ter rostinho maravilhoso corpo lir ficar dizend eu so mt feio obg bb mas eu so horrivel eu so gordar,1
pau cu evento baixa preco gasolina fdp,pau cu event baix prec gasolin fdp,pau cu evento baixo preco gasolinar fdp,1
peca pra esse debil mental deixar fa joaquinresponde,pec pra esse debil mental deix fa joaquinrespond,pecar pra esse debil mental deixar fa joaquinresponde,1
nao acredita jesuse acredita pt,nao acredit jesus acredit pt,nao acreditar jesuse acreditar pt,0
peco desculpa maltamas hoje nao consegui chegar tempo ao estadio fazer ritual inicio jogo estou chegar pra darmos volta,pec desculp maltam hoj nao consegu cheg temp ao estadi faz ritual inici jog estou cheg pra darm volt,pecar desculpa maltamas hoje nao conseguir chegar tempo a o estadio fazer ritual inicio jogo estar chegar pra darmos volta,0
pec pra invadirmos argentina ja,pec pra invad argentin ja,pec pra invadirmos argentino ja,1
pedido alexandre borges vo recolhe todos celulares corta aifai acaba aqui minuto minuto camarote glacial joaquin teixeira,ped alexandr borg vo recolh tod celul cort aifa acab aqu minut minut camarot glacial joaquin teixeir,pedir Alexandre Borges Vo recolher todo celular cortar aifai acabar aqui minuto minuto camarote glacial Joaquin Teixeira,0
pedo folia eu fui,ped fol eu fui,pedo foliar eu ser,0
pedreiro forma direito apos pedalar km dia estudar agora esquerdopatas,pedreir form direit apos pedal km dia estud agor esquerdopat,pedreiro forma direito apo pedalar km dia estudar agora esquerdopata,1
caraio lisinha ai sim,carai lisinh ai sim,caraio lisinhar ai sim,0
famoso bigodinho hitler,famos bigodinh hitl,famoso bigodinho hitler,0
incrivel nao fizeram meme ainda lula dando parabens mulheres ele chamou assimkkkk,incrivel nao fiz mem aind lul dand parabens mulh ele cham assimkkkk,incrivel nao fazer meme ainda lula dar parabem mulher ele chamar assimkkkk,0
acho ainda so oferta nao certo mas sim desperdicio tal witsel jackson oscar ramires,acho aind so ofert nao cert mas sim desperdici tal witsel jackson oscar ram,achar ainda so oferta nao certo mas sim desperdicio tal witsel jackson oscar ramir,0
acho to alzheimer n me lembro pedido opiniao,acho to alzheim n me lembr ped opinia,achar to alzheimer n eu lembro pedir opiniao,0
pedro nao aguentou ver carne diferente angola ja molhando peru kkkk coitada helo,pedr nao aguent ver carn diferent angol ja molh peru kkkk coit hel,Pedro nao aguentar ver carne diferente angola ja molhar peru kkkk coitar helo,0
peeps covilha anfiteatro parada ubi ja pronto faltam voces poucavergonha comeca h bil,peeps covilh anfiteatr par ubi ja pront falt voc poucavergonh comec h bil,peeps covilha Anfiteatro parar ubi ja pronto faltar voce poucavergonha comeca h bil,0
ta falando felipe neto,ta fal felip net,ta falar felipe neto,0
pegar taxi depois tempo silencio dizer taxista aqui nesse cruzamento eu morri atropelado,peg tax depo temp silenci diz taxist aqu ness cruzament eu morr atropel,pegar taxi depois tempo silencio dizer taxista aqui em esse cruzamento eu Morri atropelar,0
pego agora aki provador ca av rio branco varias pecas sistema alarme,peg agor aki provador ca av rio branc var pec sistem alarm,pegar agora aki provador ca av rio branco vario peca sistema alarme,0
pela europa nacoes livres soberanas sempre sera nosso modelo eu,pel europ naco livr soberan sempr ser noss model eu,por o Europa nacoes livre soberana sempre serar nosso modelo eu,0
pela primeira vez epoca jogador porto expulso aposto arbitro nao treina maia nem tem talhos guimaraes,pel primeir vez epoc jogador port expuls apost arbitr nao trein mai nem tem talh guimara,por o primeira vez epocar jogador Porto expulso apostar arbitro nao treino maia nem ter talho guimaraes,0
pela primeira vez falido aceitara anuncio ruim pra ajudar reputacao declinio tentem j,pel primeir vez fal aceit anunci ruim pra ajud reputaca declini tent j,por o primeira vez falido aceitarar anuncio ruim pra ajudar reputacao declinio tentar j,0
pela primeira vez pnr presente coimbra autarquicas coimbra tera assim mais encanto,pel primeir vez pnr present coimbr autarqu coimbr ter assim mais encant,por o primeira vez pnr presente coimbra autarquicas coimbrar tera assim mais encanto,0
pelo fim corrupcao eu voto sim,pel fim corrupca eu vot sim,por o fim corrupcao eu votar sim,0
pelo menos ditadura melhorou economia agora nao posso nem ir pra miami primeira classe,pel men ditadur melhor econom agor nao poss nem ir pra miam primeir class,por o menos ditadura melhorar economia agora nao poder nem ir pra miami primeiro classe,0
pelo menos capitalismo eu pude ver guerra civil estreia vai la ver cuba,pel men capital eu pud ver guerr civil estre vai la ver cub,por o menos capitalismo eu pude ver guerra civil estreia ir la ver cuba,0
pelo menos eu descobri nome guria q eu queria sapatometro estava certo ela sapatao,pel men eu descobr nom gur q eu quer sapatometr estav cert ela sapata,por o menos eu descobrir nome guria q eu querer sapatometro estar certo ela sapatao,1
pelo menos ia proteger ocidente islam,pel men ia proteg ocident islam,por o menos ir proteger ocidente islar,0
pena feminazis todo mundo sejam muito covardes nao facam nenhum mega mijaco cagaco similar,pen feminaz tod mund sej muit cov nao fac nenhum meg mijac cagac simil,pena feminazi todo mundo ser muito covarde nao facar nenhum mega mijaco cagaco similar,0
aparece quando quiseres restaurante almeidas sempre aberto ti,aparec quand quis restaur alme sempr abert ti,aparecer quando quiseres restaurante almeir sempre abrir ti,0
melhor banda,melhor band,bom banda,0
salmao estava optimo,salma estav optim,salmao estar optimo,0
acho irma minha namorada falar contigo,acho irma minh namor fal contig,achar irmar meu namorada falar contigo,0
sou sou bom cunhado,sou sou bom cunh,ser ser bom cunhar,0
tenho te emprestar documentario vais adorar,tenh te emprest documentari vais ador,ter te emprestar documentario vais adorar,0
pensar social pra bang crescer economicamente fodase minorias nao mesmo bolsonaro,pens social pra bang cresc econom fodas minor nao mesm bolsonar,pensar social pra bang crescer economicamente fodase minorio nao mesmo bolsonaro,0
pensava q essa cena n sentirem minimamente atraidas raparigas mas entanto quererem entrar mundo fufas ja n era moda,pens q essa cen n sent minim atra raparig mas entant quer entrar mund fuf ja n era mod,pensar q esse cena n sentir minimamente atrair rapariga mas entanto querer entrar mundo fufa ja n era modo,1
pequenas atitudes machistas acontecem cama via,pequen atitud machist acontec cam via,pequeno atitude machista acontecer cama ver,1
perfeito absurdo lisboa atractiva animada turistas especuladores inacessivel costas voltadas,perfeit absurd lisbo atract anim turist especul inacessivel cost volt,perfeito absurdo Lisboa atractiva animar turista especulador inacessivel costa voltar,1
perfeito parabens trump,perfeit parabens trump,perfeito parabem trump,0
perfeito pena faz isso tempo todo,perfeit pen faz isso temp tod,perfeito pena fazer isso tempo todo,0
pergunta beat publicidade samba nao algo vindo angola,pergunt beat public samb nao algo vind angol,perguntar beat publicidade samba nao algo vir angola,0
perguntei surda ela gostava ouvir musica deus sou burro kkkkkkkkkkkkkk qm nao gosta ouvir musica,pergunt surd ela gost ouv music deus sou burr kkkkkkkkkkkkkk qm nao gost ouv music,perguntei surda ela gostar ouvir musica Deus ser burro kkkkkkkkkkkkkk qm nao gostar ouvir musica,1
perguntome fufas comparam cheiro parceira,perguntom fuf comp cheir parceir,perguntome fufa compar cheiro parceira,1
pergunto quem apoia terror agora esquerda apoia violencia contra pm etc escandalosamente somos extremistas nesse carai,pergunt quem apo terror agor esquerd apo violenc contr pm etc escandal som extrem ness cara,perguntar quem apoiar terror agora esquerdo apoio violencia contra pm etc escandalosamente ser extremista em esse carai,0
perplexo nao apatico diante toda podridao partidos ar media continuam confortavelmente,perplex nao apat diant tod podrida part ar med continu confort,perplexo nao apatico diante todo podridao partido ar media continuar confortavelmente,0
essas sao corruptas mentirosas dissimuladas dilma ladra aposentados gleise,essas sao corrupt mentir dissimul dilm ladr aposent gleis,esse sao corrupta mentiroso dissimular dilmar ladra aposentado gleise,1
nao rotulo mais diferenciacaoja nao posso comparala,nao rotul mais diferenciacaoj nao poss comparal,nao rotulo mais diferenciacaojar nao poder comparalar,0
okexistem mulheres direita esquerda vc nao bandidafoi pra vc tambem,okexist mulh direit esquerd vc nao bandidafo pra vc tamb,okexister mulher direito esquerdo vc nao bandidafoi pra vc tamber,0
pesado mas real isso estaremos ocupando ruas neste dia m,pes mas real isso estar ocup ruas nest dia m,pesar mas real isso estarer ocupar rua em este dia m,0
pesquisa aprovacao sem cara sequer tomado posse ahahahahahaha apela mais ai pessoal,pesquis aprovaca sem car sequ tom poss ahahahahahah apel mais ai pessoal,pesquisa aprovacao sem cara sequer tomar posse ahahahahahaho apelar mais ai pessoal,0
pesquisa revela trio ouro orgasmo feminino via,pesquis revel tri our orgasm feminin via,pesquisa revelar trio ouro orgasmo feminino ver,0
pessoal me chamando transfobico risos trabalhei anos transportadora vou fobia transportes inventem outra paz,pessoal me cham transfob ris trabalh anos transport vou fob transport invent outr paz,pessoal eu chamar transfobico riso trabalhei ano transportadora ir fober transporte inventir outro paz,0
pessoal passem pra essa guerreira nao consegue terminar debate deu block opositor nao,pessoal pass pra essa guerreir nao conseg termin debat deu block opositor nao,pessoal par pra esse guerreira nao conseguir terminar debate dar block opositor nao,1
pessoal todo eu nao mato animal nenhum semana angola depois falamos,pessoal tod eu nao mat animal nenhum seman angol depo fal,pessoal todo eu nao mato animal nenhum semana angola depois falar,1
pessoas visitaram perfil grupos sigo twitter,pesso visit perfil grup sig twitt,pessoa visitar perfil grupo sigo twitter,0
pessoas ruivas habitam,pesso ruiv habit,pessoa ruivo habitar,1
piadas estupro nao sao legais nem vc estiver brincando beijao adm core vcs,piad estupr nao sao leg nem vc estiv brinc beija adm cor vcs,piar estupro nao sao legal nem vc estar brincar beijao adm Core vcs,0
pica alemao,pic alema,pico alemao,0
acho q quem sempre esteve cagar pressao industria d seguires caminho teres sucessovai continuar fazelo,acho q quem sempr estev cag pressa industr d segu caminh ter sucessova continu fazel,achar q quem sempre estar cagar pressao industria d seguires caminho ter sucessovair continuar fazelo,0
n acredito nessa separacaoprefiro acreditar integridade valores defenderes acreditas apesar consequencias,n acredit ness separacaoprefir acredit integr valor defend acredit apes consequenc,n acredito em esse separacaoprefiro acreditar integridade valor defender acredita apesar consequencia,0
poise estamos,pois estam,poise estar,0
certamente aconteceu isso quando postou comentario c id,cert acontec isso quand post comentari c id,certamente acontecer isso quando postar comentario c id,0
entao reflita teu comentntario friend nao esotu justificando defendendo pq famosa faria qq pssoa abc,enta reflit teu comentntari friend nao esotu justific defend pq famos far qq psso abc,entao reflita teu comentntario friend nao esotu justificar defender pq famoso Faria qq pssoa abc,0
pouco conheco daqui bbb me fizeram certeza jamais mentiria aqui,pouc conhec daqu bbb me fiz certez jam ment aqu,pouco conheco de aqui bbb eu fazer certeza jamais mentir aqui,0
pinto costa julgado num quartel d bombeiros pq depois lerem livro d carolina juizes exigiram sala ampla arejada,pint cost julg num quartel d bombeir pq depo ler livr d carolin juiz exig sal ampla arej,Pinto Costa julgar em um quartel d bombeiro pq depois ler livro d carolina juiz exigir sala amplo arejar,0
bardamerda eurovisao,bardamerd eurovisa,bardamerda Eurovisao,1
nunca sabe imagina lhe sai euromilhoes decide dividir filhos eu so nao queria ele tivesse problemas,nunc sab imagin lhe sai euromilho decid divid filh eu so nao quer ele tiv problem,nunca saber imagino ele sair euromilhoes decidir dividir filho eu so nao querer ele ter problema,0
pior coisa eu fiz comprado esse tenis branco,pior cois eu fiz compr esse ten branc,mau coisa eu fiz comprar esse tenis branco,0
pior tudo lula colocou padre acusado pedofilia pastoral menor igual colocar aecio denarc,pior tud lul coloc padr acus pedofil pastoral menor igual coloc aeci denarc,mau tudo Lula colocar padre acusar pedofilia pastoral pequeno igual colocar aecio denarcr,1
pior ades so aids,pior ades so aids,mau ade so aids,1
pior recessao historia parabens todos votaram defendem pt,pior recessa histor parabens tod vot defend pt,mau recessao historio parabem todo votar defender pt,0
adreanu negro,adreanu negr,Adreanu negro,0
negros nao vao gostar,negr nao vao gost,negro nao vao gostar,1
placas praia soltar pombinhas brancas abraco lagoa,plac pra solt pombinh branc abrac lago,placa praia soltar pombinha branco abraco lagoa,0
estetica vc quer dizer branco sim,estet vc quer diz branc sim,estetico vc querer dizer branco sim,0
pleno dia internacional mulher eu ouvi pai dizendo pro filho mae dele burra,plen dia internacional mulh eu ouv pai diz pro filh mae del burr,pleno dia internacional mulher eu ouvir pai dizer pro filho mae de ele burra,1
pnr apresentase sintra pela vez autarquicas ampliando agora participacao nesse concelho,pnr apresentas sintr pel vez autarqu ampli agor participaca ness concelh,pnr apresentase sintro por o vez autarquica ampliar agora participacao em esse concelho,0
pnr avanca candidatura camara barreiro jose almeida,pnr avanc candidatur cam barreir jos alme,pnr avanca candidatura camar Barreiro jose Almeida,0
pnr novo sintra autarquicas portugal pnr,pnr nov sintr autarqu portugal pnr,pnr novo Sintra autarquica Portugal pnr,0
pnr lado todos outros outro,pnr lad tod outr outr,pnr lado todo outro outro,0
pnr comunicacao social pnr unico partido mantem activismo permanente crescente,pnr comunicaca social pnr unic part mant activ permanent crescent,pnr comunicacao social pnr unico partir mantem activismo permanente crescente,0
pnr coimbra formacao compromisso pnr portugal,pnr coimbr formaca compromiss pnr portugal,pnr coimbrar formacao compromisso pnr Portugal,0
pnr marca protesto pela liberdade expressao,pnr marc protest pel liberdad expressa,pnr marcar protesto por o liberdade expressao,0
pnr eleicoes autarquicas lanca margem sul pnr barreiro,pnr eleico autarqu lanc marg sul pnr barreir,pnr eleicoe autarquico Lanca margem sul pnr Barreiro,0
pnr pela primeira vez autarquicas madeira,pnr pel primeir vez autarqu madeir,pnr por o primeira vez autarquica madeiro,0
pode bater mulher nao amiguinho larga retardado,pod bat mulh nao amiguinh larg retard,poder bater mulher nao amiguinho larga retardar,0
podence geraldes devem voltar amanha sporting acho bem balneario precisa jogadores saibam ganhar titulos,podenc gerald dev volt amanh sporting acho bem balneari precis jogador saib ganh titul,podencer geralde dever voltar amanho Sporting achar bem balneario precisar jogador saber ganhar titulo,0
pode gorda pode feia,pod gord pod fei,poder gorda poder feio,1
pode gorda pode feia so nao pode gorda feia,pod gord pod fei so nao pod gord fei,poder gorda poder feio so nao poder gorda feio,1
pode vir brasil ajudo divulgar trabalho voluntaria,pod vir brasil ajud divulg trabalh volunt,poder vir Brasil ajudo divulgar trabalho voluntar,0
podia ta mais branco pq gosto dele tempestade mas tudo bem,pod ta mais branc pq gost del tempestad mas tud bem,poder ta mais branco pq gosto de ele tempestade mas tudo bem,0
podia ta turquina ajudando refugiados sei la mas nao estar aqui perdendo tempo precioso,pod ta turquin ajud refugi sei la mas nao estar aqu perd temp precios,poder ta turquino ajudar refugiado saber la mas nao estar aqui perder tempo precioso,0
po gata fica cmg nao sai daqui entao nao queria vc toda zoada gorda feia ia te pegar pena,po gat fic cmg nao sai daqu enta nao quer vc tod zoad gord fei ia te peg pen,po gata ficar cmg nao sair de aqui entao nao querer vc todo zoado gorda feio ir te pegar pena,1
pois maior mais evidente farsa ultimos anos so nao ve quem nao quer,pois maior mais evident fars ultim anos so nao ve quem nao quer,pois grande mais evidente farsa ultimos ano so nao ve quem nao querer,0
pois ate continente ja apareceu pai feministas nao joaquinresponde,pois ate continent ja aparec pai femin nao joaquinrespond,pois ate continente ja aparecer pai feministo nao joaquinresponde,0
pois vou angola nao quero deixalo pendurado,pois vou angol nao quer deixal pendur,pois ir angola nao querer deixalo pendurar,0
polemicas disse obvio toda razao,polem diss obvi tod raza,polemico dizer obvio todo razao,0
poliana bagatini anos mulher cantor sertanejo vitor chaves dupla victor leo registrou queixa,polian bagatin anos mulh cantor sertanej vitor chav dupl victor leo registr queix,poliano bagatini ano mulher cantor sertanejo vitor Chaves duplo victor leo registrar queixa,0
politicamente correto pqp,polit corret pqp,politicamente correto pqp,0
politica religiao sucesso,polit religia sucess,politico religiao sucesso,0
politico corrupto pare falar merda ta vendo lula dilma fhc aecio perfil,polit corrupt par fal merd ta vend lul dilm fhc aeci perfil,politico corrupto pare falar merdo ta ver Lula dilma fhc aecio perfil,1
politico manja mto enganar outros hein era esse carrinho mesmo q ele queria sim,polit manj mto engan outr hein era esse carrinh mesm q ele quer sim,politico manja mto enganar outro hein ser esse carrinho mesmo q ele querer sim,0
ta certo q tem terrorista posando refugiado,ta cert q tem terror pos refugi,ta certo q ter terrorista posar refugiar,1
ponto alto carnaval ate agora essa guerreira fantasiada dollynho exibindo orificio anal ao vivo re,pont alto carnaval ate agor essa guerreir fantasi dollynh exib orifici anal ao viv re,ponto alto Carnaval ate agora esse guerreira fantasiar dollynho exibir orificio anal a o vivo re,1
populistas novo termo moda midia obviamente nem sabe direito significa importante msm comparar,popul nov term mod mid obvi nem sab direit signif import msm compar,populista novo termo moda midiar obviamente nem saber direito significar importante msm comparar,0
andressa darold sancoes poderao aplicadas contra estadosmembros uniao europeia,andress darold sanco podera aplic contr estadosmembr unia europ,andresse darold sancoes poderao aplicar contra estadosmembro uniao europeu,0
conta veto sido interrompido juiz pessoas muito ruins perigosas podem estar entrando nosso,cont vet sid interromp juiz pesso muit ruins perig pod estar entrand noss,contar veto ser interromper juiz pessoa muito ruim perigoso poder estar entrar nosso,0
ex obras angola vieram nao bndes quero entender,ex obras angol vier nao bndes quer entend,ex obra Angola vier nao bnde querer entender,0
favor nunca seja branco,favor nunc sej branc,favor nunca ser branco,1
isso dizem espelhos nao sao confiaveis eles te deixam feia gorda,isso diz espelh nao sao confiav eles te deix fei gord,isso dizer espelho nao sao confiavel eles te deixar feio gordo,0
oito anos russia ignorou presidente obama tornou mais mais forte anexou crimeia construiu miss,oit anos russ ignor president obam torn mais mais fort anex crim constru miss,oito ano Russia ignorar presidente obama tornar mais mais forte anexar crimeia construir miss,0
bandidagem continua muito bem armada,bandidag continu muit bem armad,bandidagem continuar muito bem armar,0
fome mundo nao refugiados nao sao mais alvo polemica ajuda isso importan,fom mund nao refugi nao sao mais alvo polem ajud isso importan,fome mundo nao refugiado nao sao mais alvo polemico ajudar isso importan,1
apesar bruto igual pes burra quando era pequenininho aprendi mulher nao bate nem,apes brut igual pes burr quand era pequenininh aprend mulh nao bat nem,apesar bruto igual pes burra quando ser pequenininho aprender mulher nao bater nem,1
apesar nacionalista oposto esperanca uniao forcem mais barra ta pouco jornale,apes nacional opost esperanc unia forc mais barr ta pouc jornal,apesar nacionalista oposto esperancar uniao forcer mais barra ta pouco jornale,0
dia internacional mulher deixa so dia mulher tira internacional mulher nao quer sentir rebaixada,dia internacional mulh deix so dia mulh tir internacional mulh nao quer sent rebaix,dia internacional mulher deixar so dia mulher tirar internacional mulher nao querer sentir rebaixada,0
paises ricos golfo persico nao acolhem refugiados,pais ric golf persic nao acolh refugi,paise rico golfo persico nao acolhem refugiado,0
todas fufas qd sao mais novas dizem bi,tod fuf qd sao mais nov diz bi,todo fufa qd sao mais novo dizer bi,1
eu nao posso chamar ele preto ele me chama branquelo azedo,eu nao poss cham ele pret ele me cham branquel azed,eu nao poder chamar ele preto ele eu chamar branquelo azedo,1
hoje dia crianca promovase natalidade nao aborto diadacrianca renovarportugal aborto,hoj dia crianc promovas natal nao abort diadacrianc renovarportugal abort,hoje dia crianca promovase natalidade nao aborto diadacrianca renovarportugal aborto,0
normalmente fufas paneleiros sao criar estereotipos isso horrivel,normal fuf paneleir sao cri estereotip isso horrivel,normalmente fufa paneleiro sao criar estereotipo isso horrivel,1
advogados nao analisam usam decisao corte federal boston entra conflito essa ridic,advog nao analis usam decisa cort federal boston entra conflit essa ridic,advogado nao analisar usar decisao corte federal boston entrar conflito esse ridic,0
so pode censurado eu naoeu odeio feministas tanto qnt ele elas so sabem dar abortar direitosiguais,so pod censur eu nao odei femin tant qnt ele elas so sab dar abort direitosigu,so poder censurar eu naoeu odeio feministo tanto qnt ele ele so saber dar abortar direitosigual,1
so tem globeleza mulata isso sim preconceito branca nao sabe sambar nao isso,so tem globel mulat isso sim preconceit branc nao sab samb nao isso,so ter globeleza mulato isso sim preconceito branco nao saber sambar nao isso,1
porra agora so semana vem celular mulher burra carai,porr agor so seman vem celul mulh burr cara,porrar agora so semana vir celular mulher burra carai,1
porra dizer isso dicionario facil papel aceita tudo quero ver pratica vou te desmontar comentar,porr diz isso dicionari facil papel aceit tud quer ver pratic vou te desmont coment,porrar dizer isso dicionario facil papel aceitar tudo querer ver pratica ir te desmontar comentar,0
porra dificil refutar falei fatos logica verdades,porr dificil refut fal fat logic verdad,porra dificil refutar falei fato logico verdade,0
porra mas tal aquecimento global,porr mas tal aquec global,porrar mas tal aquecimento global,0
porra q mulher burra,porr q mulh burr,porrar q mulher burra,1
porra lixo idiotas mundo deriva,porr lix idiot mund deriv,porrar lixo idiota mundo derivar,1
porra programa racista esse esquenta so tem negros nao tem dedicado loiras sou discriminada,porr program racist esse esquent so tem negr nao tem dedic loir sou discrimin,porrar programa racistar esse esquentar so ter negro nao ter dedicar loira ser discriminar,0
porra sou muito burra sempre esqueco coisas nenhuma mulher esqueceria,porr sou muit burr sempr esquec cois nenhum mulh esquec,porrar ser muito burrar sempre esquecor coisa nenhum mulher esquecer,0
australopithecus tempos modernos pnr,australopithecus temp modern pnr,australopithecu tempo moderno pnr,0
mas criminosos nao sao vitimas sociedade,mas crimin nao sao vitim sociedad,mas criminoso nao sao vitima Sociedade,0
portanto grab by the pussy marine le pen mostrado imagens horrores causados pelo islao,portant grab by the pussy marin le pen mostr imagens horror caus pel isla,portanto grab by The pussy Marine Le pen mostrar imagem horror causar por o islao,1
porto acolhe abril dia boas acoes invicta azul branco,port acolh abril dia boas aco invict azul branc,Porto acolher abril dia bom acoes invictar azul branco,0
portugal deriva pnr renovarportugal,portugal deriv pnr renovarportugal,Portugal derivar pnr renovarportugal,0
portugal distinguese nao tem nem vai campos refugiados,portugal distingues nao tem nem vai camp refugi,Portugal distingueser nao ter nem ir campo refugiado,1
portugal nao tem campos refugiados nem nunca ira paisaominuto,portugal nao tem camp refugi nem nunc ira paisaominut,Portugal nao ter campo refugiado nem nunca ira paisaominuto,1
portugal novo resgate caminho pnr,portugal nov resgat caminh pnr,Portugal novo resgate caminho pnr,0
portugal precisa pnr mas pnr precisa si,portugal precis pnr mas pnr precis si,Portugal precisar pnr mas pnr precisar se,0
portugal vai retirar queixa contra espanha espanhois aceitarem armazenar almaraz ativos toxicos banca portuguesa,portugal vai retir queix contr espanh espanho aceit armazen almaraz ativ toxic banc portugues,Portugal ir retirar queixa contra espanha espanhois aceitar armazenar almaraz ativo toxico banca português,0
portugueses nao esquecam votar agora musica vai envergonhar eurovisao festivaldacancao,portugues nao esquec vot agor music vai envergonh eurovisa festivaldacanca,português nao esquecar votar agora musica ir envergonhar Eurovisao festivaldacancao,0
marco eu nao sinta estou gorda feia peso mais kg,marc eu nao sint estou gord fei pes mais kg,Marco eu nao sinta estou gorda feio peso mais kg,0
mundo mais meuamigosecreto naoaculturadoestupro feminicidionao nenhumaamenos celebremos diainternacionaldamulher,mund mais meuamigosecret naoaculturadoestupr feminicidiona nenhumaamen celebr diainternacionaldamulh,mundo mais meuamigosecreto naoaculturadoestupro feminicidionao nenhumaameno celebremo diainternacionaldamulher,0
postei foto velha minha mae so pelo momento ela nao respondeu pedi pq ela achei foto feia to gorda feia,post fot velh minh mae so pel moment ela nao respond ped pq ela ache fot fei to gord fei,postar foto velho meu mae so por o momento ela nao responder pedi pq ela achar foto feio to gordar feio,0
poster fotografico panoramico serra corvo branco fotografo seergio giusti veja mais,post fotograf panoram serr corv branc fotograf seergi giust vej mais,poster fotografico panoramico serra corvo branco fotografo seergio Giusti ver mais,0
povo falando to linda gravida gente eu me sinto monstro tanto gorda quanto feia kkkk,pov fal to lind grav gent eu me sint monstr tant gord quant fei kkkk,povo falar to linda gravido gente eu eu sintar monstro tanto gordar quanto feio kkkk,1
pq q ha fufas almeirim eu nunca soube,pq q ha fuf almeirim eu nunc soub,pq q ha fufa almeirim eu nunca saber,1
pqmulher q discorda feminismo burra liberdade mulher acaba ai manax,pqmulh q discord femin burr liberdad mulh acab ai manax,pqmulher q discorda feminismo burrar liberdade mulher acabar ai manax,0
pq n manda refugiados pro inferno vez mandar pra europasao tudo muculmano mesmo,pq n mand refugi pro infern vez mand pra europasa tud muculman mesm,pq n manda refugiado pro inferno vez mandar pra europasao tudo muculmano mesmo,1
pqp ta me fudendo essas verdades absolutas genio,pqp ta me fud essas verdad absolut geni,pqp ta eu fuder esse verdade absoluto genio,0
pq sapatao paga tanto pau pra kristen stewart sinceramente acho ela bem sem gracinha,pq sapata pag tant pau pra kristen stewart sincer acho ela bem sem gracinh,pq sapatao pagar tanto pau pra kristen stewart sinceramente achar ela bem sem gracinha,1
premio puskas bola ouro fifa grandes merdas perto disso,premi pusk bol our fif grand merd pert diss,premio puskas bola ouro fifa grande merr perto de isso,1
pra esquerda vagabundo assim pegar mil reais trabalhador ralou pra comprar aquilo nao fazer n,pra esquerd vagabund assim peg mil rea trabalh ral pra compr aquil nao faz n,pra esquerda vagabur assim pegar mil real trabalhador ralar pra comprar aquilo nao fazer n,1
pra falar merda dessas so pode estar usando muita maconha mesmo,pra fal merd dess so pod estar usand muit maconh mesm,pra falar merdo de esse so poder estar usar muito maconha mesmo,0
pra crimes nao violentos deveria dar vaga num spa,pra crim nao violent dev dar vag num spa,pra crime nao violento dever dar vaga em um spa,1
pr alex vieira vitoriaesrecomenda livro familiasemperigopara adquirir acesse,pr alex vieir vitoriaesrecomend livr familiasemperigop adquir acess,pr Alex vieiro vitoriaesrecomenda livro familiasemperigopara adquirir acer,0
pra mim bbb sempre merda,pra mim bbb sempr merd,pra eu bbb sempre merdo,1
pra mim dia mulher era dia maio shdjdk ache burra,pra mim dia mulh era dia mai shdjdk ache burr,pra eu dia mulher ser dia maio shdjdk achar burra,1
pra horas ficou marcado panelaco,pra hor fic marc panelac,pra hora ficar marcado panelaco,0
pra quem acha sou fdp fdp isso hahahahaha,pra quem acha sou fdp fdp isso hahahahah,pra quem achar ser fdp fdp isso hahahahaha,1
