clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
mano q mulher inteligente porra to sentindo burra,man q mulh inteligent porr to sent burr,mano q mulher inteligente porrar to sentir burra,1
mano mulher ta master chef sinto mt burra masterchefbr,man mulh ta mast chef sint mt burr masterchefbr,mano Mulher ta master chef sinto mt burrar masterchefbr,0
maometanos colonizar q espanha casar espanholas propagar islao,maometan coloniz q espanh cas espanhol propag isla,maometano colonizar q espar casar espanhola propagar islao,0
marcelo rio branco salvaria politica externa governo golpista via,marcel rio branc salv polit extern govern golpist via,Marcelo Rio branco salvario politico externo governo golpistar ver,1
frente estadio,frent estadi,frente estadio,0
nao lei ocidente q obrigue mulher veu burca panos nao q diga q quiser,nao lei ocident q obrig mulh veu burc pan nao q dig q quis,nao lei ocidente q obrigar mulher veu burca pano nao q digar q querer,0
marceloassim europa pensoue caos pq dubai nao recebe pq religiao extrema,marceloassim europ pensou caos pq duba nao receb pq religia extrem,Marceloassim Europa pensoue caos pq Dubai nao receber pq religiao extremo,0
marco sp congresso evangelizar kids falando ideologia generopara lideres kids,marc sp congress evangeliz kids fal ideolog generop lid kids,marco sp congresso evangelizar kids falar ideologia generoparar lider kids,0
nao feia gorda casal,nao fei gord casal,nao feio gorda Casal,0
so julia mora santos anos fa d dificil,so jul mor sant anos fa d dificil,so julia morar santo ano fa d dificil,0
nao bandido felgueiras meigo,nao band felgueir meig,nao bander felgueiro meigo,1
nao vi feminista dando parabens mulheres nao merecem,nao vi femin dand parabens mulh nao merec,nao ver feminista dar parabem mulher nao merecer,1
torre neve,torr nev,torrer never,0
mariel mania feia ficar chamando gorda,mariel man fei fic cham gord,mariel mania feio ficar chamar gordar,1
oi desculpa dou print pra galera denunciar pra expor babacas so ajudar verdade,oi desculp dou print pra gal denunc pra expor babac so ajud verdad,oi desculpa dou print pra galera denunciar pra expor babaca so ajudar verdade,0
ouro branco,our branc,ouro branco,0
mario centeno nao portou homenzinho disse marques mendes piada feita,mari centen nao port homenzinh diss marqu mend piad feit,Mario centeno nao portar homenzinho dizer marques mende piar fazer,1
vc twitter,vc twitt,vc twitter,0
bora campeonato madry hahaha vc mae ache nao idade snifff saudadedemainha,bor campeonat madry hahah vc mae ache nao idad snifff saudadedemainh,bor campeonato madry hahaho vc mae achar nao idade snifff saudadedemainho,0
comecou fala escuto assistir dr house nisso hahahaha,comec fal escut assist dr hous niss hahahah,comecar falar escuto assistir dr house em isso hahahaha,0
jeito desastrada coloco copo agua tv fico melhornao oremospranaoorar,jeit desastr coloc cop agu tv fic melhorna oremospranaoor,jeito desastrado coloco copo aguo tv fico melhornao oremospranaoorar,0
q vc falou comigo madry entao fiquei triste quase ligando pro falaqueeuteescuto pra pedir oracao agoraestoufeliz,q vc fal comig madry enta fiqu trist quas lig pro falaqueeuteescut pra ped oraca agoraestoufeliz,q vc falar comigo madry entao fiquei tristar quase ligar pro falaqueeuteescuto pra pedir oracao agoraestoufeliz,0
amo bairro adivinha abriu temakeria casa hahaha falenciafeelings,amo bairr adivinh abriu temak cas hahah falenciafeelings,amo bairro adivinhar abrir temakerio casa hahaho falenciafeelings,0
ia noite vc ja entao hahaha,ia noit vc ja enta hahah,ir noite vc ja entao hahaha,0
magina rs dia tao totoso hj sp fiquei casa trab ate noite aff rs madry,magin rs dia tao totos hj sp fiqu cas trab ate noit aff rs madry,Magina rs dia tao totoso hj sp fiquei casa trab ate noite aff rs madry,0
morava jabaquara comprava acougue massa av sta catarina so la seleta legumes amava sniff,mor jabaqu compr acoug mass av sta catarin so la selet legum amav sniff,morar jabaquara comprar acougar massar av sta catarina so la seleta legume amar sniff,0
nao ha furto pena graca rsrs cheirosss,nao ha furt pen grac rsrs cheirosss,nao ha furto pena graca rsrs cheirosss,0
blog dilicinha ja conhecia vou comentar amanha hj to bode sozinha abandonada sampa rs,blog dilicinh ja conhec vou coment amanh hj to bod sozinh abandon samp rs,blog de ilicinhe ja conhecer ir comentar amanho hj to bode sozinho abandonado sampa rs,0
oi carametade desastre mor dei fucadas hj blog,oi carametad desastr mor dei fuc hj blog,oi carametade desastre mor dar fucar hj blog,0
oi madry fucada la livro amiga reviso,oi madry fuc la livr amig revis,oi madry fucar la livro amigar reviso,0
qq dia relato posgraduada autoflagelacao m formei desligamento apelido d infancia maria desastre,qq dia relat posgradu autoflagelaca m form deslig apel d infanc mar desastr,qq dia relato posgraduar autoflagelacao m formei desligamento apelido d infancia Maria desastre,0
vc gente cara rsrs brigada lindona desastrada s,vc gent car rsrs brig lindon desastr s,vc gente carar rsrs brigar lindonar desastrado s,0
vcs moram moro aclimacao liberdade vergueiro paraiso,vcs mor mor aclimaca liberdad vergueir parais,vcs morar moro aclimacao liberdade vergueiro paraiso,0
vi dm pssoa certim,vi dm psso certim,ver dm pssoa Certim,0
viu fotos postei,viu fot post,ver foto postar,0
nao galinha angola,nao galinh angol,nao galinho angol,0
nao acredito prova,nao acredit prov,nao acreditar prova,0
nao deveria,nao dev,nao dever,0
ai nao dormir entao contando q vou dormir vou conseguir dormir hr q,ai nao dorm enta cont q vou dorm vou consegu dorm hr q,ai nao dormir entao contar q ir dormir ir conseguir dormir hr q,0
gostosas saiamna semana tava playboy,gostos saiamn seman tav playboy,gostoso saiamna semana tar playboy,1
chamamse lesbicas fufas sapatas sapatilhas,chamams lesbic fuf sapat sapatilh,chamamse lesbico fufa sapato sapatilho,1
espiritosantocaos iluminacao publica ruas nao resolveu situacao soltar pombinhas tb nao,espiritosantoca iluminaca public ruas nao resolv situaca solt pombinh tb nao,espiritosantocaos iluminacao publicar rua nao resolver situacao soltar pombinha tb nao,0
ressocializacao,ressocializaca,ressocializacao,0
claro q esquento,clar q esquent,claro q esquento,0
claro pra disney tranquilo nao latino branco,clar pra disney tranquil nao latin branc,claro pra disney tranquilo nao latino branco,1
esquerda entao racismo,esquerd enta racism,esquerda entao racismo,0
obvio acha partido corrupcao nao iria jeitinho,obvi acha part corrupca nao iri jeitinh,obvio achar partir corrupcao nao ir jeitinho,1
nao errado simplesmente idade pra falar periodo freud chama latencia,nao errad simples idad pra fal period freud cham latenc,nao errar simplesmente idade pra falar periodo Freud chamar latencia,0
nao ha berlim possa responder insulto alemanha depende erdogan frear fluxo refugiados,nao ha berlim poss respond insult alemanh depend erdogan fre flux refugi,nao ha Berlim poder responder insulto alemanha depender erdogan frear fluxo refugiado,0
cunha nao democraticamente eleito pq sair dilma nao,cunh nao democrat eleit pq sair dilm nao,cunhar nao democraticamente eleger pq sair dilma nao,0
paul g nao desiste pq angola conquistou conquistar america,paul g nao des pq angol conquist conquist amer,paul g nao desistir pq Angola conquistar conquistar americo,1
pq vc impeachment pt dilma sair entra temer cunha vice fodase pt,pq vc impeachment pt dilm sair entra tem cunh vic fodas pt,pq vc impeachment pt dilmar sair entrar temer cunha vice fodase pt,1
previdencia nao trabalha,previdenc nao trabalh,previdencer nao trabalhar,0
puta pariu odio mulher machista burra,put par odi mulh machist burr,putar parir odio mulher machista burra,1
merda ja nao emprego pros daqui mao obra preco banana,merd ja nao empreg pros daqu mao obra prec banan,merda ja nao emprego pro de aqui mao obra preco banano,1
sintome tao feia tao gorda tao comparado gajas sao tao lindas dps existo,sintom tao fei tao gord tao compar gaj sao tao lind dps exist,sintome tao feio tao gordar tao comparar gajas sao tao linr dps existo,1
namorado voce muita deu conta ha pessoas nao valem pena,namor voc muit deu cont ha pesso nao val pen,namorar voce muito dar conta ha pessoa nao valer pena,0
masterchefbr mulher inteligente pra caralho cozinha nao consigo competir vida,masterchefbr mulh inteligent pra caralh cozinh nao consig compet vid,masterchefbr mulher inteligente pra caralho cozinho nao consigo competir vida,1
vc nao negra morena,vc nao negr moren,vc nao negro morena,0
materias q deveriam obrigatorias meninos portmatem geografiahist largar viadagem homem coma mulher direito fdp,mat q dev obrigator menin portmat geografiahist larg viadag hom com mulh direit fdp,materia q dever obrigatoria menino portmater geografiahist largar viadagem homem comar mulher direito Fdp,1
materias deveriam obrigatorias meninas portmatem nao vadia mentirosa romantismo merda chupeteira,mat dev obrigator menin portmat nao vad mentir romant merd chupeteir,materia dever obrigatoria menino portmater nao vadia mentiroso romantismo merda chupeteira,1
frescura cu dessas nega mov negro,frescur cu dess neg mov negr,frescura cu de esse negar mov negro,1
nao aceitam refugiados financiam rebeldes obama ira isis el q ficam la,nao aceit refugi financ rebeld obam ira isis el q fic la,nao aceitar refugiado financer rebelde obama ira isis el q ficar la,1
angela merkel nao pessoa mundo q ajude refugiados guerra,angel merkel nao pesso mund q ajud refugi guerr,angelar merkel nao pessoa mundo q ajude refugiado guerra,0
nao comecar opor isla verdade refugiados ocidente,nao comec opor isla verdad refugi ocident,nao comecar opor isla verdade refugiar ocidente,1
pronto pistoleira cara ta pedir posta imc,pront pistoleir car ta ped post imc,pronto pistoleira carar ta pedir pôr imc,0
tb acabou ep tava chorando,tb acab ep tav chor,tb acabar ep tar chorar,0
pais inversao valores,pais inversa valor,pai inversao valor,0
estudante direito,estud direit,estudante direito,0
foto,fot,foto,0
mesma critica ok ok,mesm critic ok ok,mesmo critico ok ok,0
nao importa colocar outro critica tb q nao fale vitimismo,nao import coloc outr critic tb q nao fal vitim,nao importar colocar outro critica tb q nao falar vitimismo,0
mds mulher atende burra cara,mds mulh atend burr car,mds mulher atender burra cara,1
acompanhe vivo pm jointaddress,acompanh viv pm jointaddress,acompanhar vivo pm Jointaddress,0
assusta q gp,assust q gp,assustar q gp,0
chamou pra jantar temer,cham pra jant tem,chamar pra jantar temer,0
diverti tour smithsoniano museu nacional historia cultura afro americana trabalho,divert tour smithsonian mus nacional histor cultur afro american trabalh,divertir tour smithsoniano museu nacional historio cultura Afro americano trabalho,0
divertindo hospedo ministro shinzo abe estados unidos,divert hosped ministr shinz abe estad unid,divertir hospedo ministro shinzo abe Estados Unidos,0
medo pra sppp rs,med pra sppp rs,medo pra sppp rs,0
explica voces ficam computador crianca olho arregalado ai atras,explic voc fic comput crianc olho arregal ai atras,explicar voce ficar computador crianca olho arregalar ai atra,0
meigo comunistas coerentes,meig comun coerent,meigo comunista coerente,0
meigo forte capitalismo,meig fort capital,meigo forte capitalismo,0
naoeammmm pq alter ego tb ama amigos vida rs,naoeammmm pq alter ego tb ama amig vid rs,naoeammmm pq alter ego tb amar amigo ver rs,0
melania recebendo ministro japones shinzo abe sra abe maralago palm beach fl,melan receb ministr japon shinz abe sra abe maralag palm beach fl,melaniar receber ministro japones shinzo abe sra abe maralago Palm beach fl,0
melhor fiz assinar editora humanas,melhor fiz assin editor human,bom fiz assinar editora humano,0
melhor dialogo internet,melhor dialog internet,bom dialogo Internet,0
melhor jornalista brasil,melhor jornal brasil,bom jornalista Brasil,0
mendigos semabrigo sao paisagem lisboa regime gerou fosso imenso r,mendig semabrig sao paisag lisbo regim ger foss imens r,mendigo semabrigo sao paisagir Lisboa regime gerar fosso imenso r,0
menina praplegica c ta querendo mexer mexer,menin prapleg c ta quer mex mex,menina praplegico c ta querer mexer mexer,1
meninas cheguemse frente merece ja hipotese dia popular alvalade dia,menin cheguems frent merec ja hipotes dia popul alvalad dia,meninas cheguemse frente merecer ja hipotese dia popular Alvalade dia,0
meninas n aguento mulher burra regiao sudeste,menin n aguent mulh burr regia sud,menina n aguento mulher burra regiao sudeste,1
menina veste menina naoaideologiadegenero,menin vest menin naoaideologiadegener,menina ve este menina naoaideologiadegenero,0
meninas vao pra morro branco queriam ficar fortaleza,menin vao pra morr branc quer fic fortal,meninas ve ao pra morro branco querer ficar fortaleza,0
meninas q ensinadas q sentimentalismo merda disney golpista nao existe principe cavalheirismo frescura rabo,menin q ensin q sentimental merd disney golpist nao exist princip cavalheir frescur rab,menino q ensinar q sentimentalismo merda Disney golpista nao existir principe cavalheirismo frescura rabo,0
meninos nao conseguem dormir galinha angola vizinha nao gritar add,menin nao consegu dorm galinh angol vizinh nao grit add,menino nao conseguir dormir galinho Angola vizinho nao gritar add,0
meninos penismeninas vagina,menin penismenin vagin,menino penismeninas vagina,0
mensagem natal presidente pnr renovarportugal natal,mensag natal president pnr renovarportugal natal,mensagem natal presidente pnr renovarportugal natal,0
mentira sendo sapatao ja preocupada engravidei vaso sanitario,ment send sapata ja preocup engravid vas sanitari,mentira ser sapatao ja preocupar engravidar vaso sanitario,1
preparando pra pra melbourne florida vejo voces,prepar pra pra melbourn flor vej voc,preparar pra pra melbourne florer vejo voce,0
mercado acoes alta numero ganhos decadas nivel confianca otimismo,merc aco alta numer ganh dec nivel confianc otim,mercado acoes alto numero ganho decar nivel confianca otimismo,0
merecemos perder parabens moreirense feira volta campeonato chegue rapido,merec perd parabens moreirens feir volt campeonat cheg rap,merecemos perder parabem moreirense feira voltar campeonato chegar rapir,0
reuni hoje casa branca otima conversa,reun hoj cas branc otim convers,reuni hoje casa branco otimo conversa,0
meritocracia existe racismo nao existe since,meritocrac exist racism nao exist sinc,meritocracia existir racismo nao existir sincer,1
meritocracia existe olha so caso joaquim barbosa,meritocrac exist olha so cas joaquim barbos,meritocracia existir olhar so caso joaquim barboso,0
mesma firma ouvimos contratar alguem feia gorda pro atendimento insira nome dono mat,mesm firm ouv contrat algu fei gord pro atend insir nom don mat,mesmo firma ouvimos contratar alguir feio gordar pro atendimento insira nome dono mat,0
pedidos recuso falar bbb nao entra programinha pra ganhar milhao gente ganha batalha dia dia,ped recus fal bbb nao entra programinh pra ganh milha gent ganh batalh dia dia,pedido recuso falar bbb nao entrar programinho pra ganhar milhao gente ganhar batalha dia dia,0
atraso democratas pra finalmente aprovar dr tom price revogacao substituicao obamacare,atras democrat pra final aprov dr tom pric revogaca substituica obamacar,atraso democrata pra finalmente aprovar dr tom price revogacao substituicao obamacare,0
tirem daqui,tir daqu,tir de aqui,0
total pastor silas malafaia sendo vitima midia comprada esquerda,total pastor sil malafa send vitim mid compr esquerd,total pastor silas malafaia ser vitimo midia comprar esquerda,0
cabelo pertencido cu alguem encarnacao,cabel pertenc cu algu encarnaca,cabelo pertencido cu alguir encarnacao,1
chinelo arrebentou amanha sair pra comprar prego,chinel arrebent amanh sair pra compr preg,chinelo arrebentar amanha sair pra comprar prego,0
deus nao serio cidade pessoas morrem fila hospital absurdo,deus nao seri cidad pesso morr fil hospital absurd,Deus nao serio cidade pessoa morr fila hospital absurdo,0
deus cara ta justificando ataques terroristas inocentes porra prender vagabundo desses,deus car ta justific ataqu terror inocent porr prend vagabund dess,Deus Cara ta justificar ataque terrorista inocente porrar prender vagabur de esse,1
deus quanta gente burra mundo pqp mulher pensamento passar vida inteira lavando louca p macho,deus quant gent burr mund pqp mulh pensament pass vid inteir lav louc p mach,Deus quanta gente burrar mundo pqp mulher pensamento passar vida inteira lavar louco p macho,1
deus absurdo humilhante mulher veio costela adao,deus absurd humilh mulh vei costel ada,Deus absurdo humilhante mulher vir Costela adao,0
deus catracada quis lacrar fodeu,deus catrac quis lacr fod,Deus catracada querer lacrar foder,0
deus procuradora nocao justica brasil lixo mesmoquem nomeia idiotas,deus procur noca justic brasil lix mesmoqu nom idiot,Deus procuradorar nocao justico Brasil lixo mesmoquem nomear idiota,1
filho comprou passagem internacional nao viajaradiou viagem decolar nao reembolsar vou processar vcs,filh compr passag internacional nao viajaradi viag decol nao reembols vou process vcs,filho comprar passagem internacional nao viajaradiar viagem decolar nao reembolsar ir processar vcs,0
irmao claramente nao entende privilegio homem branco hetero cis,irma clar nao entend privilegi hom branc heter cis,irmao claramente nao entender privilegio homem branco hetero cis,1
malvado favorito caiu,malv favorit caiu,malvado favorito cair,0
pai veio perguntar mulher tao burra pra filho adolescentes dei opiniao ta brabo comigo,pai vei pergunt mulh tao burr pra filh adolescent dei opinia ta brab comig,pai vir perguntar mulher tao burra pra filho adolescente dar opiniao ta brabo comigo,1
pau representa,pau represent,pau representar,1
deus muita doutrinacao alienacao imprensa impoe coitadinha,deus muit doutrinaca alienaca imprens impo coitadinh,Deus muito doutrinacao Alienacao imprensa impoe coitadinhar,0
filhos protesto,filh protest,filho protesto,0
tio disse mudar gosto musical atrevase,tio diss mud gost musical atrevas,tio dizer mudar gosto musical atrevase,0
tio brega so curto musicas antigas,tio breg so curt music antig,tio brega so curto musica antigo,1
voto,vot,votar,0
chamar idiota nao xingar premio iliteracia entregue,cham idiot nao xing premi iliterac entreg,chamar idiota nao xingar premio iliteracia entregar,0
mentira brasil dinheiro ajudar refugiados contribuiram centa,ment brasil dinheir ajud refugi contribu cent,mentira Brasil dinheiro ajudar refugiado contribuir cento,1
vcs levassem carro la pra guerra siria sera terroristas vao emocionar vao decretar paz,vcs lev carr la pra guerr sir ser terror vao emocion vao decret paz,vcs levar carro la pra guerra sirio sera terrorista vao emocionar vao decretar paz,0
terror propagado midia protege vagabundo estatuto desarmamento deixando trafico comandar pais,terror propag mid proteg vagabund estatut desarm deix trafic comand pais,terror propagado midia proteger vagabur estatuto desarmamento deixar trafico comandar pai,0
livre escolher erros prefere erros direito mim prefiro evitalos,livr escolh erros prefer erros direit mim prefir evital,livre escolher erro preferir erro direito eu prefiro evitalo,0
hegemonia dias contados entao nao prever ciclo pateticos,hegemon dias cont enta nao prev cicl patet,hegemonia dia contar entao nao prever ciclo patetico,0
pronto discordamos nisso vejo si interlocutor nivel educacao,pront discord niss vej si interlocutor nivel educaca,pronto discordar em isso vejo se interlocutor nivel educacao,0
falou erros velhos disse preferia evitalos nao errado andamos levar ha nisso,fal erros velh diss pref evital nao errad andam lev ha niss,falar erro velho dizer preferio evitalo nao errar anda levar ha em isso,0
fala agenda feminista dia protesto frente mesquita islamica vou la gritar junto,fal agend femin dia protest frent mesquit islam vou la grit junt,falar agenda feminista dia protesto frente mesquito islamica ir la gritar junto,1
ahhh explicadolesbicaok ta valendo mulher xx massa manobra jw fala merda,ahhh explicadolesbicaok ta val mulh xx mass manobr jw fal merd,ahhh explicadolesbicaok ta valer mulher xx massa manobro jw falar merda,1
nao feministo homem defende feminismoeu defendo mulher,nao feminist hom defend feminismo def mulh,nao feministo homem defender feminismoeu defer mulher,1
defeitos movimento feminista apoioar aborto drogas escola partido marcha vadias agenda esquerda,defeit moviment femin apoio abort drog escol part march vad agend esquerd,defeito movimento feminista apoioarr aborto droga Escola partir marchar vadia agendo esquerdo,1
naoso feministas figura,naos femin figur,naoso feministas figurar,0
va dormir hora crianca anos ta camabblock pq nao,va dorm hor crianc anos ta camabblock pq nao,va dormir hora crianca ano ta camabblock pq nao,1
vamos agenda feminista tirada proprio sitee ta defesa mulhe,vam agend femin tir propri site ta defes mulh,ir agenda feminista tirada proprio sitee ta defesa Mulhe,1
tambem vi feminismo funktu ja viu nao valeska popozuda simbolo,tamb vi femin funktu ja viu nao valesk popozud simbol,tambem ver feminismo funktu ja ver nao valeska popozuda simbolo,0
exagerado vaarias pra secretaria comecei alisar cabelo adolescencia hj queria telos cacheados nao,exager vaar pra secret comec alis cabel adolescenc hj quer tel cach nao,exagerar vaarias pra secretaria começar alisar cabelo adolescenciar hj querer telo cachear nao,0
problemas serios pq cabelo crespo diziam piolho causou traumas acredita,problem seri pq cabel cresp diz piolh caus traum acredit,problema serio pq cabelo Crespo dizer piolho causar trauma acreditar,0
vinganca branca hj to melhor aparencia magoaram rs,vinganc branc hj to melhor aparenc mago rs,vingancar branco hj to bom aparencia magoar rs,1
problema tempos acho reflexo longa historia pra contar complicado,problem temp acho reflex long histor pra cont complic,problema tempo achar reflexo longo historia pra contar complicado,0
milhoes desempregados empresas fechando dolar alto vcs preocupados c minc trabalhar artista vagabundo,milho desempreg empres fech dol alto vcs preocup c minc trabalh artist vagabund,milhoes desempregado empresa fechar dolar alto vcs preocupado c minc trabalhar artista vagabur,1
pessoas milhoes,pesso milho,pessoa milhoes,0
mimimi bolsonaro machista mimimi machista pai trai mae,mimim bolsonar machist mimim machist pai tra mae,mimimi Bolsonaro machista Mimimi machista pai trair mae,1
mimimi marine lepen,mimim marin lepen,mimimi Marine lepen,0
cidade lisboa anoitecer estrela acrilico stela,cidad lisbo anoitec estrel acril stel,cidade Lisboa anoitecer Estrela acrilico stela,0
cidade adoro lisboa autarquicaspnr,cidad ador lisbo autarquicaspnr,cidade adorar Lisboa Autarquicaspnr,0
declaracao acontecendo suecia referencia reportagem exibida relacao,declaraca acontec suec referenc reportag exib relaca,declaracao acontecer suecia referencia reportagem exibir relacao,0
diversao pos trabalho discutir fa karamel ganhar likes sapatao,diversa pos trabalh discut fa karamel ganh lik sapata,diversao pos trabalho discutir fa Karamel ganhar likes sapatao,0
minhadorimporta furos orelha sapatao,minhadorimport fur orelh sapata,minhadorimporta furo orelha sapatao,1
entrevista kiridissima dando falar,entrev kiridissim dand fal,entrevista kiridissimo dar falar,0
filha anos sofrendo bullying sofre anos pq cabelo preto pq gorda pq feia pessoas parem,filh anos sofr bullying sofr anos pq cabel pret pq gord pq fei pesso par,filhar ano sofrer bullying sofrer ano pq cabelo preto pq gorda pq feio pessoa par,0
filha ivanka sido tratada pessoa motivando,filh ivank sid trat pesso motiv,filha ivankar ser tratar pessoa motivar,0
filha pediu barbie dei arvore descer porrada repensar personalidade,filh ped barbi dei arvor desc porr repens personal,filha pedir Barbie dar arvore descer porrar repensar personalidade,1
mae acabou ideia foto pensado enfiou lencol branco nao ate ficou legalzinha,mae acab ide fot pens enfi lencol branc nao ate fic legalzinh,mae acabar ideia foto pensar enfiar lencol branco nao ate ficar legalzinho,0
mae disse voce filho puta kkkkkkkkkkkkk comecei rir cara ai virou disse ta rindo orfao,mae diss voc filh put kkkkkkkkkkkkk comec rir car ai vir diss ta rind orfa,mae dizer voce filho putar kkkkkkkkkkkkk começar rir cara ai virar dizer ta rir orfao,1
mae proibiu andar amigos usam drogas vou vender pra,mae proib andar amig usam drog vou vend pra,mae proibir andar amigo usar droga ir vender pra,1
mae queria q procurasse mulher facebook descricao baixinha gorda cara feia to chorando,mae quer q procur mulh facebook descrica baixinh gord car fei to chor,mae querer q procurar mulher facebook descricao baixinha gorda cara feio to chorar,0
mae trabalhou casa galera nao gosta trabalho honesto nao culpa,mae trabalh cas gal nao gost trabalh honest nao culp,mae trabalhar casa galer nao gostar trabalho honesto nao culpa,0
migas curso heterassao casas sao sapatao,mig curs heterassa cas sao sapata,migo curso heterassao casa sao sapatao,1
mulher ministrando curso atualizacao secretarias lar rj ja viu pendurar pano prato ombro,mulh ministr curs atualizaca secret lar rj ja viu pendur pan prat ombro,mulher ministrar curso atualizacao secretario lar rj ja ver pendurar pano prato ombro,0
sala so sapatao viado,sal so sapata viad,sala so sapatao viar,1
sala so sapatao,sal so sapata,sala so sapatao,1
tataravo negra sangue negro,tatarav negr sang negr,tataravo negro sangue negro,0
minina vc fizesse alisamento ficaria show bola,minin vc fiz alis fic show bol,minina vc fizesse alisamento ficar show bolo,1
ministro ensino superior angola exonerado fonte nao revelavel,ministr ensin superior angol exoner font nao revelavel,ministro ensino superior Angola exonerar fonte nao revelavel,0
ministro stf manda soltar exgoleiro bruno preso ha anos,ministr stf mand solt exgoleir brun pres ha anos,ministro stf manda soltar exgoleiro bruno prender ha ano,0
minuto minuto camarote glacial joaquin teixeira guga chacra critica trump vaiado vin diesel convida baranga almocar,minut minut camarot glacial joaquin teixeir gug chacr critic trump vai vin diesel conv barang almoc,minuto minuto camarote glacial Joaquin Teixeira guga chacro critico Trump vaiar vin diesel convido barango almocar,0
minuto minuto camarote glacial joaquin teixeira sargento fahur revista fabio assuncao alexandre borges briga paparazzi,minut minut camarot glacial joaquin teixeir sargent fahur revist fabi assunca alexandr borg brig paparazz,minuto minuto camarote glacial Joaquin Teixeira sargento fahur rever fabio assuncao Alexandre Borges briga paparazzi,0
ja mandei mae,ja mand mae,ja Mandei mae,0
caso entregar tb problemas,cas entreg tb problem,caso entregar tb problema,0
to indo ae,to indo ae,to ir ae,0
ta exagerando ja,ta exager ja,ta exagerar ja,0
quis negro construiu faculdade,quis negr constru faculdad,querer negro construir Faculdade,0
cade alexandre garcia pra kkkk,cad alexandr garc pra kkkk,cade Alexandre Garcia pra kkkk,0
deixo passar nao havera oportunidade,deix pass nao hav oportun,deixo passar nao haverar oportunidade,0
mitroglu marcou golo foradejogo amoreira marcou explico overdosedetourette,mitroglu marc gol foradejog amoreir marc explic overdosedetourett,mitroglu marcar golo foradejogo amoreirar marcar explico overdosedetourette,0
qnd nao tava crise refugiados mt ambulante pessoas q vc via tava tentando sobreviver,qnd nao tav cris refugi mt ambul pesso q vc via tav tent sobreviv,qnd nao tar crise refugiado mt ambulante pessoa q vc ver tar tentar sobreviver,0
moca tenis pra homem vc acha tenis reparar,moc ten pra hom vc acha ten repar,mocar tenis pra homem vc achar tenis reparar,0
guria mto mulherdeverdade,gur mto mulherdeverdad,guria mto mulherdeverdade,0
vc fica gostosa ate burca habitonao lembro escreve roupa freirakkkkkk,vc fic gostos ate burc habitona lembr escrev roup freirakkkkkk,vc ficar gostoso ate burca habitonao lembro escrever roupa freirakkkkkk,1
moonlight filme mergulha humanidade jovem negro via,moonlight film mergulh human jov negr via,moonlight filme mergulhar humanidade jovem negro ver,0
morena angola ficou voz clara nunes nao versao bonita chico,moren angol fic voz clar nun nao versa bonit chic,morena Angola ficar voz claro nune nao versao bonito chico,0
problema nao qq critica pra colocar prosa livre q,problem nao qq critic pra coloc pros livr q,problema nao qq critico pra colocar proso livre q,0
entao vc chamou assassino pra provar,enta vc cham assassin pra prov,entao vc chamar assassino pra provar,0
vc prova ja matei alguem ta chamando assassino,vc prov ja mat algu ta cham assassin,vc prova ja matar alguir ta chamar assassino,1
moro prendeu cunha ue lula dilma pt,mor prend cunh ue lul dilm pt,Moro prender Cunha ue Lula dilma pt,0
morrendo memes nana gouvea uhahuahuahuahua,morr mem nan gouv uhahuahuahuahu,morrer meme nana Gouvea uhahuahuahuahua,0
morte estupradores amigo bancada ai ta tranquilo,mort estupr amig banc ai ta tranquil,morte estuprador amigo bancar ae i ta tranquilo,1
morte hipsters camisetas cores citricas morte meias coloridinhas cuequinhas alegres,mort hipsters camiset cor citric mort mei coloridinh cuequinh alegr,morte hipsters camiseto cor citrico morte meio coloridinho cuequinha alegr,1
movimento childfree pra pauta justa direito reprodutivo virou antro pessoas mimadas q criancas odeiam,moviment childfre pra paut just direit reprodut vir antro pesso mim q crianc ode,movimento childfree pra pauta justo direito reprodutivo virar antro pessoa mimar q crianca odeer,1
movimentos antidilma ahahahahahaha tao pessoa sensata baseada numeros alias,moviment antidilm ahahahahahah tao pesso sensat bas numer ali,movimento antidilmo ahahahahahaha tao pessoa sensato basear numero alia,0
alow pessoal psolvamos parar fumar maconha malucos,alow pessoal psolv par fum maconh maluc,alow pessoal psolvar parar fumar maconha maluco,1
toalhas bichos mortos,toalh bich mort,toalha bicho morto,0
dia feira livro dia,dia feir livr dia,dia feira livro dia,0
disse cambada comunas fachos,diss camb comun fach,dizer cambar comuna facho,1
refugiado sirio terrorista infiltrado venezuelano chavista sera temerismo,refugi siri terror infiltr venezuelan chavist ser temer,refugiar sirio terrorista infiltrar venezuelano chavista serar Temerismo,1
cadeia vc viu,cad vc viu,cadeia vc ver,0
ent vc expressasse direito,ent vc express direit,ent vc expressar direito,0
q levy quis homem ejacular cu nao acontece nadase ejacular canal vaginal capaz d reproduzir,q levy quis hom ejacul cu nao acontec nadas ejacul canal vaginal capaz d reproduz,q levy querer homem ejacular cu nao acontecer nadase ejacular canal vaginal capaz d reproduzir,1
especie humana reproduz saco utero,espec human reproduz sac uter,especie humano reproduz saco utero,0
muda pra gata musa figueirense,mud pra gat mus figueirens,mudar pra gata musa figueirense,0
muitas pessoas nao sabem cidadaos israelenses sao palestinos vivem,muit pesso nao sab cidada israelens sao palestin viv,muito pessoa nao saber Cidadaos israelense sao palestino viver,0
