id,title,fake_news,clean_title,stemmed_title,lemmatized_title
1759,Senado aprova MP que adia prazo para municípios criarem plano de mobilidade urbana | Política | G1,0,senado aprova mp adia prazo municpios criarem plano mobilidade urbana poltica g,senado aprova mp adia prazo municpio criarem plano mobilidad urbana poltica g,senado aprova mp adia prazo municpios criarem plano mobilidade urbana poltica g
1762,"Preços dos combustíveis nos postos caem mais de 2% na semana, aponta ANP | Economia | G1",0,preos combustveis postos caem semana aponta anp economia g,preo combustvei posto caem semana aponta anp economia g,preos combustveis postos caem semana aponta anp economia g
1767,Preço do petoleo nos EUA despenca 25%; Brent cai abaixo de US$ 20barril | Economia | G1,0,preo petoleo eua despenca brent cai abaixo us barril economia g,preo petoleo eua despenca brent cai abaixo us barril economia g,preo petoleo eua despenca brent cai abaixo u barril economia g
1768,"Sobe para 48 os casos confirmados de coronavírus entre funcionários de frigorífico em Passo Fundo, diz MPT | Rio Grande do Sul | G1",0,sobe casos confirmados coronavrus funcionrios frigorfico passo fundo diz mpt rio grande sul g,sobe caso confirmado coronavru funcionrio frigorfico passo fundo diz mpt rio grand sul g,sobe casos confirmados coronavrus funcionrios frigorfico passo fundo diz mpt rio grande sul g
1773,Planalto ainda busca nome sem ligação com a família Bolsonaro para o Ministério da Justiça | Blog Ana Flor | G1,0,planalto ainda busca nome ligao famlia bolsonaro ministrio justia blog ana flor g,planalto ainda busca nome ligao famlia bolsonaro ministrio justia blog ana flor g,planalto ainda busca nome ligao famlia bolsonaro ministrio justia blog ana flor g
1775,"Volkswagen retoma produção em maior fábrica da Europa, e Fiat reinicia atividades na Itália | Auto Esporte | G1",0,volkswagen retoma produo maior fbrica europa fiat reinicia atividades itlia auto esporte g,volkswagen retoma produo maior fbrica europa fiat reinicia atividad itlia auto esport g,volkswagen retoma produo maior fbrica europa fiat reinicia atividades itlia auto esporte g
1776,WhatsApp afirma que volume de mensagens encaminhadas caiu 70% após limite de envio a apenas um destinatário | Tecnologia | G1,0,whatsapp afirma volume mensagens encaminhadas caiu aps limite envio apenas destinatrio tecnologia g,whatsapp afirma volum mensagen encaminhada caiu ap limit envio apena destinatrio tecnologia g,whatsapp afirma volume mensagens encaminhadas caiu aps limite envio apenas destinatrio tecnologia g
1778,Governo afrouxa critérios que bancos públicos têm que observar para concessão de crédito | Economia | G1,0,governo afrouxa critrios bancos pblicos tm observar concesso crdito economia g,governo afrouxa critrio banco pblico tm observar concesso crdito economia g,governo afrouxa critrios bancos pblicos tm observar concesso crdito economia g
1779,Empresa diz que aplicativo Mail do iPhone tem falha grave; Apple avalia que não há risco para usuários | Blog do Altieres Rohr | G1,0,empresa diz aplicativo mail iphone falha grave apple avalia h risco usurios blog altieres rohr g,empresa diz aplicativo mail iphon falha grave appl avalia h risco usurio blog altier rohr g,empresa diz aplicativo mail iphone falha grave apple avalia h risco usurios blog altieres rohr g
1783,Volkswagen e Scania retomam a produção de caminhões e ônibus no Brasil | Caminhões | G1,0,volkswagen scania retomam produo caminhes nibus brasil caminhes g,volkswagen scania retomam produo caminh nibu brasil caminh g,volkswagen scania retomam produo caminhes nibus brasil caminhes g
1786,Governo federal confirma R$ 500 milhões para apoiar agricultura familiar na pandemia do coronavírus | Agronegócios | G1,0,governo federal confirma r milhes apoiar agricultura familiar pandemia coronavrus agronegcios g,governo feder confirma r milh apoiar agricultura familiar pandemia coronavru agronegcio g,governo federal confirma r milhes apoiar agricultura familiar pandemia coronavrus agronegcios g
1787,Site para apostas nas loterias da Caixa tem instabilidade há quase duas semanas | Loterias | G1,0,site apostas loterias caixa instabilidade h quase duas semanas loterias g,site aposta loteria caixa instabilidad h quas dua semana loteria g,site apostas loterias caixa instabilidade h quase duas semanas loterias g
1791,Moro dá 'unfollow' em Bolsonaro em rede social; presidente ainda segue seu ex-ministro | Blog Ana Flor | G1,0,moro d unfollow bolsonaro rede social presidente ainda segue exministro blog ana flor g,moro d unfollow bolsonaro rede social president ainda segu exministro blog ana flor g,moro d unfollow bolsonaro rede social presidente ainda segue exministro blog ana flor g
1793,Embraer abre processo de arbitragem após Boeing rescindir acordo entre as empresas | Vale do Paraíba e Região | G1,0,embraer abre processo arbitragem aps boeing rescindir acordo empresas vale paraba regio g,embraer abr processo arbitragem ap boe rescindir acordo empresa vale paraba regio g,embraer abre processo arbitragem aps boeing rescindir acordo empresas vale paraba regio g
1813,Conselho Nacional de Educação recomenda que aulas não presenciais contem como carga horária em tempos de pandemia | Educação | G1,0,conselho nacional educao recomenda aulas presenciais contem carga horria tempos pandemia educao g,conselho nacion educao recomenda aula presenciai contem carga horria tempo pandemia educao g,conselho nacional educao recomenda aulas presenciais contem carga horria tempo pandemia educao g
1814,Coronavírus: Unicamp integra pesquisa para mapear impacto da pandemia na população brasileira | Campinas e Região | G1,0,coronavrus unicamp integra pesquisa mapear impacto pandemia populao brasileira campinas regio g,coronavru unicamp integra pesquisa mapear impacto pandemia populao brasileira campina regio g,coronavrus unicamp integra pesquisa mapear impacto pandemia populao brasileira campinas regio g
1815,STF abre inquérito para investigar Weintraub por suposto racismo contra chineses | Política | G1,0,stf abre inqurito investigar weintraub suposto racismo contra chineses poltica g,stf abr inqurito investigar weintraub suposto racismo contra chines poltica g,stf abre inqurito investigar weintraub suposto racismo contra chinese poltica g
1816,Israel testa volta às aulas durante pandemia de novo coronavírus | Blog da Sandra Cohen | G1,0,israel testa volta s aulas durante pandemia novo coronavrus blog sandra cohen g,israel testa volta s aula durant pandemia novo coronavru blog sandra cohen g,israel testa volta s aulas durante pandemia novo coronavrus blog sandra cohen g
1817,Justiça mantém cronograma do Enem e determina 2 de maio como data limite para pedir isenção da taxa | Enem 2020 | G1,0,justia mantm cronograma enem determina maio data limite pedir iseno taxa enem g,justia mantm cronograma enem determina maio data limit pedir iseno taxa enem g,justia mantm cronograma enem determina maio data limite pedir iseno taxon enem g
1818,Câmara conclui votação de projeto que suspende pagamento do Fies durante a pandemia | Política | G1,0,cmara conclui votao projeto suspende pagamento fies durante pandemia poltica g,cmara conclui votao projeto suspend pagamento fie durant pandemia poltica g,cmara conclui votao projeto suspende pagamento fies durante pandemia poltica g
1823,Alfredo Marcondes e Rosana têm processo seletivo e concursos públicos com inscrições abertas | Presidente Prudente e Região | G1,0,alfredo marcondes rosana tm processo seletivo concursos pblicos inscries abertas presidente prudente regio g,alfredo marcond rosana tm processo seletivo concurso pblico inscri aberta president prudent regio g,alfredo marcondes rosana tm processo seletivo concursos pblicos inscries abertas presidente prudente regio g
1826,Guedes diz que retomada virá pelo investimento privado: 'PAC já foi seguido e deu errado' | Economia | G1,0,guedes diz retomada vir investimento privado pac j seguido deu errado economia g,gued diz retomada vir investimento privado pac j seguido deu errado economia g,guedes diz retomada vir investimento privado pac j seguido deu errado economia g
1832,Campus Party 2020 adia eventos presenciais no Brasil e anuncia edição digital em Brasília | Distrito Federal | G1,0,campus party adia eventos presenciais brasil anuncia edio digital braslia distrito federal g,campu parti adia evento presenciai brasil anuncia edio digit braslia distrito feder g,campus party adia eventos presenciais brasil anuncia edio digital braslia distrito federal g
1839,"Dólar opera em queda e volta a ficar abaixo de R$ 5,40 | Economia | G1",0,dlar opera queda volta ficar abaixo r economia g,dlar opera queda volta ficar abaixo r economia g,dlar opera queda volta ficar abaixo r economia g
1840,Preços de petróleo avançam após crescimento abaixo do esperado em estoques dos EUA | Economia | G1,0,preos petrleo avanam aps crescimento abaixo esperado estoques eua economia g,preo petrleo avanam ap crescimento abaixo esperado estoqu eua economia g,preos petrleo avanam aps crescimento abaixo esperado estoques eua economia g
1845,INSS: segurados podem pedir mudança do pagamento para conta corrente | Economia | G1,0,inss segurados podem pedir mudana pagamento conta corrente economia g,inss segurado podem pedir mudana pagamento conta corrent economia g,ins segurados podem pedir mudana pagamento conta corrente economia g
1846,"Eric Yuan, o bilionário criador do Zoom que viu sua fortuna se multiplicar durante pandemia | Tecnologia | G1",0,eric yuan bilionrio criador zoom viu fortuna multiplicar durante pandemia tecnologia g,eric yuan bilionrio criador zoom viu fortuna multiplicar durant pandemia tecnologia g,eric yuan bilionrio criador zoom viu fortuna multiplicar durante pandemia tecnologia g
1848,"Com revogação de MP, acidente no trajeto até emprego volta a ser considerado como de trabalho | Concursos e Emprego | G1",0,revogao mp acidente trajeto at emprego volta considerado trabalho concursos emprego g,revogao mp acident trajeto at emprego volta considerado trabalho concurso emprego g,revogao mp acidente trajeto at emprego volta considerado trabalho concursos emprego g
1849,"Google libera Meet, ferramenta executiva de vídeochamadas, para todos os usuários | Tecnologia | G1",0,google libera meet ferramenta executiva vdeochamadas todos usurios tecnologia g,googl libera meet ferramenta executiva vdeochamada todo usurio tecnologia g,google libera meet ferramenta executiva vdeochamadas todos usurios tecnologia g
1850,Microsoft corrige brecha no Teams que deixava contas expostas ao receber links de imagens | Blog do Altieres Rohr | G1,0,microsoft corrige brecha teams deixava contas expostas receber links imagens blog altieres rohr g,microsoft corrig brecha team deixava conta exposta receb link imagen blog altier rohr g,microsoft corrige brecha team deixava contas expostas receber link imagens blog altieres rohr g
1854,Vale reverte prejuízo e tem lucro de R$ 984 milhões no 1 trimestre de 2020 | Economia | G1,0,vale reverte prejuzo lucro r milhes trimestre economia g,vale revert prejuzo lucro r milh trimestr economia g,vale reverte prejuzo lucro r milhes trimestre economia g
1857,"Petrobras prevê concluir 2020 com dívida bruta de US$ 87 bi, mesmo patamar de 2019 | Economia | G1",0,petrobras prev concluir dvida bruta us bi patamar economia g,petrobra prev concluir dvida bruta us bi patamar economia g,petrobras prev concluir dvida bruta u bi patamar economia g
1863,Estudo prevê que pandemia no Brasil chegue ao fim em agosto - Notícias - R7 Tecnologia e Ciência,0,estudo prev pandemia brasil chegue fim agosto notcias r tecnologia cincia,estudo prev pandemia brasil chegu fim agosto notcia r tecnologia cincia,estudo prev pandemia brasil chegue fim agosto notcias r tecnologia cincia
1878,Enem: Estudantes terão até 2 de maio para pedir isenção; veja efeitos de decisões judiciais no cronograma | Enem 2020 | G1,0,enem estudantes tero at maio pedir iseno veja efeitos decises judiciais cronograma enem g,enem estudant tero at maio pedir iseno veja efeito decis judiciai cronograma enem g,enem estudantes tero at maio pedir iseno veja efeitos decises judiciais cronograma enem g
1882,Isolamento faz gigantes de tecnologia liberarem aplicativos e lançarem funções novas: veja o que mudou | Tecnologia | G1,0,isolamento faz gigantes tecnologia liberarem aplicativos lanarem funes novas veja mudou tecnologia g,isolamento faz gigant tecnologia liberarem aplicativo lanarem fune nova veja mudou tecnologia g,isolamento faz gigantes tecnologia liberarem aplicativos lanarem funes nova veja mudou tecnologia g
1883,Hackers precisam invadir o celular ou computador para clonar cartões de crédito | Blog do Altieres Rohr | G1,0,hackers precisam invadir celular computador clonar cartes crdito blog altieres rohr g,hacker precisam invadir celular computador clonar cart crdito blog altier rohr g,hacker precisam invadir celular computador clonar carte crdito blog altieres rohr g
1889,Medida Provisória adia Lei Geral de Proteção de Dados para 2021 | Tecnologia | G1,0,medida provisria adia lei geral proteo dados tecnologia g,medida provisria adia lei geral proteo dado tecnologia g,medida provisria adia lei geral proteo dado tecnologia g
1890,"Após Trump sugerir restringir viagens entre EUA e Brasil, Pompeo quer retomar voos para 'recuperar economia' | Mundo | G1",0,aps trump sugerir restringir viagens eua brasil pompeo quer retomar voos recuperar economia mundo g,ap trump sugerir restringir viagen eua brasil pompeo quer retomar voo recuperar economia mundo g,aps trump sugerir restringir viagens eua brasil pompeo quer retomar voos recuperar economia mundo g
1891,Grupo Volkswagen cita crise sem precedentes ao fazer balanço de vendas do 1 trimestre | Auto Esporte | G1,0,grupo volkswagen cita crise precedentes fazer balano vendas trimestre auto esporte g,grupo volkswagen cita crise precedent fazer balano venda trimestr auto esport g,grupo volkswagen cita crise precedentes fazer balano vendas trimestre auto esporte g
1895,"STF derruba dois trechos, mas mantém MP que flexibiliza leis trabalhistas durante a pandemia | Política | G1",0,stf derruba dois trechos mantm mp flexibiliza leis trabalhistas durante pandemia poltica g,stf derruba doi trecho mantm mp flexibiliza lei trabalhista durant pandemia poltica g,stf derruba doi trechos mantm mp flexibiliza lei trabalhistas durante pandemia poltica g
1896,Apple e Google começam testes de notificação em tecnologia criada para rastrear o coronavírus com bluetooth | Tecnologia | G1,0,apple google comeam testes notificao tecnologia criada rastrear coronavrus bluetooth tecnologia g,appl googl comeam test notificao tecnologia criada rastrear coronavru bluetooth tecnologia g,apple google comeam testis notificao tecnologia criada rastrear coronavrus bluetooth tecnologia g
1901,Exército abre concurso nacional com 440 vagas para quem tem nível médio | Concursos e Emprego | G1,0,exrcito abre concurso nacional vagas nvel mdio concursos emprego g,exrcito abr concurso nacion vaga nvel mdio concurso emprego g,exrcito abre concurso nacional vagas nvel mdio concursos emprego g
1926,Unicamp prevê queda de R$ 220 milhões na receita e propõe corte de R$ 72 milhões no gasto do ano | Campinas e Região | G1,0,unicamp prev queda r milhes receita prope corte r milhes gasto ano campinas regio g,unicamp prev queda r milh receita prope cort r milh gasto ano campina regio g,unicamp prev queda r milhes receita prope corte r milhes gasto ano campinas regio g
1933,"Remessas de brasileiros nos EUA caem até 90%, mas podem aliviar auge da crise no Brasil | Economia | G1",0,remessas brasileiros eua caem at podem aliviar auge crise brasil economia g,remessa brasileiro eua caem at podem aliviar aug crise brasil economia g,remessas brasileiros eua caem at podem aliviar auge crise brasil economia g
1935,País tem ao menos 91 concursos públicos abertos com mais de 15 mil vagas | Concursos e Emprego | G1,0,pas menos concursos pblicos abertos mil vagas concursos emprego g,pa meno concurso pblico aberto mil vaga concurso emprego g,pa menos concursos pblicos abertos mil vagas concursos emprego g
1944,Produtora de Goiás cria 'barraca da honestidade' para melhorar as vendas de hortaliças e verduras | Globo Rural | G1,0,produtora gois cria barraca honestidade melhorar vendas hortalias verduras globo rural g,produtora goi cria barraca honestidad melhorar venda hortalia verdura globo rural g,produtora gois cria barraca honestidade melhorar vendas hortalias verduras globo rural g
1945,Produtores de flores amargam prejuízo de pelo menos R$ 300 milhões por conta do coronavírus | Globo Rural | G1,0,produtores flores amargam prejuzo menos r milhes conta coronavrus globo rural g,produtor flore amargam prejuzo meno r milh conta coronavru globo rural g,produtores flores amargam prejuzo menos r milhes conta coronavrus globo rural g
1957,Auxílio emergencial: Caixa amplia horário de todas as agências a partir de segunda-feira | Economia | G1,0,auxlio emergencial caixa amplia horrio todas agncias partir segundafeira economia g,auxlio emergenci caixa amplia horrio toda agncia partir segundafeira economia g,auxlio emergencial caixa amplia horrio toda agncias partir segundafeira economia g
1961,Petróleo registra a primeira semana de alta após sequência negativa | Economia | G1,0,petrleo registra primeira semana alta aps sequncia negativa economia g,petrleo registra primeira semana alta ap sequncia negativa economia g,petrleo registra primeira semana alta aps sequncia negativa economia g
1962,"Fila em agências para receber auxílio de R$ 600 é 'algo inevitável', diz presidente da Caixa | Economia | G1",0,fila agncias receber auxlio r algo inevitvel diz presidente caixa economia g,fila agncia receb auxlio r algo inevitvel diz president caixa economia g,filum agncias receber auxlio r algo inevitvel diz presidente caixa economia g
1963,"Não há possibilidade de pagar 50 milhões de pessoas e não existir fila, diz presidente da Caixa | Economia | G1",0,h possibilidade pagar milhes pessoas existir fila diz presidente caixa economia g,h possibilidad pagar milh pessoa existir fila diz president caixa economia g,h possibilidade pagar milhes pessoas existir filum diz presidente caixa economia g
1964,"Programa espião para Android conseguiu chegar à Play Store para atacar usuários, diz empresa | Blog do Altieres Rohr | G1",0,programa espio android conseguiu chegar play store atacar usurios diz empresa blog altieres rohr g,programa espio android conseguiu chegar play store atacar usurio diz empresa blog altier rohr g,programa espio android conseguiu chegar play store atacar usurios diz empresa blog altieres rohr g
1965,"Plano Safra precisa ter juros menores e mais subvenção do governo, diz presidente da Agrishow | Ribeirão Preto e Franca | G1",0,plano safra precisa ter juros menores subveno governo diz presidente agrishow ribeiro preto franca g,plano safra precisa ter juro menor subveno governo diz president agrishow ribeiro preto franca g,plano safra precisa ter juros menores subveno governo diz presidente agrishow ribeiro preto franca g
1966,"Jeff Bezos, presidente da Amazon, é chamado para depor no Congresso dos EUA | Tecnologia | G1",0,jeff bezos presidente amazon chamado depor congresso eua tecnologia g,jeff bezo president amazon chamado depor congresso eua tecnologia g,jeff bezos presidente amazon chamado depor congresso eua tecnologia g
1967,Governo prepara socorro para empresas que prestam serviços de apoio em aeroportos | Economia | G1,0,governo prepara socorro empresas prestam servios apoio aeroportos economia g,governo prepara socorro empresa prestam servio apoio aeroporto economia g,governo prepara socorro empresas prestam servios apoio aeroportos economia g
1978,"Com 100 milhões sem esgoto, saneamento é desafio em pandemia - Notícias - R7 Saúde",0,milhes esgoto saneamento desafio pandemia notcias r sade,milh esgoto saneamento desafio pandemia notcia r sade,milhes esgoto saneamento desafio pandemia notcias r sade
2004,"Sem internet, merenda e lugar para estudar: veja obstáculos do ensino à distância na rede pública durante a pandemia de Covid-19 | Educação | G1",0,internet merenda lugar estudar veja obstculos ensino distncia rede pblica durante pandemia covid educao g,internet merenda lugar estudar veja obstculo ensino distncia rede pblica durant pandemia covid educao g,internet merenda lugar estudar veja obstculos ensino distncia rede pblica durante pandemia covid educao g
2005,Vestibular da Unicamp: coronavírus e queixas de estudantes fazem Comvest reduzir lista de livros | Campinas e Região | G1,0,vestibular unicamp coronavrus queixas estudantes fazem comvest reduzir lista livros campinas regio g,vestibular unicamp coronavru queixa estudant fazem comvest reduzir lista livro campina regio g,vestibular unicamp coronavrus queixas estudantes fazem comvest reduzir lista livros campinas regio g
2015,Membros do Fed veem recuperação lenta e desigual nos EUA após coronavírus | Economia | G1,0,membros fed veem recuperao lenta desigual eua aps coronavrus economia g,membro fed veem recuperao lenta desigu eua ap coronavru economia g,membros fed veem recuperao lenta desigual eua aps coronavrus economia g
2018,"Fitch mantém nota de crédito do Brasil, mas coloca perspectiva como negativa | Economia | G1",0,fitch mantm nota crdito brasil coloca perspectiva negativa economia g,fitch mantm nota crdito brasil coloca perspectiva negativa economia g,fitch mantm nota crdito brasil coloca perspectiva negativa economia g
2022,Petróleo fecha em forte alta e tem quinta sessão consecutiva de ganhos | Economia | G1,0,petrleo fecha forte alta quinta sesso consecutiva ganhos economia g,petrleo fecha fort alta quinta sesso consecutiva ganho economia g,petrleo fecha forte alta quinta sesso consecutiva ganhos economia g
2023,Twitter testa alerta para usuários repensarem respostas ofensivas antes da publicação | Tecnologia | G1,0,twitter testa alerta usurios repensarem respostas ofensivas antes publicao tecnologia g,twitter testa alerta usurio repensarem resposta ofensiva ant publicao tecnologia g,twitter testa alerta usurios repensarem respostas ofensivas ante publicao tecnologia g
2027,"Inadimplência na conta de luz sobe de 3% para 12% na pandemia, diz ministério | Economia | G1",0,inadimplncia conta luz sobe pandemia diz ministrio economia g,inadimplncia conta luz sobe pandemia diz ministrio economia g,inadimplncia conta luz sobe pandemia diz ministrio economia g
2033,Bilionário Elon Musk mostra primeira foto de filho com cantora e posta suposto nome bizarro | Auto Esporte | G1,0,bilionrio elon musk mostra primeira foto filho cantora posta suposto nome bizarro auto esporte g,bilionrio elon musk mostra primeira foto filho cantora posta suposto nome bizarro auto esport g,bilionrio elon musk mostra primeira foto filho cantora posta suposto nome bizarro auto esporte g
2036,Chevrolet anuncia aumento de 4% nos preços de toda a sua linha no Brasil; Onix Joy parte de R$ 52.150 | Auto Esporte | G1,0,chevrolet anuncia aumento preos toda linha brasil onix joy parte r auto esporte g,chevrolet anuncia aumento preo toda linha brasil onix joy part r auto esport g,chevrolet anuncia aumento preos toda linha brasil onix joy parte r auto esporte g
2037,Trabalhador que teve jornada reduzida ou contrato suspenso pode verificar pagamento de benefício na Carteira de Trabalho Digital | Economia | G1,0,trabalhador jornada reduzida contrato suspenso pode verificar pagamento benefcio carteira trabalho digital economia g,trabalhador jornada reduzida contrato suspenso pode verificar pagamento benefcio carteira trabalho digit economia g,trabalhador jornada reduzida contrato suspenso pode verificar pagamento benefcio carteira trabalho digital economia g
2039,Auxílio Emergencial: governo lança ferramenta para trabalhador saber o motivo da exclusão | Economia | G1,0,auxlio emergencial governo lana ferramenta trabalhador saber motivo excluso economia g,auxlio emergenci governo lana ferramenta trabalhador saber motivo excluso economia g,auxlio emergencial governo lana ferramenta trabalhador saber motivo excluso economia g
2040,Xiaomi atualiza navegadores após especialistas denunciarem que apps coletavam informações de usuários | Blog do Altieres Rohr | G1,0,xiaomi atualiza navegadores aps especialistas denunciarem apps coletavam informaes usurios blog altieres rohr g,xiaomi atualiza navegador ap especialista denunciarem app coletavam informa usurio blog altier rohr g,xiaomi atualiza navegadores aps especialistas denunciarem apps coletavam informaes usurios blog altieres rohr g
2043,Empresa do setor de energia renovável abre 142 vagas de emprego no Ceará | Ceará | G1,0,empresa setor energia renovvel abre vagas emprego cear cear g,empresa setor energia renovvel abr vaga emprego cear cear g,empresa setor energia renovvel abre vagas emprego cear cear g
2050,Polícia prende 10 pessoas em operação contra o tráfico de drogas em Belo Horizonte - Notícias - R7 JR na TV,0,polcia prende pessoas operao contra trfico drogas belo horizonte notcias r jr tv,polcia prend pessoa operao contra trfico droga belo horizont notcia r jr tv,polcia prende pessoas operao contra trfico drogas belo horizonte notcias r jr tv
2074,"Na pandemia, 22% das faculdades particulares pausaram atividades e não adotaram o ensino remoto, diz pesquisa | Educação | G1",0,pandemia faculdades particulares pausaram atividades adotaram ensino remoto diz pesquisa educao g,pandemia faculdad particular pausaram atividad adotaram ensino remoto diz pesquisa educao g,pandemia faculdades particulares pausaram atividades adotaram ensino remoto diz pesquisa educao g
2075,MEC vai criar 'Enem seriado' com reformulação das avaliações da educação básica | Educação | G1,0,mec vai criar enem seriado reformulao avaliaes educao bsica educao g,mec vai criar enem seriado reformulao avalia educao bsica educao g,mec vai criar enem seriado reformulao avaliaes educao bsica educao g
2079,"Grimes explica pronúncia do nome de bebê com Elon Musk, mas registro pode ser barrado | Auto Esporte | G1",0,grimes explica pronncia nome beb elon musk registro pode barrado auto esporte g,grime explica pronncia nome beb elon musk registro pode barrado auto esport g,grime explica pronncia nome beb elon musk registro pode barrado auto esporte g
2081,Bolsonaro vai ao STF com ministros e empresários e faz apelo para amenizar medidas restritivas nos estados | Política | G1,0,bolsonaro vai stf ministros empresrios faz apelo amenizar medidas restritivas estados poltica g,bolsonaro vai stf ministro empresrio faz apelo amenizar medida restritiva estado poltica g,bolsonaro vai stf ministros empresrios faz apelo amenizar medidas restritivas estados poltica g
2087,"Vendas de veículos usados caem 83% em abril, diz Fenauto | Auto Esporte | G1",0,vendas veculos usados caem abril diz fenauto auto esporte g,venda veculo usado caem abril diz fenauto auto esport g,vendas veculos usados caem abril diz fenauto auto esporte g
2091,Pedidos de seguro desemprego nos EUA chegam a 33 milhões em 7 semanas | Economia | G1,0,pedidos seguro desemprego eua chegam milhes semanas economia g,pedido seguro desemprego eua chegam milh semana economia g,pedidos seguro desemprego eua chegam milhes semanas economia g
2093,"Dólar opera em alta após corte na Selic e chega a R$ 5,87 | Economia | G1",0,dlar opera alta aps corte selic chega r economia g,dlar opera alta ap cort selic chega r economia g,dlar opera alta aps corte selic chega r economia g
2096,Banco da Inglaterra vê pior recessão em 300 anos mas adia mais estímulos | Economia | G1,0,banco inglaterra v pior recesso anos adia estmulos economia g,banco inglaterra v pior recesso ano adia estmulo economia g,banco inglaterra v pior recesso ano adia estmulos economia g
2102,"Banco do Brasil tem lucro de R$ 3,2 bilhões no 1 trimestre, queda de 20% | Economia | G1",0,banco brasil lucro r bilhes trimestre queda economia g,banco brasil lucro r bilh trimestr queda economia g,banco brasil lucro r bilhes trimestre queda economia g
2103,"Com menor consumo de cerveja durante pandemia, lucro da Ambev cai 56% no 1 trimestre | Economia | G1",0,menor consumo cerveja durante pandemia lucro ambev cai trimestre economia g,menor consumo cerveja durant pandemia lucro ambev cai trimestr economia g,menor consumo cerveja durante pandemia lucro ambev cai trimestre economia g
2105,"Três em cada quatro brasileiros vão manter consumo reduzido após pandemia, diz pesquisa da CNI | Economia | G1",0,trs cada quatro brasileiros vo manter consumo reduzido aps pandemia diz pesquisa cni economia g,tr cada quatro brasileiro vo manter consumo reduzido ap pandemia diz pesquisa cni economia g,trs cada quatro brasileiros vo manter consumo reduzido aps pandemia diz pesquisa cni economia g
2107,Senado aprova projeto que prevê ajuda financeira a estados e municípios | Política | G1,0,senado aprova projeto prev ajuda financeira estados municpios poltica g,senado aprova projeto prev ajuda financeira estado municpio poltica g,senado aprova projeto prev ajuda financeira estados municpios poltica g
2111,Mercado de livros tem queda de 48% no faturamento em abril após fechamento de livrarias por causa da pandemia do coronavírus | Pop & Arte | G1,0,mercado livros queda faturamento abril aps fechamento livrarias causa pandemia coronavrus pop arte g,mercado livro queda faturamento abril ap fechamento livraria causa pandemia coronavru pop art g,mercado livros queda faturamento abril aps fechamento livrarias causa pandemia coronavrus pop arte g
2114,Microsoft oferece recompensa de US$ 100 mil para quem encontrar falhas em sua tecnologia de 'internet das coisas' | Blog do Altieres Rohr | G1,0,microsoft oferece recompensa us mil encontrar falhas tecnologia internet coisas blog altieres rohr g,microsoft oferec recompensa us mil encontrar falha tecnologia internet coisa blog altier rohr g,microsoft oferece recompensa u mil encontrar falhas tecnologia internet coisas blog altieres rohr g
2132,Ministério da Saúde faz levantamento sobre saúde mental do brasileiro,0,ministrio sade faz levantamento sobre sade mental brasileiro,ministrio sade faz levantamento sobr sade mental brasileiro,ministrio sade faz levantamento sobre sade mental brasileiro
2150,"Quem não registrar grupos de WhatsApp em Cartório será condenado por fakenews, diz Dias Toffoli",0,registrar grupos whatsapp cartrio condenado fakenews diz dias toffoli,registrar grupo whatsapp cartrio condenado fakenew diz dia toffoli,registrar grupos whatsapp cartrio condenado fakenews diz dia toffoli
2159,Alunos chineses voltam às aulas com pulseira eletrônica para detectar infecção pelo novo coronavírus | Coronavírus | G1,0,alunos chineses voltam s aulas pulseira eletrnica detectar infeco novo coronavrus coronavrus g,aluno chines voltam s aula pulseira eletrnica detectar infeco novo coronavru coronavru g,alunos chinese voltam s aulas pulseira eletrnica detectar infeco novo coronavrus coronavrus g
2160,"Universidades federais conduzem mais de 800 pesquisas para mapear coronavírus e encontrar uma vacina, diz associação | Educação | G1",0,universidades federais conduzem pesquisas mapear coronavrus encontrar vacina diz associao educao g,universidad federai conduzem pesquisa mapear coronavru encontrar vacina diz associao educao g,universidades federais conduzem pesquisas mapear coronavrus encontrar vacina diz associao educao g
2161,Enem 2020 abre inscrições; provas não foram adiadas 'por enquanto' | Enem 2020 | G1,0,enem abre inscries provas adiadas enquanto enem g,enem abr inscri prova adiada enquanto enem g,enem abre inscries provas adiadas enquanto enem g
2162,Inscrições do Enem 2020 começam nesta segunda em meio a pedidos de adiamento | Enem 2020 | G1,0,inscries enem comeam nesta segunda meio pedidos adiamento enem g,inscri enem comeam nesta segunda meio pedido adiamento enem g,inscries enem comeam nesta segunda meio pedidos adiamento enem g
2163,Presidente do Inep diz que datas do Enem 2020 estão mantidas 'por enquanto' e que 'não dá para fazer previsão' | Enem 2020 | G1,0,presidente inep diz datas enem esto mantidas enquanto d fazer previso enem g,president inep diz data enem esto mantida enquanto d fazer previso enem g,presidente inep diz data enem esto mantidas enquanto d fazer previso enem g
2165,"Unicamp, Unesp e USP pedem repasse de parte da ajuda financeira da União para o estado | Campinas e Região | G1",0,unicamp unesp usp pedem repasse parte ajuda financeira unio estado campinas regio g,unicamp unesp usp pedem repass part ajuda financeira unio estado campina regio g,unicamp unesp usp pedem repasse parte ajuda financeira unio estado campinas regio g
2166,Bolsonaro nomeia novo reitor da Universidade Federal de São João del Rei | Zona da Mata | G1,0,bolsonaro nomeia novo reitor universidade federal so joo del rei zona mata g,bolsonaro nomeia novo reitor universidad feder so joo del rei zona mata g,bolsonaro nomeia novo reitor universidade federal so joo del rei zona mata g
