,sentence_pair_id,premise,hypothesis,relatedness_score,entailment_judgment,premise_processed,hypothesis_processed
3553,1054,"Nas redes sociais, Kim Kardashian agradeceu todas as orações dos fãs.","Kim Kardashian quebrou o silêncio, através das redes sociais, sobre o estado de saúde do ex-cunhado.",2.5,0,"['rede', 'social', 'Kim', 'kardashian', 'agradecer', 'todo', 'oração', 'fã']","['Kim', 'kardashian', 'quebrar', 'silêncio', 'através', 'rede', 'social', 'sobre', 'estado', 'saúde', 'excunhar']"
3554,1055,"Em 2014, o défice português ficou em 7,2% do PIB.","Na União Europeia, o défice também se reduziu, de 3,3% do PIB para 3%.",2.25,0,"['2014', 'défice', 'português', 'ficar', '72', 'pib']","['união', 'europeu', 'défice', 'reduzir', '33', 'pib', '3']"
3555,1056,Alexis Tsipras enfrenta esta quinta-feira a primeira greve geral de 24 horas desde que chegou a primeiro-ministro.,A Grécia vive esta quinta-feira a sua primeira greve geral sob o Governo de Alexis Tsipras.,4.0,1,"['alexisr', 'tsipra', 'enfrentar', 'quintafeira', 'primeiro', 'greve', 'geral', '24', 'hora', 'desde', 'chegar', 'primeiroministro']","['Grécia', 'viver', 'quintafeira', 'primeiro', 'greve', 'geral', 'sob', 'governo', 'alexisr', 'tsipra']"
3556,1057,"Este aumento vai abranger os 1,9 milhões de clientes que ainda se encontram no mercado regulado.","O aumento vai aplicar-se aos 1,9 milhões de clientes no mercado regulado.",4.75,2,"['aumento', 'ir', 'abranger', '19', 'milhão', 'cliente', 'ainda', 'encontrar', 'mercado', 'regular']","['aumento', 'ir', 'aplicarse', '19', 'milhão', 'cliente', 'mercado', 'regular']"
3557,1058,"Na China, a riqueza média de um adulto é de US$ 22 mil por ano.","A segunda posição é da Nova Zelândia, com uma riqueza média por adulto de US$ 400 mil.",2.25,0,"['China', 'riqueza', 'médio', 'adulto', 'us', '22', 'mil', 'ano']","['segundo', 'posição', 'novo', 'zelândia', 'riqueza', 'médio', 'adulto', 'us', '400', 'mil']"
3558,1059,Carlos César foi esta manhã eleito para liderar o grupo parlamentar do PS na nova legislatura.,Carlos César é o novo lider da bancada parlamentar do PS.,4.0,1,"['Carlos', 'césar', 'manhã', 'eleger', 'liderar', 'grupo', 'parlamentar', 'ps', 'novo', 'legislatura']","['Carlos', 'césar', 'novo', 'lider', 'bancada', 'parlamentar', 'ps']"
3559,1060,Theo Walcott (31') e Olivier Giroud (85') apontaram os golos dos Gunners.,"Walcott e Giroud marcaram os gols dos Gunners, que encostam nas primeiras colocações, com 12 pontos.",3.5,0,"['theo', 'Walcott', '31', 'olivier', 'Giroud', '85', 'apontar', 'golo', 'gunner']","['Walcott', 'giroud', 'marcar', 'gol', 'gunner', 'encostar', 'primeiro', 'colocação', '12', 'ponto']"
3560,1061,"Os espanhóis protagonizaram a outra vitória expressiva do mesmo grupo, ao vencerem em casa o Astana por 7-1.",Os sub-19 do Benfica já tinham vencido o Astana por 8-0 na primeira jornada.,2.0,0,"['espanhol', 'protagonizar', 'outro', 'vitória', 'expressivo', 'grupo', 'vencer', 'casa', 'astano', '71']","['Sub19', 'Benfica', 'vencer', 'astano', '80', 'primeiro', 'jornada']"
3561,1062,"Está a circular na Internet uma cópia do contrato que, alegadamente, Jorge Jesus assinou com o Sporting a 5 de junho.","Esta quarta-feira, a mesma fonte revelou o alegado contrato de trabalho de Jorge Jesus com o Sporting.",3.5,0,"['circular', 'Internet', 'cópia', 'contrato', 'alegadamente', 'Jorge', 'jesus', 'assinar', 'Sporting', '5', 'junho']","['quartafeira', 'mesmo', 'fonte', 'revelar', 'alegar', 'contrato', 'trabalho', 'Jorge', 'jesus', 'Sporting']"
3562,1063,"Para Rui Vitória, os jogadores Maicon e Maxi Pereira deveriam ter sido expulsos.","Se Maxi Pereira fosse jogador do Benfica, teria sido expulso no clássico de domingo do Dragão.",3.25,0,"['Rui', 'vitória', 'jogador', 'maicon', 'maxi', 'pereira', 'dever', 'ter', 'ser', 'expulso']","['maxi', 'Pereira', 'jogador', 'Benfica', 'ser', 'expulso', 'clássico', 'domingo', 'dragão']"
3563,1064,"Maureen O'Hara faleceu sábado, aos 95 anos, na sua casa em Idaho, de causas naturais.","Maureen O'Hara morreu este sábado na sua casa em Idaho, nos Estados Unidos.",3.75,1,"['Maureen', 'ohar', 'falecer', 'sábado', '95', 'ano', 'casa', 'idaho', 'causa', 'natural']","['Maureen', 'ohar', 'morrer', 'sábado', 'casa', 'idaho', 'Estados', 'Unidos']"
3564,1065,"Estas questões de fundo, que põem em causa o statu quo em Angola, já lá estavam.","Mas ele já ganhou uma vitória moral, fragilizando muito a credibilidade do statu quo.",2.5,0,"['questão', 'fundo', 'põem', 'causa', 'statr', 'quo', 'angola', 'lá']","['ganhar', 'vitória', 'moral', 'fragilizar', 'credibilidade', 'statr', 'quo']"
3565,1066,"Para Portugal, apenas um quarto prémio de 3850 euros.","Oito apostadores, de fora de Portugal, acertaram no segundo prémio, e vão receber 192.934,80 euros cada.",2.0,0,"['Portugal', 'apenas', 'quarto', 'prémio', '3850', 'euro']","['oito', 'apostador', 'Portugal', 'acertar', 'segundo', 'prémio', 'ir', 'receber', '19293480', 'euro', 'cada']"
3566,1067,"Já o Bate Borisov, por sua vez, mesmo com a derrota se manteve na terceira colocação com três pontos ganhos.",O Bate Borisov só conseguiu assustar o Barcelona pela primeira vez aos 32 minutos da segunda etapa.,2.25,0,"['bater', 'Borisov', 'vez', 'derrota', 'manter', 'terceiro', 'colocação', 'três', 'ponto', 'ganho']","['bater', 'borisov', 'conseguir', 'assustar', 'barcelona', 'primeira', 'vez', '32', 'minuto', 'segundo', 'etapa']"
3567,1068,Sou a favor de que o Presidente indigite Passos como primeiro-ministro.,Indigitou o lider do partido mais votado como primeiro-ministro.,2.75,0,"['favor', 'presidente', 'indigite', 'passo', 'primeiroministro']","['indigitar', 'lider', 'partido', 'votar', 'primeiroministro']"
3568,1069,"Ao fim de 14 anos, Jon Stewart abandonou o “Daily Show”.","O substituto de Jon Stewart no “Daily Show” foi aprovado, embora não com louvor e distinção.",3.25,0,"['fim', '14', 'ano', 'jon', 'stewart', 'abandonar', 'daily', 'show']","['substituto', 'jon', 'stewart', 'daily', 'show', 'aprovar', 'embora', 'louvor', 'distinção']"
3569,1070,O presidente da APDC considera que é preciso mudar os hábitos do sector da restauração.,O presidente da APDC afirma que é necessário mudar os hábitos do sector da restauração.,5.0,2,"['presidente', 'apdcr', 'considerar', 'preciso', 'mudar', 'hábito', 'sector', 'restauração']","['presidente', 'apdcr', 'afirmar', 'necessário', 'mudar', 'hábito', 'sector', 'restauração']"
3570,1071,Um vídeo que mostra uma funcionária do Starbucks a atender uma cliente surda está a tornar-se viral nas redes sociais.,Uma conversa de surdos tornou-se no vídeo viral do momento nas redes sociais.,3.5,0,"['vídeo', 'mostrar', 'funcionár', 'starbuck', 'atender', 'cliente', 'surdo', 'tornarsir', 'viral', 'rede', 'social']","['conversa', 'surr', 'tornouse', 'vídeo', 'viral', 'momento', 'rede', 'social']"
3571,1072,Os ‘ataques’ incessantes de Bruno de Carvalho ao Benfica parecem não incomodar Luís Filipe Vieira.,"Luís Filipe Vieira prometia silêncio, mas acabou por falar das acusações de Bruno de Carvalho.",3.5,0,"['ataque', 'incessante', 'bruno', 'Carvalho', 'Benfica', 'parecer', 'incomodar', 'Luís', 'Filipe', 'Vieira']","['Luís', 'Filipe', 'vieiro', 'prometia', 'silêncio', 'acabar', 'falar', 'acusação', 'bruno', 'Carvalho']"
3572,1073,"O Manchester United vai receber o Manchester City no próximo domingo, para a 10.ª jornada da Premier League.","Com o resultado, os Citizens voltam para a liderança da Premier League, com 22 pontos.",2.0,0,"['manchester', 'United', 'ir', 'receber', 'manchester', 'city', 'próximo', 'domingo', '10', 'jornada', 'premier', 'league']","['resultado', 'citizem', 'voltar', 'liderança', 'premier', 'league', '22', 'ponto']"
3573,1074,"De acordo com o ACNUR, em setembro deste ano foi ultrapassado o meio milhão de chegadas de migrantes às costas europeias.",Mais de meio milhão de migrantes e refugiados entraram na Europa através do Mediterrâneo só este ano.,3.75,0,"['acordo', 'acnur', 'setembro', 'de este', 'ano', 'ultrapassar', 'meio', 'milhão', 'chegar', 'migrante', 'costa', 'europeu']","['meio', 'milhão', 'migrante', 'refugiado', 'entrar', 'Europa', 'através', 'mediterrâneo', 'ano']"
3574,1075,O resultado positivo coloca o Rossonero na 10ª colocação do torneio com seis pontos somados.,O triunfo levou o Rossonero aos seis pontos.,4.0,1,"['resultado', 'positivo', 'colocar', 'rossoneror', '10', 'colocação', 'torneio', 'seis', 'ponto', 'somado']","['triunfo', 'levar', 'rossonero', 'seis', 'ponto']"
3575,1076,"Carlo Ancelotti deu uma entrevista ao jornal inglês ""Daily Mail"" onde falou um pouco de tudo.",A entrevista de Carlo Ancelotti ao periódico inglês Daily Mail tem dado pano para mangas.,3.25,0,"['carlor', 'Ancelotti', 'dar', 'entrevista', 'Jornal', 'inglês', 'daily', 'mail', 'onde', 'falar', 'pouco', 'tudo']","['entrevista', 'carlor', 'Ancelotti', 'periódico', 'inglês', 'daily', 'mail', 'dar', 'pano', 'manga']"
3576,1077,"Foram apreendidas ainda nozes, conservas de pescado e cerca de 1,2 kg de queijo.","Na bagagem levava 10 kg de bacalhau, um queijo de 1,2 kg, nozes e conservas de peixe.",3.5,0,"['apreendida', 'ainda', 'noz', 'conserva', 'pescar', 'cerca', '12', 'kg', 'queijo']","['bagagem', 'levar', '10', 'kg', 'bacalhau', 'queijo', '12', 'kg', 'noz', 'conservo', 'peixe']"
3577,1078,George Boole ficou conhecido pelo papel que a sua pesquisa desempenhou na revolução digital do século XX.,George Boole é um dos pais da chamada Revolução Digital do Século XX.,3.75,1,"['George', 'Boole', 'ficar', 'conhecido', 'papel', 'pesquisa', 'desempenhar', 'revolução', 'digital', 'século', 'xx']","['George', 'boole', 'pai', 'chamar', 'revolução', 'digital', 'século', 'xx']"
3578,1079,"A Apple confirmou que o watchOS, o sistema operacional do relógio, chega no dia 16 de setembro.","O sistema operacional do relógio será atualizado, e aplicativos que funcionam no iPhone também funcionarão no Apple Watch.",3.0,0,"['apple', 'confirmar', 'watchos', 'sistema', 'operacional', 'relógio', 'chegar', 'dia', '16', 'setembro']","['sistema', 'operacional', 'relógio', 'atualizar', 'aplicativo', 'funcionar', 'iphone', 'funcionar', 'apple', 'Watch']"
3579,1080,"Já sobre a actualidade política nacional, José Sócrates diz que, em sua opinião, deve governar quem tem maioria no Parlamento.",José Sócrates não quis adiantar a que direitos políticos se referia em concreto.,1.75,0,"['sobre', 'actualidade', 'político', 'nacional', 'José', 'sócrate', 'dizer', 'opinião', 'dever', 'governar', 'maioria', 'parlamento']","['José', 'sócrate', 'querer', 'adiantar', 'direito', 'político', 'referir', 'concreto']"
3580,1081,"Uma investigação comprovou que estes insetos preferem as flores que produzem néctar com cafeína, libertada para espantar lagartas.","Até agora, pensava-se que estas plantas produziam néctar com cafeína para espantar determinadas insetos, como as lagartas.",3.25,0,"['investigação', 'comprovar', 'inseto', 'preferir', 'flor', 'produzir', 'néctar', 'cafeína', 'libertar', 'espantar', 'lagarta']","['agora', 'pensavase', 'planta', 'produz', 'néctar', 'cafeína', 'espantar', 'determinar', 'inseto', 'lagarta']"
3581,1082,"Ou seja, 1% do total da população possui metade do valor total de ativos disponíveis no mundo.",Os Estados Unidos têm cerca de metade de todos os milionários do mundo.,2.0,0,"['1', 'total', 'população', 'possuir', 'metade', 'valor', 'total', 'ativo', 'disponível', 'mundo']","['Estados', 'Unidos', 'ter', 'cerca', 'metade', 'todo', 'milionário', 'mundo']"
3582,1083,"Segundo Snoop Dogg o site, lançado nessa segunda-feira (21), será como ”uma enciclopédia para o mundo da maconha”, sua maior paixão.",Nessa segunda-feira (21) o rapper Snoop Dogg divulgou o lançamento de um site voltado para sua maior paixão: a maconha.,4.0,1,"['segundo', 'Snoop', 'Dogg', 'site', 'lançar', 'em esse', 'segundafeira', '21', 'enciclopédiar', 'mundo', 'maconho', 'grande', 'paixão']","['em esse', 'segundafeira', '21', 'rapper', 'Snoop', 'Dogg', 'divulgar', 'lançamento', 'site', 'voltar', 'grande', 'paixão', 'maconho']"
3583,1084,Os jogos da quarta eliminatória da Taça de Portugal estão inicialmente marcados para 22 de novembro.,O Sporting recebe o Benfica na quarta eliminatória da Taça de Portugal.,2.5,0,"['jogo', 'quarto', 'eliminatório', 'taço', 'Portugal', 'inicialmente', 'marcar', '22', 'novembro']","['Sporting', 'receber', 'Benfica', 'quarto', 'eliminatório', 'taço', 'Portugal']"
3584,1085,A beta-amilóide é uma proteína anormal que forma placas no cérebro dos doentes com Alzheimer.,"Alguns tinham placas no cérebro, outros depósitos da proteína anormal à volta dos vasos sanguíneos cerebrais.",2.5,0,"['betaamilóidir', 'proteína', 'anormal', 'forma', 'placo', 'cérebro', 'doente', 'alzheimer']","['algum', 'placa', 'cérebro', 'outro', 'depósito', 'proteína', 'anormal', 'voltar', 'vaso', 'sanguíneo', 'cerebral']"
3585,1086,"Em termos absolutos, há mais 4.800 desempregados que no mês anterior, ou seja 633 mil pessoas no total.","No total, houve uma redução de 34.200 cidadãos empregados, levando o total para 4.462.200 pessoas.",3.0,0,"['termo', 'absoluto', '4800', 'desempregado', 'mês', 'anterior', '633', 'mil', 'pessoa', 'total']","['total', 'redução', '34200', 'cidadão', 'empregar', 'levar', 'total', '4462200', 'pessoa']"
3586,1087,"Apelou, por isso, à participação de todos os portugueses a votar, apesar da chuva.","Tenho a certeza de que as pessoas poderão votar, apesar da chuva.",3.5,0,"['apelar', 'participação', 'todo', 'português', 'votar', 'apesar', 'chuva']","['certezar', 'pessoa', 'poder', 'votar', 'apesar', 'chuva']"
3587,1088,O Meo Marés Vivas 2016 vai contar novamente com quatro palcos.,"O MEO Marés Vivas é mais do que um festival nacional, é internacional.",2.25,0,"['meo', 'maré', 'vivo', '2016', 'ir', 'contar', 'novamente', 'quatro', 'palco']","['meo', 'maré', 'vivo', 'festival', 'nacional', 'internacional']"
3588,1089,"Há 30 anos, a trilogia Back To the Future antecipou como íamos viver no futuro.",A triologia cinematográfica Back To the Future nos levou a imaginar o futuro. ,3.5,0,"['30', 'ano', 'trilogiar', 'Back', 'to', 'the', 'future', 'antecipar', 'íamos', 'viver', 'futuro']","['triologia', 'cinematográfico', 'backr', 'to', 'the', 'future', 'levar', 'imaginar', 'futuro']"
3589,1090,O óleo de coco é a substância mais saudável para fritar.,"Se pensa que fritar alimentos com óleo vegetal é mais saudável do que usar manteiga, está enganado.",2.5,0,"['óleo', 'coco', 'substância', 'saudável', 'fritar']","['pensar', 'fritar', 'alimento', 'óleo', 'vegetal', 'saudável', 'usar', 'manteiga', 'enganar']"
3590,1091,"Já as forças de segurança israelitas dizem ter matado, pelo menos, 72 palestinianos.",Uma e outra forma de violência têm sido usadas na mais recente vaga de ataques entre israelitas e palestinianos.,2.5,0,"['força', 'seguranço', 'israelita', 'dizer', 'ter', 'matar', 'menos', '72', 'palestiniano']","['outro', 'forma', 'violência', 'ter', 'ser', 'usar', 'recente', 'vaga', 'ataque', 'israelita', 'palestiniano']"
3591,1092,"João Sousa perdeu o embate com Grigor Dimitrov, na 2ª ronda do Open da Malásia, por 2-1.","João Sousa encontra com o búlgaro Grigor Dimitrov, quarto cabeça-de-série e 19.º do ranking.",3.25,0,"['João', 'Sousa', 'perder', 'embate', 'grigor', 'dimitrov', '2', 'ronda', 'Open', 'malásia', '21']","['João', 'Sousa', 'encontrar', 'búlgaro', 'grigor', 'Dimitrov', 'quarto', 'cabeçadesérie', '19', 'ranking']"
3592,1093,"A Playboy vai continuar a mostrar imagens de mulheres em poses provocantes, mas já não vão estar nuas.",A Playboy vai deixar de trazer imagens de mulheres nuas.,3.75,1,"['playboy', 'ir', 'continuar', 'mostrar', 'imagem', 'mulher', 'pose', 'provocante', 'ir', 'nuo']","['playboy', 'ir', 'deixar', 'trazer', 'imagem', 'mulher', 'nuo']"
3593,1094,"Outra equipa da região, o Vilafranquense, também segue para a terceira eliminatória, após ter goleado o Manteigas por 8-1.","Na 2ª eliminatória, o Vilafranquense afastou o Manteigas, com uma vitória categórica, por 8-1.",4.0,1,"['outro', 'equipa', 'Região', 'vilafranquense', 'seguir', 'terceiro', 'eliminatória', 'após', 'ter', 'golear', 'manteiga', '81']","['2', 'eliminatória', 'vilafranquense', 'afastar', 'manteigo', 'vitória', 'categórico', '81']"
3594,1095,"No Metro de Lisboa, registam-se 6.602 multas, o que perfaz um total de 925 mil euros.","Os fiscais Metro de Lisboa passaram 6.602 multas, equivalentes a 925 mil euros.",4.75,2,"['Metro', 'Lisboa', 'registamser', '6602', 'multa', 'perfazr', 'total', '925', 'mil', 'euro']","['fiscal', 'Metro', 'Lisboa', 'passar', '6602', 'multa', 'equivalente', '925', 'mil', 'euro']"
3595,1096,"Esta terça-feira, leva ""Uma noite na lua"" ao teatro Tivoli, em Lisboa.","Gregório Duvivier regressa a Lisboa com ""Uma Noite na Lua"", no teatro Tivoli.",4.0,0,"['terçafeira', 'levar', 'noite', 'lua', 'teatro', 'tivoli', 'Lisboa']","['gregório', 'duvivier', 'regressar', 'Lisboa', 'noite', 'lua', 'teatro', 'tivolir']"
3596,1097,"Adriano de Souza já ganhou em Portugal, Fanning também é forte em Portugal.",Tanto Fanning como Adriano de Souza apresentaram-se descontraídos e animados.,2.25,0,"['adriano', 'Souza', 'ganhar', 'Portugal', 'fanning', 'forte', 'Portugal']","['tanto', 'fanning', 'adriano', 'souza', 'apresentaramse', 'descontraír', 'animar']"
3597,1098,E a gestão comunicacional precisa desses resultados.,Verdade é que a gestão comunicacional do Benfica perdeu o norte.,2.75,0,"['gestão', 'comunicacional', 'precisar', 'de esse', 'resultado']","['verdade', 'gestão', 'comunicacional', 'Benfica', 'perder', 'norte']"
3598,1099,"Sofia morreu na madrugada desta segunda-feira (14), em Miami, nos Estados Unidos.","Logo que chegou aos Estados Unidos, Sofia ficou internada.",2.5,0,"['sofia', 'morrer', 'madrugado', 'de este', 'segundafeira', '14', 'miami', 'Estados', 'Unidos']","['logo', 'chegar', 'Estados', 'Unidos', 'sofia', 'ficar', 'internado']"
3599,1100,A sequência de jogos tem sido enorme e isso traz desgaste físico e mental.,A sequência de jogos muito grande traz desgaste físico e mental.,4.75,2,"['sequência', 'jogo', 'ser', 'enorme', 'trazer', 'desgaste', 'físico', 'mental']","['sequência', 'jogo', 'grande', 'trazer', 'desgaste', 'físico', 'mental']"
3600,1101,"Arnold Schwarzenegger vai ser o anfitrião do programa ""Celebrity Apprentice"".",Arnold Schwarzenegger é a síntese de uma marca global em entretenimento e negócios.,2.75,0,"['arnold', 'schwarzenegger', 'ir', 'anfitrião', 'programa', 'celebrity', 'apprentice']","['arnold', 'schwarzenegger', 'síntese', 'marcar', 'global', 'entretenimento', 'negócio']"
3601,1102,Celso Martinho apresentou a sua demissão dos cargos que detinha na PT.,Não são conhecidos ainda detalhes das razões que levaram Celso Martinho a sair.,2.5,0,"['Celso', 'martinho', 'apresentar', 'demissão', 'cargo', 'deter', 'pt']","['conhecer', 'ainda', 'detalhe', 'razão', 'levar', 'Celso', 'martinho', 'sair']"
3602,1103,"Vitória dos lisboetas por 24-27, depois de uma tremenda recuperação no segundo tempo.",Vitória na segunda jornada sobre o Águas Santas por 25-23.,2.25,0,"['vitória', 'lisboeto', '2427', 'tremenda', 'recuperação', 'segundo', 'tempo']","['vitória', 'segundo', 'jornada', 'sobre', 'água', 'santa', '2523']"
3603,1104,"Kristin Sundman, de 31 anos, dava aulas de música nos EUA há cerca de oito anos.","Kristin Sundman, de 31 anos, atendia pelo nome ""MelodyXXXtune"" na Internet.",2.5,0,"['Kristin', 'sundman', '31', 'ano', 'dar', 'aula', 'música', 'eua', 'cerca', 'oito', 'ano']","['Kristin', 'sundman', '31', 'ano', 'Atendia', 'nome', 'melodyxxxtune', 'Internet']"
3604,1105,"O nome Nexus 6P, no entanto, apareceu agora pela primeira vez.",O Nexus 6P chega com ainda mais poder de fogo.,2.5,0,"['nome', 'nexus', '6p', 'entanto', 'aparecer', 'agora', 'primeiro', 'vez']","['nexus', '6p', 'chegar', 'ainda', 'poder', 'fogo']"
3605,1106,"João Paulo Saraiva adiantou que o processo ""vai ser completamente automático"".","João Paulo Saraiva adiantou ter já pedido ""contributos à oposição"".",2.75,0,"['João', 'Paulo', 'Saraiva', 'adiantar', 'processo', 'ir', 'completamente', 'automático']","['João', 'Paulo', 'saraiva', 'adiantar', 'ter', 'pedir', 'contributos', 'oposição']"
3606,1107,Uma mulher terá tentado abrir uma das portas de um avião da British Airways.,O avião da British Airways já aterrou em segurança no aeroporto internacional Boston Logan.,2.25,0,"['mulher', 'tentar', 'abrir', 'porta', 'avião', 'British', 'airway']","['avião', 'British', 'airways', 'aterrar', 'segurança', 'aeroporto', 'internacional', 'boston', 'logan']"
3607,1108,"Depois basta introduzir o número de telemóvel, e escolher um PIN com seis dígitos.","Aquando da associação dos cartões, deverá definir o pin MB Way composto por seis dígitos.",2.5,0,"['bastar', 'introduzir', 'número', 'telemóvel', 'escolher', 'pin', 'seis', 'dígito']","['aquando', 'associação', 'cartão', 'dever', 'definir', 'pin', 'mb', 'way', 'compor', 'seis', 'dígito']"
3608,1109,"Será divulgada nesta terça-feira, 13 de outubro, a lista dos seis finalistas ao Man Booker Prize.",O vencedor do Man Booker Prize será anunciado em 13 de outubro.,4.0,0,"['divulgar', 'em este', 'terçafeira', '13', 'outubro', 'listar', 'seis', 'finalista', 'man', 'booker', 'prizar']","['vencedor', 'man', 'booker', 'prizar', 'anunciar', '13', 'outubro']"
3609,1110,Remate mal apontado de Niasse sai muito acima da baliza de Rui Patrício.,"Rui Patrício ainda defendeu o remate de Niasse, mas Samedov emendou de cabeça.",3.5,0,"['remate', 'mal', 'apontar', 'niasse', 'sair', 'acima', 'balizo', 'Rui', 'patrício']","['Rui', 'patrício', 'ainda', 'defender', 'remate', 'niasse', 'samedov', 'emendar', 'cabeça']"
3610,1111,Maxi Pereira assegura que não se sente pressionado para fazer o seu primeiro golo com a camisola do FC Porto.,O FC Porto tentou desde o primeiro minuto chegar ao golo.,2.5,0,"['maxi', 'Pereira', 'assegurar', 'sentir', 'pressionar', 'fazer', 'primeiro', 'golo', 'camisola', 'fc', 'Porto']","['fc', 'Porto', 'tentar', 'desde', 'primeiro', 'minuto', 'chegar', 'golo']"
3611,1112,Depois ainda houve tempo para um duelo de cantorias entre Romana e Carlos.,O trio Romana/Santiago/Carlos foi o que mais esmiuçado pela anfitriã.,2.0,0,"['ainda', 'tempo', 'duelo', 'cantoria', 'romano', 'Carlos']","['trio', 'romanasantiagocarlo', 'esmiuçar', 'anfitriã']"
3612,1113,O árbitro Cosme Machado obteve nota negativa no Arouca-Sporting.,O jornalista Valter Madureira explica a nota negativa ao árbitro Cosme Machado.,3.0,0,"['árbitro', 'cosme', 'machado', 'obter', 'nota', 'negativo', 'aroucasporting']","['jornalista', 'valter', 'madureira', 'explicar', 'nota', 'negativo', 'árbitro', 'cosme', 'machar']"
3613,1114,Chris Rock vai ser mais uma vez o anfitrião da cerimónia dos Óscares.,Esta não é a primeira vez que Chris Rock irá ser o mestre de cerimónias.,4.25,1,"['chri', 'rock', 'ir', 'vez', 'anfitrião', 'cerimónia', 'óscar']","['primeiro', 'vez', 'chris', 'rock', 'ir', 'mestre', 'cerimónia']"
3614,1115,"Entretanto, as sondagens realizadas nos últimos dias apontam para um empate técnico entre a Nova Democracia e o Syriza.","Nem Kammenos, nem o próprio Tsipras, acreditam nas sondagens que apontam para um empate técnico.",2.75,0,"['entretanto', 'sondagem', 'realizar', 'último', 'dia', 'apontar', 'empate', 'técnico', 'novo', 'democracia', 'syrizar']","['kammenos', 'próprio', 'tsipra', 'acreditar', 'sondagem', 'apontar', 'empate', 'técnico']"
3615,1116,"O Jumbo lidera os preços mais baixos, garantem os técnicos da Deco.",O Jumbo apresenta os preços mais baixos.,3.75,1,"['jumbo', 'liderar', 'preço', 'baixo', 'garantir', 'técnico', 'DECO']","['jumbo', 'apresentar', 'preço', 'baixo']"
3616,1117,Steve Jobs é uma figura que continua a despertar curiosidade pela maneira como criou a Apple aos 25 anos.,Steve já criara a Apple aos 25 anos.,4.0,1,"['Steve', 'jobs', 'figura', 'continuar', 'despertar', 'curiosidade', 'maneira', 'criar', 'apple', '25', 'ano']","['Steve', 'criar', 'apple', '25', 'ano']"
3617,1118,Teremos que esperar por novidades da Nintendo mas não parece descabido acreditar que futuramente teremos mais conteúdos em Super Smash Bros.,A Nintendo lançou novo conteúdo para as duas versões de Super Smash Bros.,2.5,0,"['esperar', 'novidade', 'ninter', 'parecer', 'descabido', 'acreditar', 'futuramente', 'conteúdo', 'super', 'smash', 'bro']","['ninter', 'lançar', 'novo', 'conteúdo', 'dois', 'versão', 'super', 'smash', 'bro']"
3618,1119,E desde aí nunca mais apitei qualquer jogo importante.,O Benfica contestou-me e disseram-me que nunca mais apitaria um dos jogos mais quentes.,2.25,0,"['desde', 'aí', 'nunca', 'apitei', 'qualquer', 'jogo', 'importante']","['Benfica', 'contestoume', 'disseramme', 'nunca', 'apitar', 'jogo', 'quente']"
3619,1120,"Só em jantares, por ano, deve rondar os 140 mil euros.","Tudo isto dá 40 jantares por época, o que dá cerca de 500 mil euros.",2.75,0,"['jantar', 'ano', 'dever', 'rondar', '140', 'mil', 'euro']","['tudo', 'dar', '40', 'jantar', 'época', 'dar', 'cerca', '500', 'mil', 'euro']"
3620,1121,O Corpo de Bombeiros e a Polícia Militar foram chamados ao local para controlar a situação.,"Os bombeiros e a Polícia Militar foram chamados ao local, para restabelecer a ordem.",5.0,2,"['corpo', 'bombeiro', 'polícia', 'militar', 'chamar', 'local', 'controlar', 'situação']","['bombeiro', 'polícia', 'militar', 'chamar', 'local', 'restabelecer', 'ordem']"
3621,1122,"Na emissão de hoje, o Estado conseguiu um total de 1.300 milhões de euros.",Portugal regressou aos mercados para nova emissão de dívida e conseguiu colocar 1.300 milhões de euros.,3.75,0,"['emissão', 'hoje', 'estar', 'conseguir', 'total', '1300', 'milhão', 'euro']","['Portugal', 'regressar', 'mercado', 'novo', 'emissão', 'dívir', 'conseguir', 'colocar', '1300', 'milhão', 'euro']"
3622,1123,"No julgamento, a equipa de defesa de Pistorius argumentou que este confundira a namorada com um ladrão.","Na altura, Pistorius alegou ter confundido a namorada com um assaltante.",4.0,1,"['julgamento', 'equipar', 'defês', 'pistorius', 'argumentar', 'confundira', 'namorar', 'ladr']","['altura', 'pistorius', 'alegar', 'ter', 'confundir', 'namorar', 'assaltante']"
3623,1124,"No banco de suplentes do Porto vão sentar-se Helton, Martins Indi, Danilo, Herrera, Bueno, Osvaldo e Tello.","Danilo, Herrera e Tello começam no banco de suplentes do Porto.",4.0,1,"['Banco', 'suplente', 'Porto', 'ir', 'sentarse', 'helton', 'Martins', 'indi', 'danilo', 'herrera', 'bueno', 'osvaldo', 'tello']","['danilo', 'herrera', 'tello', 'começar', 'banco', 'suplente', 'Porto']"
3624,1125,"O Paços de Ferreira perdeu pela primeira vez, pelo que agora só FC Porto e Sporting não perderam no campeonato.","FC Porto, Sporting, Rio Ave e Vitória de Setúbal continuam a festejar em todos os jogos.",2.5,0,"['paço', 'Ferreira', 'perder', 'primeiro', 'vez', 'agora', 'fc', 'Porto', 'Sporting', 'perder', 'campeonato']","['fc', 'Porto', 'Sporting', 'Rio', 'ave', 'vitória', 'Setúbal', 'continuar', 'festejar', 'todo', 'jogo']"
