Unnamed: 0,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
8483,R7,['Bolsonaro'],econom vid diz bolsonar reuniã stf,"""Economy is also life"", says Bolsonaro in meeting in the Supreme Court",0.2000000029802322,0.5,0.2000000029802322,0.5,False,2020-05-07 16:03:15.789000+00:00,2020-05-07 19:31:44.415000+00:00,12508626.0
8484,UOL,['Covas'],brun cov diagnostic covid,Bruno Covas is diagnosed with covid,0.1000000014901161,-0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-06-14 05:31:56.064000+00:00,2020-06-14 06:31:39.581000+00:00,3583517.0
8485,G1,['Bolsonaro'],preocup açõ bolsonar busc pont tse,"Concerned about actions, Bolsonaro seeks bridge with TSE",0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-04 22:02:39.980000+00:00,2020-06-05 13:31:50.453000+00:00,55750473.0
8486,UOL,['Bolsonaro'],bolsonar sac chei wassef fal dem diz interlocutor,"Bolsonaro is 'full bag' wassef, who 'talks too much', say interlocutors",-0.3000000119209289,-0.6000000238418579,0.3000000119209289,0.6000000238418579,False,2020-06-22 11:05:38.958000+00:00,2020-06-22 13:32:48.247000+00:00,8829289.0
8487,O Antagonista,"['Bolsonaro', 'Moro']",mor diz bolsonar pt “ negacion ”,"Moro says Bolsonaro and pt are ""denialists""",-0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-06-10 19:32:03.846000+00:00,2020-06-10 21:01:52.178000+00:00,5388332.0
8488,G1,['Bolsonaro'],apoi bolsonar planalt negoc carg centrã quer ministéri,"For support of Bolsonaro, Planalto negotiates positions, but Centrão wants ministries",0.3000000119209289,0.0,0.3000000119209289,0.0,False,2020-04-29 23:01:16.446000+00:00,2020-04-30 20:02:10.971000+00:00,75654525.0
8489,O Antagonista,['Bolsonaro'],bolsonar “ sai daqu ouv ”,"Bolsonaro: ""Get out of here, you've been heard""",0.0,-0.800000011920929,0.0,0.800000011920929,False,2020-06-10 12:31:13.895000+00:00,2020-06-10 14:03:36.029000+00:00,5542134.0
8490,G1,['Bolsonaro'],bolsonar reprov 43 aprov 33 diz datafolh,"Bolsonaro is disapproved by 43% and approved by 33%, says Datafolha",0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-28 16:04:08.625000+00:00,2020-05-29 00:32:17.978000+00:00,30489353.0
8491,Folha de SP,['Bolsonaro'],oposiçã vê versã bolsonar compromet quer busc cpi,Opposition sees version of Bolsonaro compromised and wants to seek CPI,0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-05-25 07:03:03.599000+00:00,2020-05-25 19:32:14.120000+00:00,44950521.0
8492,R7,['Bolsonaro'],bolsonar sobr atos judiciári tud apont cris,Bolsonaro on acts of the Judiciary: 'Everything points to a crisis',-0.1000000014901161,-0.699999988079071,0.1000000014901161,0.699999988079071,False,2020-05-31 07:04:30.777000+00:00,2020-05-31 15:31:45.608000+00:00,30434831.0
8493,UOL,['Bolsonaro'],atos pró contr bolsonar termin tumult brasíl,Acts pro and contra Bolsonaro end in turmoil in Brasilia,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-20 18:31:43.168000+00:00,2020-05-20 23:02:10.476000+00:00,16227308.0
8494,Folha de SP,['Moro'],advog unem dificult carreir mor,Lawyers team up to hinder Moro's career,0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-06-22 22:31:50.137000+00:00,2020-06-22 23:02:13.002000+00:00,1822865.0
8495,Folha de SP,['Bolsonaro'],obsessã bolsonar vir polít reduz opçõ saúd,Bolsonaro obsession turns politics and reduces options for Health,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-15 22:01:29.708000+00:00,2020-05-16 07:31:01.122000+00:00,34171414.0
8496,O Antagonista,['Bolsonaro'],jornal folh process eduard bolsonar dan moral,Journalist folha sues Eduardo Bolsonaro for moral damage,0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-06-15 16:02:43.051000+00:00,2020-06-15 17:02:12.900000+00:00,3569849.0
8497,R7,['Bolsonaro'],pf ped 30 dias conclu açã sobr interferent bolsonar,PF asks 30 days to complete action on interference bolsonaro,-0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-05-29 23:03:43.277000+00:00,2020-05-30 02:02:46.877000+00:00,10743600.0
8498,UOL,['Bolsonaro'],karin kuf advog bolsonar tse fal viv hoj 14h,"Karina Kufa, Bolsonaro lawyer at TSE, speaks live today at 2 pm",0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-16 15:03:38.348000+00:00,2020-06-16 17:05:09.901000+00:00,7291553.0
8499,O Antagonista,['Bolsonaro'],bolsonar exig númer mort covid19 abaix mil dia diz jornal,"Bolsonaro demanded number of deaths by Covid-19 below 1,000 a day, says newspaper",0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-06-08 20:31:50.964000+00:00,2020-06-08 21:32:01.921000+00:00,3610957.0
8500,UOL,['Bolsonaro'],ter fé mediocr crer bolsonar 2022 diz alvar dias,"'It is to have faith in mediocrity to believe in Bolsonaro in 2022,' says Alvaro Dias",0.2000000029802322,-0.699999988079071,0.2000000029802322,0.699999988079071,False,2020-04-28 22:01:18.710000+00:00,2020-04-29 02:02:27.379000+00:00,14468669.0
8501,G1,['Bolsonaro'],paul marinh diz ter prov vazament pf flávi bolsonar,Paulo Marinho says he has evidence of pf leak to Flávio Bolsonaro,0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-05-19 04:03:14.346000+00:00,2020-05-19 14:03:31.534000+00:00,36017188.0
8502,O Antagonista,['Crivella'],mp vai justic contr decret crivell abriu igrej,MP goes to court against crivella decree that opened churches,0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-05-29 20:02:24.750000+00:00,2020-05-29 21:33:54.002000+00:00,5489252.0
8503,Folha de SP,"['Bolsonaro', 'Moro']",mor minimiz condut pressã bolsonar enquant carg,Moro minimized bolsonaro conduct and pressure while in office,-0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-16 17:03:21.554000+00:00,2020-05-16 23:31:21.053000+00:00,23279499.0
8504,Folha de SP,['Bolsonaro'],caval másc bolsonar avanc triunf triunf mort,"On horseback and without mask, Bolsonaro advances to his triumph, the triumph of death",0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-11 10:33:02.542000+00:00,2020-06-11 12:02:39.404000+00:00,5376862.0
8505,UOL,['Bolsonaro'],ministr stf veem med jair bolsonar inconstitucional,Ministers of the Supreme Court see Jair Bolsonaro's measure as unconstitutional,0.2000000029802322,-0.699999988079071,0.2000000029802322,0.699999988079071,False,2020-05-14 20:31:29.103000+00:00,2020-05-14 21:03:10.025000+00:00,1900922.0
8506,G1,['Weintraub'],andré sad aument pressã govern demissã weintraub,ANDRÉIA SADI: Pressure on government increases for Weintraub's resignation,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-06-15 20:31:59.655000+00:00,2020-06-15 23:01:57.466000+00:00,8997811.0
8507,O Antagonista,['Weintraub'],weintraub diz “ desabaf discurs pens ”,"Weintraub says his ""outburst was not a thought speech""",-0.4000000059604645,-0.5,0.4000000059604645,0.5,False,2020-05-25 10:02:59.649000+00:00,2020-05-25 13:01:30.880000+00:00,10711231.0
8508,R7,['Hasselmann'],hasselmann respond denúnc gabinet ódi,Hasselmann responds to 'hate cabinet' complaints,-0.3000000119209289,-0.2000000029802322,0.3000000119209289,0.2000000029802322,False,2020-06-07 15:31:25.275000+00:00,2020-06-07 19:32:10.236000+00:00,14444961.0
8509,Folha de SP,['Bolsonaro'],gilm diz estimul invasã hospital crim carl bolsonar refer doent mental,Gilmar says encouraging hospital invasion is a crime; Carlos Bolsonaro refers to him as 'mentally ill',-0.2000000029802322,-0.5,0.2000000029802322,0.5,False,2020-06-14 22:03:28.090000+00:00,2020-06-15 11:32:00.290000+00:00,48512200.0
8510,Folha de SP,['Covas'],quarenten dur capital paulist opõ equip dor cov,Harsher quarantine for São Paulo capital opposes teams of Doria and Covas,0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-26 23:32:37.251000+00:00,2020-05-27 12:02:47.742000+00:00,45010491.0
8511,UOL,['Bolsonaro'],dá pra cham bolsonar fascist,Can you call Bolsonaro a fascist?,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-26 12:01:31.005000+00:00,2020-06-27 02:05:50.734000+00:00,50659729.0
8512,UOL,['Bolsonaro'],bolsonar suspeit espionag esquerd quer troc pf pe,Bolsonaro suspected 'espionage' from the left and wanted to exchange in PE PF,0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-05-13 23:33:12.256000+00:00,2020-05-14 09:03:21.573000+00:00,34209317.0
8513,O Antagonista,['Bolsonaro'],pergunt sobr witzel bolsonar ri,"Asked about Witzel, Bolsonaro laughs",0.2000000029802322,0.4000000059604645,0.2000000029802322,0.4000000059604645,False,2020-05-26 12:31:24.722000+00:00,2020-05-26 14:03:22.627000+00:00,5517905.0
8514,UOL,['Bolsonaro'],kotsch bolsonar vai acab enforc própr cord,Kotscho: Bolsonaro will end up hanging himself on his own rope,0.0,-0.5,0.0,0.5,False,2020-06-17 18:03:28.830000+00:00,2020-06-17 18:31:34.325000+00:00,1685495.0
8515,UOL,['Bolsonaro'],30 mil mort grand dia jair bolsonar,"30,000 dead: 'Big day' for Jair Bolsonaro",0.0,-0.2000000029802322,0.0,0.2000000029802322,False,2020-06-03 02:31:17.953000+00:00,2020-06-03 19:03:35.167000+00:00,59537214.0
8516,Nexo,['Weintraub'],pod acontec weintraub ida calcul eua,What can happen to Weintraub by the calculated trip to the USA,0.3000000119209289,0.0,0.3000000119209289,0.0,False,2020-06-27 00:31:42.720000+00:00,2020-06-27 10:32:16.637000+00:00,36033917.0
8517,Folha de SP,['Bolsonaro'],am recu prorrog isol ignor decret bolsonar,"AM retreats, extends isolation and ignores bolsonaro decree",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-13 15:01:58.466000+00:00,2020-05-13 21:31:58.764000+00:00,23400298.0
8518,G1,['Bolsonaro'],bolsonar nom deleg rol souz com políc federal,Bolsonaro appoints delegate Rolando de Souza to command the Federal Police,0.3000000119209289,0.0,0.3000000119209289,0.0,False,2020-05-04 14:02:41.862000+00:00,2020-05-04 23:03:59.605000+00:00,32477743.0
8519,Folha de SP,['Bolsonaro'],aras aval ped depoiment bolsonar inquérit sobr interferent pf,Aras evaluates ask bolsonaro testimony in the investigation on interference in PF,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-27 04:04:43.815000+00:00,2020-05-27 12:31:22.921000+00:00,30399106.0
8520,O Antagonista,['Bolsonaro'],bolsonar avis mp reitor pass stf pod derrubál,Bolsonaro was warned that the MP of the rectors did not pass and that the Supreme Court could overthrow her,-0.1000000014901161,-0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-06-12 19:03:27.806000+00:00,2020-06-12 21:31:14.879000+00:00,8867073.0
8521,G1,['Bolsonaro'],bolsonar diz govern aval pag 3 parcel auxíli emergencial,Bolsonaro says government evaluates to pay 3 more installments of emergency aid,-0.3000000119209289,-0.2000000029802322,0.3000000119209289,0.2000000029802322,False,2020-06-25 23:02:34.035000+00:00,2020-06-26 03:05:07.463000+00:00,14553428.0
8522,UOL,['Bolsonaro'],famíl bolsonar relaçã mort mariell franc deleg,"Bolsonaro family has no relation to the death of Marielle Franco, delegate",-0.1000000014901161,-0.800000011920929,0.1000000014901161,0.800000011920929,False,2020-06-10 16:32:47.345000+00:00,2020-06-10 17:02:18.931000+00:00,1771586.0
8523,Folha de SP,['Bolsonaro'],metad empresári aprov govern bolsonar,More than half of entrepreneurs approve Bolsonaro government,-0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-30 06:32:21.740000+00:00,2020-05-30 16:01:42.365000+00:00,34160625.0
8524,G1,['Crivella'],crivell lib shoppings rio part amanhã vej regr,Crivella releases shopping malls in Rio from tomorrow; see the rules,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-10 17:02:14.588000+00:00,2020-06-10 23:02:11.926000+00:00,21597338.0
8525,UOL,['Salles'],sempr defend simplific norm diz sall após divulg víd,"'I've always advocated simplifying rules,' says Salles after video release",0.0,0.2000000029802322,0.0,0.2000000029802322,False,2020-05-23 19:02:36.309000+00:00,2020-05-23 20:04:01.864000+00:00,3685555.0
8526,G1,['Bolsonaro'],bolsonar repet 70 infect ocorr cientist estim 18 milhã mort,"Bolsonaro repeats that 70% will be infected; if this occurs, scientists estimate 1.8 million dead",0.0,-0.5,0.0,0.5,False,2020-05-12 21:32:10.410000+00:00,2020-05-12 22:01:48.485000+00:00,1778075.0
8527,G1,"['Bolsonaro', 'Regina Duarte']",cot substitu regin duart mari fri reún bolsonar,"Tipped to replace Regina Duarte, Mario Frias meets with Bolsonaro",0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-21 00:31:59.448000+00:00,2020-05-21 01:02:41.680000+00:00,1842232.0
8528,O Antagonista,['Bolsonaro'],flávi bolsonar queiroz carinh amor,"From Flávio Bolsonaro to Queiroz, with great affection, with much love",0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,False,2020-05-27 11:03:53.119000+00:00,2020-05-27 11:31:32.841000+00:00,1659722.0
8529,Folha de SP,['Bolsonaro'],deput eua têm visã deturp sobr bolsonar afirm govern brasileir,"U.S. deputies have misrepresented view on Bolsonaro, says Brazilian government",0.1000000014901161,-0.800000011920929,0.1000000014901161,0.800000011920929,False,2020-06-09 12:04:13.073000+00:00,2020-06-09 22:31:48.083000+00:00,37655010.0
8530,UOL,['Bolsonaro'],lewandowsk relator açã ped bolsonar torn exam públic,Lewandowski will be rapporteur of action that asks Bolsonaro to make public examinations,0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-12 18:02:19.509000+00:00,2020-05-12 21:32:14.529000+00:00,12595020.0
8531,Folha de SP,['Bolsonaro'],justic rio conced for especial flávi bolsonar cas rachadinh,Justice of Rio grants special forum to Flávio Bolsonaro in the case of 'rachadinhas',0.3000000119209289,0.0,0.3000000119209289,0.0,False,2020-06-25 18:02:41.425000+00:00,2020-06-26 02:02:20.557000+00:00,28779132.0
8532,G1,"['Bolsonaro', 'Moro']",apes negat bolsonar ministr reconhec fal president víd direcion pf mor,"Despite bolsonaro's negative, ministers recognize that the president's video speech was directed to PF and Moro",0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-05-13 14:31:46.581000+00:00,2020-05-13 18:04:55.933000+00:00,12789352.0
8533,Folha de SP,['Bolsonaro'],bolsonar diz vet auxíli emergencial extra r 600,Bolsonaro says it will veto extra emergency aid of R $ 600,0.1000000014901161,-0.4000000059604645,0.1000000014901161,0.4000000059604645,False,2020-06-12 02:03:59.978000+00:00,2020-06-12 06:32:09.689000+00:00,16089711.0
8534,UOL,['Bolsonaro'],gilm diz crer tse volt cass chap bolsonar,Gilmar says he does not believe that TSE is back to cassar bolsonaro plate,-0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-06-03 18:04:09.937000+00:00,2020-06-03 23:32:13.841000+00:00,19683904.0
8535,G1,['Guedes'],octavi gued analis oper pf inquérit sft sobr fak news,Octavio Guedes analyzes PF operation in SFT inquiry into fake news,-0.3000000119209289,-0.4000000059604645,0.3000000119209289,0.4000000059604645,False,2020-05-27 13:01:47.676000+00:00,2020-05-27 14:31:37.889000+00:00,5390213.0
8536,UOL,['Bolsonaro'],apoi impeachment cheg ced bolsonar aind nível collor dilm,"Support for impeachment arrives early in Bolsonaro, but not yet at the level of Collor and Dilma",0.0,0.0,0.0,0.0,False,2020-05-01 09:01:21.160000+00:00,2020-05-01 12:01:31.742000+00:00,10810582.0
8537,R7,"['Bolsonaro', 'Moro']",deput vai depor sobr denúnc mor contr president bolsonar,Congresswoman will testify about moro's complaints against President Bolsonaro,-0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-05-08 13:31:51.434000+00:00,2020-05-08 18:02:54.175000+00:00,16262741.0
8538,UOL,['Moro'],entre govern serv mestr diz mor revist tim,"'I didn't go into government to serve a master,' Moro tells Time magazine",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-21 23:32:40.203000+00:00,2020-05-22 09:32:14.907000+00:00,35974704.0
8539,UOL,['Bolsonaro'],bolsonar dá sin invest autogolp,Bolsonaro gives signs that invests in autogolpe,-0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-18 13:04:11.973000+00:00,2020-06-19 13:31:56.857000+00:00,88064884.0
8540,G1,"['Bolsonaro', 'Moro']",cels mell mand pf ouv mor 5 dias sobr acus bolsonar,Celso de Mello sends PF to hear Moro in up to 5 days on charges to Bolsonaro,-0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-01 02:02:32.662000+00:00,2020-05-01 08:31:49.576000+00:00,23356914.0
8541,UOL,['Bolsonaro'],ministr mand inform bolsonar sobr açã impeachment stf,Minister sends inform Bolsonaro on impeachment action in the Supreme Court,0.0,0.0,0.0,0.0,False,2020-05-16 02:31:57.287000+00:00,2020-05-16 22:02:36.607000+00:00,70239320.0
8542,O Antagonista,['Bolsonaro'],mai diz bolsonar ‘ fic sensível ’ adiament enem,Maia says Bolsonaro 'was very sensitive' to the postponement of Enem,-0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-05-14 20:02:06.053000+00:00,2020-05-14 21:03:11.557000+00:00,3665504.0
8543,O Antagonista,"['Bolsonaro', 'Moro']",bolsonar mand mor ‘ plant coquinh ’,Bolsonaro sends Moro 'plantar coquinho',0.0,0.0,0.0,0.0,False,2020-05-23 12:03:26.687000+00:00,2020-05-23 12:32:21.699000+00:00,1735012.0
8544,UOL,['Weintraub'],weintraub diz govern quer ouv estud sobr adiament enem,Weintraub says government wants to 'listen to students' on postponement of Enem,-0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-05-19 19:03:11.351000+00:00,2020-05-19 21:03:41.505000+00:00,7230154.0
8545,UOL,['Bolsonaro'],mei silênci bolsonar teich lament númer mort,"Amid Bolsonaro's silence, Teich laments death toll",-0.3000000119209289,0.2000000029802322,0.3000000119209289,0.2000000029802322,False,2020-05-10 22:32:01.392000+00:00,2020-05-11 01:04:02.371000+00:00,9120979.0
8546,O Antagonista,['Bolsonaro'],critéri bolsonar escolh fábi far,Bolsonaro's criterion for choosing Fábio Faria,0.2000000029802322,0.5,0.2000000029802322,0.5,False,2020-06-11 13:32:16.864000+00:00,2020-06-11 14:31:23.270000+00:00,3546406.0
8547,Folha de SP,['Bolsonaro'],entend recent tensã govern bolsonar suprem,Understand the recent tension between the Bolsonaro government and the Supreme,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-16 06:32:37.853000+00:00,2020-06-16 10:04:02.956000+00:00,12685103.0
8548,R7,['Bolsonaro'],jair bolsonar diz mudanc dad divulg explic,Jair Bolsonaro says change in the data disclosed will be explained,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-09 12:32:02.170000+00:00,2020-06-09 15:31:58.664000+00:00,10796494.0
8549,UOL,['Salles'],oportun crimin servidor ped saíd sall ministéri,'Criminal opportunism': servers call for Salles' departure from the Ministry,-0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-25 21:32:05.001000+00:00,2020-05-25 22:03:33.765000+00:00,1888764.0
8550,R7,['Bolsonaro'],mpf ped arquiv inquérit sobr ataqu bolsonar,MPF asks filing of inquiry into attack on Bolsonaro,0.1000000014901161,-0.4000000059604645,0.1000000014901161,0.4000000059604645,False,2020-06-04 16:31:39.469000+00:00,2020-06-05 08:02:43.507000+00:00,55864038.0
8551,UOL,"['Bolsonaro', 'Moro']",cpmi fak news mir whatsapp laranj mor filh bolsonar,"CPMI of fake news mira WhatsApp oranges, Moro and bolsonaro children",-0.5,-0.4000000059604645,0.5,0.4000000059604645,False,2020-04-29 20:02:36.003000+00:00,2020-04-29 23:31:19.079000+00:00,12523076.0
8552,G1,"['Bolsonaro', 'Heleno']",helen eventual apreensã celul bolsonar pod ter consequent imprevisív estabil país,Heleno: possible seizure of Bolsonaro's cell phone may have 'unpredictable consequences' for the country's stability,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-22 19:32:30.420000+00:00,2020-05-22 22:04:38.738000+00:00,9128318.0
8553,O Antagonista,['Salles'],sall afirm covid19 oportun ‘ ir pass boi ’,Salles said Covid-19 was an opportunity to 'go through the buoy',0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-22 21:03:19.112000+00:00,2020-05-22 22:32:29.063000+00:00,5349951.0
8554,G1,['Guedes'],gued confirm vai prorrog auxíli emergencial 2 mes,Guedes confirms that he will extend emergency aid for 2 months,0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-06-09 15:31:50.156000+00:00,2020-06-09 18:02:16.536000+00:00,9026380.0
8555,Folha de SP,['Bolsonaro'],ali bolsonar president anvis receb diagnóst covid19,"Bolsonaro ally, president of Anvisa receives diagnosis of Covid-19",0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-19 23:32:00.724000+00:00,2020-05-20 00:04:32.315000+00:00,1951591.0
8556,O Antagonista,['Bolsonaro'],bolsonar assin mp dar aument polic df,Bolsonaro signs MP to give increase to police DF,0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-05-26 17:01:41.501000+00:00,2020-05-26 18:32:33.291000+00:00,5451790.0
8557,UOL,['Bolsonaro'],vou interfer pont final diss jair bolsonar reuniã ministerial,"'I will interfere, period,' Said Jair Bolsonaro at ministerial meeting",0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-14 23:31:41.846000+00:00,2020-05-15 12:31:01.029000+00:00,46759183.0
8558,R7,['Weintraub'],jr 24h govern tent imped depoiment weintraub pf,JR 24h : Government will try to prevent testimony of Weintraub to PF,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-28 05:03:33.579000+00:00,2020-05-28 12:31:35.709000+00:00,26882130.0
8559,UOL,"['Bolsonaro', 'Mandetta']",bolsonar tent alter bul cloroquin decret diz mandett,"Bolsonaro tried to change chloroquine bull by decree, says Mandetta",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-05-21 14:01:31.749000+00:00,2020-05-21 21:01:55.404000+00:00,25223655.0
8560,Folha de SP,['Weintraub'],funcionári banc mundial ped palestr sev orient weintraub,World Bank officials call for 'stern lecture' to guide Weintraub,0.2000000029802322,-0.3000000119209289,0.2000000029802322,0.3000000119209289,False,2020-06-25 23:33:07.765000+00:00,2020-06-26 00:04:54.496000+00:00,1906731.0
8561,UOL,['Bolsonaro'],acord paulist dev ter atos pró contr bolsonar nest doming,"Without agreement, Paulista should have acts for and against Bolsonaro this Sunday",-0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-06-05 16:31:30.919000+00:00,2020-06-05 17:32:17.680000+00:00,3646761.0
8562,Folha de SP,['Bolsonaro'],bolsonar age necromaqui vítim covid19 brasil,Bolsonaro acts as a necromaquiator of the victims of Covid-19 in Brazil,0.0,0.0,0.0,0.0,False,2020-06-09 14:02:25.726000+00:00,2020-06-09 14:31:39.700000+00:00,1753974.0
8563,G1,['Bolsonaro'],advog famíl bolsonar pag dinheir fund partidári,Bolsonaro family lawyer was paid with money from the party fund,0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-20 02:32:22.231000+00:00,2020-05-20 11:31:50.107000+00:00,32367876.0
8564,G1,['Bolsonaro'],clim tensã regin duart reún hoj bolsonar,"In a climate of tension, Regina Duarte meets today with Bolsonaro",0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-06 11:02:49.922000+00:00,2020-05-06 14:01:49.764000+00:00,10739842.0
8565,Folha de SP,['Weintraub'],weintraub privilégi depor ministéri diz deleg advog,"Weintraub had privilege when testifying in ministry, say delegates and lawyers",0.0,0.3000000119209289,0.0,0.3000000119209289,False,2020-05-31 23:01:52.452000+00:00,2020-06-01 07:04:15.275000+00:00,28942823.0
8566,Folha de SP,['Bolsonaro'],prisã fantasm roubalheir assombr bolsonar,"With this prison, ghost of the thief haunts Bolsonaro",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-18 19:32:11.949000+00:00,2020-06-19 00:03:28.954000+00:00,16277005.0
8567,G1,['Weintraub'],weintraub atac stf mim bot vagabund cad,"Weintraub attacks STF: 'For me, put these bums in jail'",0.0,-0.800000011920929,0.0,0.800000011920929,False,2020-05-23 12:03:24.822000+00:00,2020-05-23 16:32:42.426000+00:00,16157604.0
8568,O Antagonista,['Bolsonaro'],tip pesso bolsonar,What kind of person is Bolsonaro?,0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-06-12 10:32:48.921000+00:00,2020-06-12 15:03:27.243000+00:00,16238322.0
8569,O Antagonista,['Weintraub'],víd ‘ leg ’ weintraub,Video: Weintraub's 'legacy',0.0,0.0,0.0,0.0,False,2020-06-20 16:03:13.245000+00:00,2020-06-20 21:03:08.239000+00:00,17994994.0
8570,O Antagonista,['Bolsonaro'],9 x 1 contr blindag bolsonar,9 x 1 against Bolsonaro armor,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-22 11:32:23.514000+00:00,2020-05-22 12:02:55.016000+00:00,1831502.0
8571,O Antagonista,['Bolsonaro'],pf vai investig relat vazament flávi bolsonar,PF will investigate report of leak to Flávio Bolsonaro,0.0,-0.2000000029802322,0.0,0.2000000029802322,False,2020-05-18 00:03:33.212000+00:00,2020-05-18 10:03:02.257000+00:00,35969045.0
8572,UOL,['Salles'],sall aprofund desg brasil coloc xequ acord mercosulu,Salles deepens Brazil's wear and tear and calls into question mercosur-EU agreement,0.0,-0.2000000029802322,0.0,0.2000000029802322,False,2020-05-28 09:03:22.122000+00:00,2020-05-28 16:04:15.629000+00:00,25253507.0
8573,UOL,['Bolsonaro'],joic denunc tcu gast bolsonar corpor,Joice denounces in THE TCU bolsonaro spending with corporate,0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-05-14 21:31:24.098000+00:00,2020-05-14 23:03:19.668000+00:00,5515570.0
8574,Folha de SP,['Bolsonaro'],bolsonar diz 5g lev cont soberan segur dad polít extern,"Bolsonaro says 5G will take into account sovereignty, data security and foreign policy",0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-12 01:31:23.402000+00:00,2020-06-12 06:32:10.060000+00:00,18046658.0
8575,Folha de SP,['Tereza Cristina'],terez cristin cham europeus senhor desmat,Tereza Cristina is called by Europeans 'lady deforestation',0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-05-29 19:32:15.680000+00:00,2020-05-29 22:35:03.353000+00:00,10967673.0
8576,UOL,['Regina Duarte'],mári fri aceit convit govern substitu regin duart,Mário Frias accepts government invitation to replace Regina Duarte,0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-20 22:02:58.594000+00:00,2020-05-21 02:31:50.839000+00:00,16132245.0
