,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
8039,O Antagonista,['Bolsonaro'],"A saúde de Bolsonaro é fato de Estado, antes de ser fato individual","Bolsonaro's health is a state fact, before it is an individual fact",0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-05-13 20:05:10.486000+00:00,2020-05-13 21:31:58.355000+00:00,5207869.0
8040,UOL,['Bolsonaro'],Bolsonaro diz que fita tinha de ser destruída e não cita investigação na reunião,Bolsonaro says tape had to be destroyed and does not cite investigation in the meeting,-0.20000000298023224,-0.699999988079071,0.20000000298023224,0.699999988079071,False,2020-05-12 20:31:19.615000+00:00,2020-05-12 21:04:18.341000+00:00,1978726.0
8041,G1,['Crivella'],"Crivella prorroga medidas de isolamento no Rio, mas libera igrejas","Crivella extends isolation measures in Rio, but releases churches",0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-05-25 20:03:13.077000+00:00,2020-05-25 23:31:54.014000+00:00,12520937.0
8042,UOL,['Bolsonaro'],"Para advogada de Jair Bolsonaro, não há como controlar ato de terceiro na campanha","For lawyer Jair Bolsonaro, there is no way to control third party act in the campaign",-0.30000001192092896,-0.800000011920929,0.30000001192092896,0.800000011920929,False,2020-06-16 18:32:28.412000+00:00,2020-06-16 23:32:30.605000+00:00,18002193.0
8043,Folha de SP,['Heleno'],"Nota de general Heleno revela desespero, diz ministro do Supremo","Note from General Heleno reveals despair, says Minister of the Supreme",0.0,-0.5,0.0,0.5,False,2020-05-22 20:02:31.408000+00:00,2020-05-22 20:32:34.829000+00:00,1803421.0
8044,UOL,['Bolsonaro'],"Bolsonaro intensifica uso de helicóptero, e GSI não revela gastos com aeronaves","Bolsonaro intensifies use of helicopter, and GSI does not reveal spending on aircraft",-0.20000000298023224,-0.5,0.20000000298023224,0.5,False,2020-06-12 15:31:41.046000+00:00,2020-06-12 18:02:03.542000+00:00,9022496.0
8045,G1,['Bolsonaro'],Operação desmonta acampamentos de apoiadores de Bolsonaro em Brasília,Operation dismantles bolsonaro supporters camps in Brasilia,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-06-13 20:31:37.881000+00:00,2020-06-14 00:05:44.760000+00:00,12846879.0
8046,O Antagonista,['Bolsonaro'],"Urgente: TCU aprova contas de 2019 do governo Bolsonaro, com ressalvas; leia a íntegra","Urgent: TCU approves 2019 accounts of bolsonaro government, with caveats; read the full",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-10 17:02:14.810000+00:00,2020-06-10 18:31:20.637000+00:00,5345827.0
8047,UOL,['Bolsonaro'],Desconstruindo a carta mentirosa de Bolsonaro,Deconstructing bolsonaro's lying letter,0.0,-0.5,0.0,0.5,False,2020-06-18 00:31:48.766000+00:00,2020-06-18 13:04:19.430000+00:00,45150664.0
8048,UOL,['Bolsonaro'],Ministro do STJ nega recurso de Flávio Bolsonaro para parar investigação da rachadinha,Minister of the Supreme Court denies appeal of Flávio Bolsonaro to stop investigation of the cracked,-0.20000000298023224,-0.699999988079071,0.20000000298023224,0.699999988079071,False,2020-05-13 11:02:00.301000+00:00,2020-05-13 15:02:05.261000+00:00,14404960.0
8049,G1,['Guedes'],Paulo Guedes pede harmonia entre poderes para evitar 'naufrágio',Paulo Guedes calls for harmony between powers to avoid 'sinking',0.0,0.10000000149011612,0.0,0.10000000149011612,False,2020-05-29 20:31:28.061000+00:00,2020-05-30 01:03:43.677000+00:00,16335616.0
8050,UOL,['Bolsonaro'],Sakamoto: Proposta torna renda básica permanente e cria dilema a Bolsonaro,Sakamoto: Proposal makes permanent basic income and creates dilemma bolsonaro,0.20000000298023224,-0.5,0.20000000298023224,0.5,False,2020-05-12 23:03:25.128000+00:00,2020-05-13 02:31:46.624000+00:00,12501496.0
8051,G1,['Bolsonaro'],Celso de Mello estende por 30 dias investigação sobre Bolsonaro e a PF,Celso de Mello extends for 30 days investigation on Bolsonaro and PF,0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-06-08 18:01:16.855000+00:00,2020-06-09 01:03:34.989000+00:00,25338134.0
8052,UOL,['Bolsonaro'],Repórter da Folha processa E. Bolsonaro por danos morais,Reporter Folha sues E. Bolsonaro for moral damages,0.10000000149011612,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-06-15 11:02:00.340000+00:00,2020-06-15 19:03:16.040000+00:00,28875700.0
8053,UOL,['Bolsonaro'],Sakamoto: Bolsonaro prefere vender 'elixir mágico' ao invés de governar,Sakamoto: Bolsonaro prefers to sell 'magic elixir' rather than rule,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-19 12:03:48.353000+00:00,2020-05-19 15:04:42.276000+00:00,10853923.0
8054,Folha de SP,['Salles'],Salles errou previsão e teve decisões questionadas por imprensa e Justiça,Salles missed prediction and had decisions questioned by press and justice,0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-05-23 21:03:54.243000+00:00,2020-05-24 05:33:34.697000+00:00,30580454.0
8055,R7,['Bolsonaro'],"Bolsonaro nunca pediu informações de inquéritos, diz ex-diretor da PF","Bolsonaro never asked for information on inquiries, says former director of PF",-0.30000001192092896,-0.699999988079071,0.30000001192092896,0.699999988079071,False,2020-05-11 23:02:08.615000+00:00,2020-05-12 00:31:10.652000+00:00,5342037.0
8056,G1,['Bolsonaro'],PGR concorda com prorrogação de inquérito sobre Bolsonaro e a PF,PGR agrees with extension of inquiry on Bolsonaro and PF,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-02 10:31:40.855000+00:00,2020-06-02 17:04:13.416000+00:00,23552561.0
8057,UOL,['Bolsonaro'],Eduardo Bolsonaro será denunciado ao Conselho de Ética por suposta articulação de golpe,Eduardo Bolsonaro will be denounced to the Ethics Council for alleged articulation of coup,-0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-05-28 20:04:00.506000+00:00,2020-05-28 22:02:54.882000+00:00,7134376.0
8058,UOL,['Teich'],Teich discute com médico e nega ter gasto energia em excesso com cloroquina,Teich argues with doctor and denies having spent excess energy on chloroquine,-0.30000001192092896,-0.6000000238418579,0.30000001192092896,0.6000000238418579,False,2020-05-25 00:31:12.756000+00:00,2020-05-25 09:03:03.290000+00:00,30710534.0
8059,UOL,['Bolsonaro'],Ministros contradizem Bolsonaro sobre menção à Polícia Federal em reunião,Ministers contradict Bolsonaro on mention to the Federal Police in meeting,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-13 13:03:17.020000+00:00,2020-05-13 15:32:08.195000+00:00,8931175.0
8060,Folha de SP,['Lula'],"Lava Jato tenta prender Silas Rondeau, ministro de Minas e Energia no governo Lula","Lava Jato tries to arrest Silas Rondeau, Minister of Mines and Energy in lula's government",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-06-25 18:02:42.905000+00:00,2020-06-25 23:02:41.997000+00:00,17999092.0
8061,UOL,['Bolsonaro'],Procuradoria investiga mortes por covid-19 em SP a pedido de Flávio Bolsonaro,Prosecutor investigates deaths by covid-19 in SP at the request of Flávio Bolsonaro,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-19 09:01:54.437000+00:00,2020-05-19 10:02:49.586000+00:00,3655149.0
8062,UOL,['Bolsonaro'],Como mudança de foro pode privilegiar Flávio Bolsonaro,How change of forum can privilege Flávio Bolsonaro,0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-06-26 17:31:34.437000+00:00,2020-06-26 19:04:41.703000+00:00,5587266.0
8063,R7,['Bolsonaro'],Governo se nega a entregar exames de Bolsonaro à Câmara,Government refuses to deliver bolsonaro exams to the House,-0.10000000149011612,-0.800000011920929,0.10000000149011612,0.800000011920929,False,2020-05-18 20:01:39.512000+00:00,2020-05-18 22:02:14.277000+00:00,7234765.0
8064,UOL,['Bolsonaro'],"Josias de Souza: Para Bolsonaro, STF e PF usam filhos para atingi-lo","Josias de Souza: For Bolsonaro, STF and PF use children to achieve it",0.30000001192092896,0.0,0.30000001192092896,0.0,False,2020-05-31 12:04:41.780000+00:00,2020-05-31 16:31:38.013000+00:00,16016233.0
8065,G1,['Regina Duarte'],Ana Flor: ‘Passagem de Regina Duarte deixou pouquíssimas marcas’,Ana Flor: 'Regina Duarte's passage left very few marks',0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-20 15:31:29.840000+00:00,2020-05-20 17:04:07.490000+00:00,5557650.0
8066,O Antagonista,['Bolsonaro'],"O que queria Fábio Faria, o genro de Silvio Santos que virou ministro de Bolsonaro","What fábio Faria wanted, the son-in-law of Silvio Santos who became minister of Bolsonaro",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-11 17:31:19.216000+00:00,2020-06-11 19:31:41.092000+00:00,7221876.0
8067,UOL,['Bolsonaro'],"Bolsonaro vai a Goiás, come em lanchonete e tira fotos sem máscara","Bolsonaro goes to Goiás, eats in snack bar and takes pictures without mask",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-30 15:03:54.790000+00:00,2020-05-30 21:31:29.293000+00:00,23254503.0
8068,R7,['Bolsonaro'],Municípios pedem que Bolsonaro barre reajuste salarial a servidores,Municipalities ask Bolsonaro to bar salary adjustment to servers,-0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-05-19 00:05:11.196000+00:00,2020-05-19 11:02:11.132000+00:00,39419936.0
8069,Folha de SP,['Bolsonaro'],Acusados de fake news pedem que Bolsonaro autorize PF a descumprir inquérito,Accused of fake news ask Bolsonaro to authorize PF to fail to comply with inquiry,-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-06-22 15:04:19.776000+00:00,2020-06-22 16:31:47.994000+00:00,5248218.0
8070,R7,['Moro'],"Em depoimento, Moro relata pressão por troca na PF do Rio de Janeiro","In testimony, Moro reports pressure for exchange in the PF of Rio de Janeiro",0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-05 21:30:50.341000+00:00,2020-05-05 22:31:31.368000+00:00,3641027.0
8071,O Antagonista,['Bolsonaro'],"Em reunião, Bolsonaro chamou Doria de ‘bosta’","In meeting, Bolsonaro called Doria 'crap'",-0.20000000298023224,-0.699999988079071,0.20000000298023224,0.699999988079071,False,2020-05-12 20:31:25.290000+00:00,2020-05-12 21:32:14.202000+00:00,3648912.0
8072,UOL,['Bolsonaro'],Sakamoto: Bolsonaro vai entregar milhões à 'gripezinha' ao baixar auxílio,Sakamoto: Bolsonaro will deliver millions to 'fluzinha' by lowering aid,0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-06-26 15:01:55.725000+00:00,2020-06-26 19:32:00.576000+00:00,16204851.0
8073,O Antagonista,['Bolsonaro'],Oposição vai pressionar para que Maia paute impeachment de Bolsonaro,Opposition will press for Maia paute impeachment bolsonaro,-0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-06-17 13:02:35.821000+00:00,2020-06-17 13:32:34.079000+00:00,1798258.0
8074,Folha de SP,['Weintraub'],Alcolumbre retarda depoimento de Weintraub na expectativa de demissão,Alcolumbre delays Weintraub's testimony in anticipation of resignation,0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-05-28 05:03:31.893000+00:00,2020-05-28 16:31:51.226000+00:00,41299333.0
8075,UOL,['Bolsonaro'],The Economist questiona se Bolsonaro e militares são ameaça à democracia,The Economist questions whether Bolsonaro and military are a threat to democracy,-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-13 20:31:37.421000+00:00,2020-06-13 23:31:49.706000+00:00,10812285.0
8076,Folha de SP,['Weintraub'],Felipe Neto é processado por ministro Weintraub após chamá-lo de imbecil,Felipe Neto is sued by Minister Weintraub after calling him an imbecile,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-23 20:03:55.666000+00:00,2020-05-24 06:03:14.578000+00:00,35958912.0
8077,Folha de SP,['Mandetta'],Comissão de ética determina 'quarentena' remunerada de seis meses a Mandetta,Ethics Committee determines six-month paid 'quarantine' to Mandetta,-0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-27 17:31:59.824000+00:00,2020-05-27 21:36:21.395000+00:00,14661571.0
8078,UOL,['Bolsonaro'],Frase de Bolsonaro sobre dar armas para população é rejeitada por 72%,Bolsonaro phrase about giving weapons to the population is rejected by 72%,0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-05-31 09:04:33.390000+00:00,2020-05-31 13:02:00.167000+00:00,14246777.0
8079,UOL,['Bolsonaro'],"Opinião: Sob Bolsonaro, Brasil transforma em fardo a dádiva da natureza","Opinion: Under Bolsonaro, Brazil transforms the gift of nature into a burden",0.4000000059604645,0.0,0.4000000059604645,0.0,False,2020-06-17 15:03:01.836000+00:00,2020-06-17 19:33:04.051000+00:00,16202215.0
8080,O Antagonista,['Bolsonaro'],Ex-marqueteiro digital de Bolsonaro escreve sobre ‘partido dos robôs sem voto’,Ex-digital marketer bolsonaro writes about 'party of robots without vote',0.0,-0.5,0.0,0.5,False,2020-06-08 21:03:17.083000+00:00,2020-06-08 22:34:33.037000+00:00,5475954.0
8081,G1,['Bolsonaro'],Promotores de SP repudiam MP de Bolsonaro que livra gestores de punição por erros no combate ao coronavírus: 'desserviço ao país',Prosecutors of SP repudiate MP Bolsonaro that frees managers of punishment for errors in the fight against coronavirus: 'disservice to the country',0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-05-15 23:02:05.872000+00:00,2020-05-15 23:31:19.266000+00:00,1753394.0
8082,UOL,['Bolsonaro'],Bolsonaro deixa Alvorada e vai a confeitaria com Ramos: 'Visita de amigo',Bolsonaro leaves Alvorada and goes to confectionery with Ramos: 'Visit of friend',0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-23 22:32:16.047000+00:00,2020-05-24 00:04:06.946000+00:00,5510899.0
8083,UOL,['Bolsonaro'],Oposição mira Flávio Bolsonaro e quer ouvir empresário sobre suposto vazamento,Opposition targets Flávio Bolsonaro and wants to hear businessman about alleged leak,-0.4000000059604645,-0.6000000238418579,0.4000000059604645,0.6000000238418579,False,2020-05-17 15:02:00.422000+00:00,2020-05-17 15:31:28.761000+00:00,1768339.0
8084,O Antagonista,"['Bolsonaro', 'Moro']",Bolsonaro X Moro,Bolsonaro X Moro,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,False,2020-06-23 15:03:54.776000+00:00,2020-06-23 16:32:42.361000+00:00,5327585.0
8085,Folha de SP,"['Guedes', 'Weintraub']",Guedes vê resistência e não vai fazer esforço por Weintraub no Banco Mundial,Guedes sees resistance and won't make effort for Weintraub at World Bank,-0.20000000298023224,-0.5,0.20000000298023224,0.5,False,2020-06-23 06:04:11.672000+00:00,2020-06-23 17:03:02.015000+00:00,39530343.0
8086,UOL,['Bolsonaro'],"Para defender governo  e filhos, Jair Bolsonaro resolve fazer acenos em estilo 'paz e amor'","To defend government and children, Jair Bolsonaro decides to make nods in the style of 'peace and love'",0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,False,2020-06-27 09:03:25.902000+00:00,2020-06-27 15:03:09.349000+00:00,21583447.0
8087,O Antagonista,['Bolsonaro'],Senador pede que TCU apure possíveis irregularidades em gastos de Bolsonaro com cartão corporativo,Senator asks TCU to clear possible irregularities in bolsonaro spending with corporate card,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-05-13 18:31:19.328000+00:00,2020-05-13 20:05:17.302000+00:00,5637974.0
8088,O Antagonista,['Lula'],Lula pede desculpas por ‘frase infeliz’,Lula apologizes for 'unfortunate phrase',0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-05-20 18:31:43.796000+00:00,2020-05-20 19:32:42.147000+00:00,3658351.0
8089,O Antagonista,['Bolsonaro'],Bolsonaro edita MP que amplia crédito a pequenas empresas,Bolsonaro edits MP that expands credit to small businesses,0.4000000059604645,0.10000000149011612,0.4000000059604645,0.10000000149011612,False,2020-06-02 13:03:39.443000+00:00,2020-06-02 15:03:59.521000+00:00,7220078.0
8090,UOL,['Bolsonaro'],Ex-superintendente da PF diz que apuração da facada de Bolsonaro foi imparcial,Former superintendent of PF says bolsonaro stabbing investigation was impartial,-0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-04-30 21:31:24.154000+00:00,2020-05-01 01:02:15.519000+00:00,12651365.0
8091,Folha de SP,['Bolsonaro'],Bolsonaro pediu para comparar as mortes de Brasil e Argentina. O resultado é péssimo para ele,Bolsonaro asked to compare the deaths of Brazil and Argentina. The result is bad for him,-0.30000001192092896,-0.5,0.800000011920929,1.100000023841858,False,2020-05-17 19:01:40.751000+00:00,2020-05-19 14:32:19.920000+00:00,156639169.0
8092,O Antagonista,['Bolsonaro'],Bolsonaro volta a chamar manifestantes violentos de terroristas,Bolsonaro again calls violent protesters terrorists,-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-03 21:02:48.462000+00:00,2020-06-03 21:32:18.740000+00:00,1770278.0
8093,G1,['Bolsonaro'],"Bolsonaro: 'Falam: rompeu isolamento, tá dando péssimo exemplo. Péssimo exemplo o cacete'","Bolsonaro: 'They say: broke isolation, is setting a bad example. Bad example the fuck'",-0.6000000238418579,-0.800000011920929,1.2999999523162842,1.7000000476837158,False,2020-05-22 22:04:26.651000+00:00,2020-05-22 22:32:27.953000+00:00,1681302.0
8094,UOL,['Mandetta'],"Isolamento expõe descompromisso com favelas e os mais pobres, diz Mandetta","Isolation exposes discompromising with slums and the poorest, says Mandetta",-0.30000001192092896,-0.800000011920929,0.30000001192092896,0.800000011920929,False,2020-06-15 23:32:16.340000+00:00,2020-06-16 02:32:31.118000+00:00,10814778.0
8095,O Antagonista,['Crivella'],Crivella mantém medidas de isolamento no Rio por mais uma semana,Crivella maintains isolation measures in Rio for another week,-0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-19 15:31:44.233000+00:00,2020-05-19 17:03:48.517000+00:00,5524284.0
8096,G1,['Bolsonaro'],Ministro manda informar Bolsonaro a respeito de ação no STF sobre impeachment,Minister sends inform Bolsonaro regarding action in the Supreme Court on impeachment,-0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-16 02:01:52.484000+00:00,2020-05-16 12:03:42.500000+00:00,36110016.0
8097,O Antagonista,['Bolsonaro'],Bolsonaro conversa com Putin sobre ‘aprofundar cooperação’ entre países,Bolsonaro talks with Putin on 'deepening cooperation' between countries,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-06-15 14:32:09.497000+00:00,2020-06-15 15:31:30.428000+00:00,3560931.0
8098,Terça Livre,['Guedes'],Guedes confirma prorrogação do auxílio emergencial por dois meses,Guedes confirms extension of emergency aid for two months,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-09 23:02:23.107000+00:00,2020-06-11 15:01:43.658000+00:00,143960551.0
8099,O Antagonista,['Bolsonaro'],Bolsonaro quer fazer pronunciamento no sábado pedindo volta ao trabalho,Bolsonaro wants to make a statement on Saturday asking for return to work,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-05-14 21:31:27.526000+00:00,2020-05-14 23:03:18.863000+00:00,5511337.0
8100,UOL,['Weintraub'],"Sakamoto: Weintraub, que insulta de estudantes a chineses, calou-se","Sakamoto: Weintraub, who insults students to Chinese, shut up",0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-05-30 09:04:40.625000+00:00,2020-05-30 15:04:00.373000+00:00,21559748.0
8101,Terça Livre,['Hasselmann'],Testemunha revela relação de Joice Hasselmann com o lobista Roberto Bertholdo,Witness reveals Joice Hasselmann's relationship with lobbyist Roberto Bertholdo,0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-06-16 20:32:16.464000+00:00,2020-06-18 18:03:11.654000+00:00,163855190.0
8102,G1,['Weintraub'],Alcolumbre devolve ao governo MP que dava a Weintraub poder de escolher reitores,Alcolumbre returns to the MP government that gave Weintraub power to choose rectors,-0.4000000059604645,-0.10000000149011612,0.4000000059604645,0.10000000149011612,False,2020-06-12 15:03:18.810000+00:00,2020-06-15 15:03:17.975000+00:00,259199165.0
8103,UOL,['Weintraub'],Abraham Weintraub teve privilégio ao prestar depoimento dentro de ministério,Abraham Weintraub was privileged to testify within ministry,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-31 20:31:58.819000+00:00,2020-06-01 09:04:11.291000+00:00,45132472.0
8104,Folha de SP,['Weintraub'],"Weintraub diz que falava de 'alguns, não todos' ao pedir 'cadeia para o STF","Weintraub says he spoke of 'some, not all' when asking 'jail for the Supreme Court",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-24 22:03:36.298000+00:00,2020-05-25 07:03:08.005000+00:00,32371707.0
8105,UOL,['Weintraub'],Celso vê 'aparente prática criminosa' de Weintraub  em menção ao STF,Celso sees 'apparent criminal practice' of Weintraub in mention of the Supreme Court,-0.5,-0.699999988079071,0.5,0.699999988079071,False,2020-05-22 23:02:40.470000+00:00,2020-05-22 23:33:19.183000+00:00,1838713.0
8106,R7,['Covas'],Covas publica decreto que prorroga quarentena até 15 de junho,Covas publishes decree extending quarantine until June 15,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-30 18:31:53.322000+00:00,2020-05-31 06:33:08.605000+00:00,43275283.0
8107,R7,['Moro'],JR 4ª Edição: AGU recorre ao STF para não entregar vídeo citado por Sérgio Moro,JR 4th Edition: AGU appeals to the Supreme Court not to deliver video cited by Sergio Moro,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-07 03:31:03.684000+00:00,2020-05-07 04:01:15.291000+00:00,1811607.0
8108,R7,['Bolsonaro'],Bolsonaro autoriza envio das Forças Armadas para combate a queimadas na Amazônia,Bolsonaro authorizes sending the Armed Forces to combat fires in the Amazon,0.20000000298023224,-0.5,0.20000000298023224,0.5,False,2020-05-07 19:31:40.823000+00:00,2020-05-08 07:31:30.962000+00:00,43190139.0
8109,G1,['Moro'],É #FAKE que foto mostre Sergio Moro e Rodrigo Maia em encontro após pedido de demissão do ex-ministro,It is #FAKE that photo show Sergio Moro and Rodrigo Maia in meeting after resignation of the former minister,-0.6000000238418579,-0.6000000238418579,0.6000000238418579,0.6000000238418579,False,2020-04-27 23:01:18.881000+00:00,2020-04-30 10:02:39.672000+00:00,212480791.0
8110,O Antagonista,['Bolsonaro'],Collor para Bolsonaro: “Há objetivos mais nobres e úteis para o governo se ocupar”,"Collor for Bolsonaro: ""There are nobler and more useful goals for the government to deal with""",0.0,0.20000000298023224,0.0,0.20000000298023224,False,2020-06-12 15:03:18.356000+00:00,2020-06-12 18:02:04.035000+00:00,10725679.0
8111,Folha de SP,['Weintraub'],"Estou saindo do Brasil o mais rápido possível, diz Weintraub","I'm leaving Brazil as soon as possible, says Weintraub",-0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-06-19 22:31:31.017000+00:00,2020-06-19 23:32:04.940000+00:00,3633923.0
8112,Folha de SP,['Bolsonaro'],"'Acabou matéria no Jornal Nacional', diz Bolsonaro sobre atraso em divulgação de dados da Covid-19","'Ended matter in the National Newspaper', says Bolsonaro on delay in disclosure of data covid-19",0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-06 00:31:36.938000+00:00,2020-06-06 01:03:42.545000+00:00,1925607.0
8113,O Antagonista,['Bolsonaro'],Vídeo: apoiadores rezam e fazem flexão com Bolsonaro,Video: supporters pray and do flexion with Bolsonaro,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-17 22:32:13.499000+00:00,2020-05-18 11:01:38.876000+00:00,44965377.0
8114,G1,['Bolsonaro'],GUROVITZ: 'Rasteira' de Bolsonaro em Teich traduz desorientação do governo,GUROVITZ: Bolsonaro's 'Rasteira' in Teich translates government disorientation,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-05-12 15:05:07.110000+00:00,2020-05-12 19:31:39.796000+00:00,15992686.0
8115,R7,['Bolsonaro'],"'Ele não carrega faixa', diz Maia sobre Bolsonaro em manifestações","'He does not carry track', maia says of Bolsonaro in demonstrations",-0.5,-0.5,0.5,0.5,False,2020-06-16 20:02:40.077000+00:00,2020-06-16 23:32:31.079000+00:00,12591002.0
8116,O Antagonista,['Heleno'],Grupo de militares da reserva defende Heleno e fala em “guerra civil”,"Group of reserve military defends Heleno and speaks of ""civil war""",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-24 15:03:02.794000+00:00,2020-05-24 20:33:07.866000+00:00,19805072.0
8117,UOL,['Lula'],"'Lula como pessoa é uma coisa, como líder, às vezes, é intransigente', diz FHC","'Lula as a person is one thing, as a leader, sometimes it is uncompromising,' says FHC",0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-06-08 15:03:03.900000+00:00,2020-06-08 16:04:55.679000+00:00,3711779.0
8118,R7,['Covas'],Covas celebra antecipação do feriado e 'estímulo ao isolamento',Covas celebrates anticipation of the holiday and 'stimulus to isolation',0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-18 23:02:20.067000+00:00,2020-05-19 07:03:49.772000+00:00,28889705.0
8119,G1,['Bolsonaro'],Bolsonaro diz ter compromisso com a Constituição 'para o bem de todos',Bolsonaro says he has commitment to the Constitution 'for the good of all',0.5,0.6000000238418579,0.5,0.6000000238418579,False,2020-06-17 17:04:02.019000+00:00,2020-06-17 18:31:33.938000+00:00,5251919.0
8120,UOL,['Bolsonaro'],Centrão: Defender Bolsonaro ficou mais difícil após advogado abrigar Queiroz,Centrão: Defender Bolsonaro got harder after lawyer shelter Queiroz,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-06-20 14:32:54.205000+00:00,2020-06-20 16:03:16.900000+00:00,5422695.0
8121,UOL,"['Moro', 'Lula']","Lula provoca Moro, que rebate","Lula provokes Moro, who hits back",0.0,0.10000000149011612,0.0,0.10000000149011612,False,2020-06-11 23:03:48.184000+00:00,2020-06-12 09:03:37.870000+00:00,35989686.0
8122,O Antagonista,['Guedes'],"Governo vai virar sócio de empresas aéreas para ajudar setor, diz Guedes","Government will become a partner of airlines to help sector, says Guedes",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-20 16:03:12.733000+00:00,2020-05-20 17:04:07.917000+00:00,3655184.0
8123,UOL,['Guedes'],Guedes diz que Bolsa Família se chamará Renda Brasil e será pago a informais,Guedes says Bolsa Família will be called Renda Brasil and will be paid informally,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-09 01:03:28.880000+00:00,2020-06-09 09:02:35.373000+00:00,28746493.0
8124,UOL,['Bolsonaro'],Bolsonaro diz que não pode ser responsabilizado por nomeações do centrão,Bolsonaro says it can not be blamed for appointments of the center,-0.30000001192092896,-0.6000000238418579,0.30000001192092896,0.6000000238418579,False,2020-06-03 14:31:46.271000+00:00,2020-06-03 15:31:57.056000+00:00,3610785.0
8125,G1,['Moro'],STF autoriza acesso ao vídeo de reunião citada por Moro em depoimento,Supreme Court authorizes access to the video meeting cited by Moro in testimony,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-10 13:31:51.485000+00:00,2020-05-10 16:02:55.191000+00:00,9063706.0
